ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
CARA,Carasent,Health care,20.7,20.5,20.7,35,,841.12,-0.0096,-0.0327,-0.0327,1.1209,1.4353,,Healthcare,"Carasent ASA provides cloud-based medical record services to the private and public health care industry in Nordic region. The company develops Webdoc, a cloud based EMR-system; and develops a digital platform for interactive health care to communicate through video, tele and health meetings, chat, and other online channels. It also provides training and consulting services. The company was formerly known as Apptix ASA and changed its name to Carasent ASA in May 2019. The company was founded in 1997 and is based in Oslo, Norway.",Oslo,,Norway,[],http://carasent.com,1.0,c/o Advokatsenteret Kristian,,Health Information Services,20.9,20.9,15.782608999999999,,0.0,,20.9,,30412.0,,20.9,20.366177,,20.9,,30412.0,,,,,1525996800.0,0.440766,,,20.4,2.0,NOK,345.00003,10976.0,,,,841119680.0,,,78829.0,16.026516,20.4,20.7,,,10976.0,22.0,,,,7.38,20.5,False,,,20.9,OSL,CARASENT ASA,Carasent ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,CARA.OL,finmb_4222700,no_market,,16.38,,0.04868,103.37799999999999,1.4588233999999998,,,,40633800.0,,,2.4819999999999998,,,,1577750400.0,0.05599,2555000.0,0.06,,0.16254902,8.340048,0.62675,1640908800.0,1585612800.0,,,15670096.0,859689600.0,,1558569600.0,1:4,,,-0.629,,,,,,,,https://logo.clearbit.com/carasent.com,,Augusts gate 14,,,,,,
CLOUD-ME,Cloudberry Clean Energy,Utilities,11.65,11.58,11.65,3,,446.27,0.0129,0.0129,-0.2901,,,0273,Utilities,"Cloudberry Clean Energy AS operates as a renewable energy company. The company owns, develops, and operates hydropower plants and wind farms in Norway and Sweden. Cloudberry Clean Energy AS was founded in 2017 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.cloudberry.no,1.0,FrOeyas Gate 15,,Utilities—Renewable,11.5,11.698,12.855886,,0.0,,11.698,,63091.0,,11.5,13.105883,,11.698,,63091.0,,,,,,,,,11.56,2.0,NOK,,1380.0,,,,,,,77794.0,,11.56,11.648,,,1380.0,19.0,,,,10.54,11.58,False,,,11.698,OSL,CLOUDBERRY CLEAN,Cloudberry Clean Energy AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,CLOUD-ME.OL,finmb_657338383,no_market,,1583.735,,0.0,-169.78799999999998,-0.23323113,,,,,,,1.271,,,,1577750400.0,,-2609160.0,-0.687,,0.16254902,9.164437,,1640908800.0,,,,14542165.0,442525728.0,,,,,,,,,,,,,,https://logo.clearbit.com/cloudberry.no,,,,,,,,
COV,ContextVision,Health care,267.0,265.0,267.0,80,LP,2065.71,-0.0291,0.043,-0.0037,1.5673,2.6081,111 22,Healthcare,"ContextVision AB (publ), a medical technology software company, provides image analysis and artificial intelligence software solutions to original equipment manufacturers worldwide. It operates through two segments, Medical Imaging and Digital Pathology. The company offers image enhancement software for 2D/3D/4D ultrasound, radiography, magnetic resonance imaging (MRI), and mammography. Its products include US PLUSView, an image enhancement software product for women's health, general imaging, cardiovascular, and point of care applications; VolarView, an image enhancement software for the handheld ultrasound market segment; GOPiCE, a technology for volumetric image enhancement in real-time; and REALiCE, a volumetric image enhancement and rendering solution for visualization. The company also provides Altumira/Altumira Plus, a solution for various digital radiography systems; GOPView XR2Plus for x-ray systems for human and veterinary examinations; and Orthopedic Package for orthopedic imaging. In addition, it offers GOPView MRI2Plus, an image enhancement solution for MRI; GOPView Mammo3, an image enhancement software for screening and diagnostic mammography; and INIFY Prostate, an AI-based software that outlines and quantifies suspected cancerous areas in a series of prostate biopsies. ContextVision AB (publ) was founded in 1983 and is headquartered in Stockholm, Sweden.",Stockholm,46 87 50 35 50,Sweden,[],http://www.contextvision.com,1.0,Klara Norra Kyrkogata 31,,Health Information Services,275.0,275.0,147.58261000000002,,0.0,,275.0,,21905.0,,275.0,249.08823999999998,,275.0,,21905.0,,,,,1212969600.0,1.2932629999999998,,,266.0,2.0,NOK,,3729.0,,,,2065712256.0,,,21297.0,,266.0,267.0,,140000.0,3729.0,309.0,1026.9231,,,50.5,265.0,False,,140000.0,275.0,OSL,CONTEXTVISION AB,ContextVision AB (publ),Europe/Oslo,CEST,False,7200000.0,EQUITY,COV.OL,finmb_786673,no_market,,,,0.1275,,2.7162162999999997,,0.26,,7736750.0,,,0.8079999999999999,,,,1577750400.0,0.08879,,-0.033,,0.16254902,330.44552999999996,0.7414,1640908800.0,1585612800.0,,,2043430.0,2127606272.0,,,,,,1.757,,,,,,,,https://logo.clearbit.com/contextvision.com,46.0,,,,,,,
CRAYON,Crayon Group Holding,Information technology,74.1,74.0,74.2,439,,6019.18,-0.0288,0.0,0.106,0.425,1.3156,0484,Technology,"Crayon Group Holding ASA, together with its subsidiaries, operates as an IT advisory company in software and digital transformation services. It operates through Software & Cloud Direct, Software & Cloud Channel, Software & Cloud Economics, and Consulting segments. The company offers license management and consultancy services; SAM as a Service, a single hosted managed service that enables its clients to control software and technology assets across their IT environment; and SAM-iQ, which provides a centralized program interface that allows its customers to analyze, review, and manage their SAM environment. It also provides software and cloud economic services, including license management and solutions across large and mid-market enterprises, public sector, and cloud and service provider markets, as well as deployment planning services. In addition, the company offers consulting services in the areas of cloud architecture and deployment solutions, licensing environment optimization and management, security, datacenter systems, infrastructure and networking, backup and data recovery, servers environments, and storage and virtualization solutions; and managed services, such as outsourced license lifecycle management, project management, audit simulation and support, and infrastructure management and support services. Further, it provides training, events, and development programs for IT professionals. It has operations in the Nordics, Europe, the Asia-Pacific, the Middle East and Africa, and the United States. The company is headquartered in Oslo, Norway.",Oslo,47 22 89 10 00,Norway,[],http://www.crayon.com,1.0,Sandakerveien 114A,,Information Technology Services,76.3,76.4,58.783333,,0.0,,76.9,,189379.0,,76.3,67.98529,,76.4,,189379.0,,,,,,1.349002,,,72.1,2.0,NOK,,111109.0,,,,6014355968.0,,,206377.0,0.39613384,72.1,74.3,,0.0,111109.0,83.0,69.252335,,,27.6,74.1,False,,0.0,76.9,OSL,CRAYON GROUP HLD,Crayon Group Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,CRAYON.OL,finmb_46100086,no_market,,0.395,,-0.00343,34.532,1.4376997999999999,,1.07,,81165400.0,,,8.798,,,,1577750400.0,0.21603000000000003,-52075000.0,-0.691,,0.16254902,8.422367999999999,0.60696,1640908800.0,1585612800.0,,,34221159.0,5992186368.0,,,,,,,,,,,,,,https://logo.clearbit.com/crayon.com,1500.0,,,,,,,
DNB,DNB,Financials,142.35,142.35,142.45,1316,,222143.35,0.0067,0.0004,0.1158,-0.1332,-0.0639,0191,Financial Services,"DNB ASA provides various banking products and services for retail and corporate customers in Norway and internationally. The company offers savings and investment products, including saving accounts, home savings products, equities, retirement savings, fixed rate deposits, exchange traded products, bonds and commercial papers, and asset management services; and loans, such as home mortgages, car and consumer loans, trade finance, and export financing, as well as overdraft facilities, bank guarantees, and leasing and factoring services. It also provides various cards; a range of insurance products comprising car, boat, motor vehicle, household contents, home, holiday home, travel, and life insurance products, as well as pet insurance for cats and dogs; and pension plans. In addition, the company offers investment banking advisory and financing services, such as mergers and acquisitions, and equity and debt capital markets for corporations and private equity firms; and foreign exchange and treasury, cash management, research, commodities, equities, corporate finance, interest rates, securities, real estate broking, and internet and mobile banking services. It offers its products and services to various sectors, including energy; financial institutions; healthcare; manufacturing; packaging and forest products; seafood; shipping, offshore, and logistics; and telecom, media, and technology. The company distributes its products and services through its branches, in-store postal and banking outlets, and post office counters. DNB ASA was founded in 1822 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.dnb.no,1.0,Dronning Eufemias gate 30,,Banks—Regional,141.2,142.0,134.62906,0.06373938,0.0,,143.2,,1365558.0,,141.2,137.54265,9.0,142.0,,1365558.0,,,,,1588118400.0,0.9756090000000001,,,141.05,2.0,NOK,11.336307000000001,505315.0,,,,220695183360.0,,,2893347.0,4.5189233,141.05,142.45,,246400.0,505315.0,178.1,9.566532,,,94.26,142.35,False,,327700.0,143.2,OSL,DNB ASA,DNB ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DNB.OL,finmb_9778651,no_market,,19.812,,0.43046,,-0.060232937,,14.88,,1550370048.0,,,154.097,,,,1577750400.0,0.37327,19740000256.0,12.557,,0.16254902,0.9237688000000001,0.42226002,1640908800.0,1593475200.0,,,889185902.0,967568982016.0,,,,,,-0.182,,,,,,,,https://logo.clearbit.com/dnb.no,9020.0,Bjorvika,,,,,,
DNO,DNO,Energy,5.83,5.83,5.84,845,,5686.77,-0.0041,0.0,-0.0017,-0.4961,-0.5357999999999999,0250,Energy,"DNO ASA engages in the exploration, development, and production of oil and gas assets in the Middle East and the North Sea. Its flagship project is the Tawke field that is located in the Kurdistan region of Iraq. As of December 31, 2019, its proven reserves consisted of 205.6 million barrels of oil equivalent (MMboe); proven and probable reserves included 344.8 MMboe; and proven, probable, and possible reserves consisted of 539.9 MMboe. The company was founded in 1971 and is headquartered in Oslo, Norway.",Oslo,47 23 23 84 80,Norway,[],http://www.dno.no,1.0,Dokkveien 1,47 23 23 84 81,Oil & Gas E&P,5.854,5.9,5.735258999999999,0.007516228000000001,,,5.97,,9956315.0,,5.854,5.968999999999999,0.044000000000000004,5.9,,9956315.0,,,,0.4,1571961600.0,1.96806,,,5.76,2.0,NOK,,2744214.0,,,,5702381568.0,,,8484020.0,7.3163732999999995,5.76,5.843999999999999,,728400.0,2744214.0,14.755,17.71515,,,2.5,5.827999999999999,False,0.0645,162000.0,5.97,OSL,DNO ASA,DNO ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DNO.OL,finmb_878127,no_market,,8.142000000000001,,-0.19066,19.925,-0.53959894,,0.33,,975433024.0,,,0.988,,,,1577750400.0,0.14917,-148600000.0,-0.15,,0.16254902,5.917004599999999,0.40448,1640908800.0,1593475200.0,,,536593797.0,6346167296.0,,1150416000.0,4:1,,,,,,,,,,,https://logo.clearbit.com/dno.no,1318.0,Aker Brygge,,,,,,
DOF,DOF,Energy,0.61,0.6,0.61,77,,187.74,0.0269,0.0049,0.0427,-0.6114999999999999,-0.7953,5392,Energy,"DOF ASA, together with its subsidiaries, owns and operates a fleet of offshore vessels worldwide. The company operates through three segments: Platform Supply Vessel (PSV), Anchor Handling Tug Supply Vessel (AHTS), and Subsea Vessel and Subsea Engineering. It operates a fleet of PSVs that are used to transport oilfield products and supplies to offshore drilling and production facilities; AHTS used to set anchors for drilling rigs, and tow mobile drilling rigs and equipment from one location to another; and subsea vessels used for a range of subsea services. The company also provides subsea services comprising project management, engineering, construction and installation, life-of-field, decommissioning/field abandonment, and survey and positioning, as well as inspection, repair, and maintenance services. In addition, it offers marine management services, such as crewing, chartering, mobilization, maintenance, refurbishment, projects and new building, and compliance services. As of December 31, 2019, the company operated a fleet of 67 vessels, including 16 PSVs, 20 AHTSs, and 31 subsea/construction vessels, as well as 72 remote operated vehicles and 2 autonomous underwater vehicles. It operates in Brazil, the United Kingdom, Australia, Norway, Canada, the United States, Guyana, the Philippines, Angola, Argentina, and internationally. The company was founded in 1981 and is headquartered in StorebÃ¸, Norway.",Storebo,47 56 18 10 00,Norway,[],http://www.dof.no,1.0,Alfabygget,47 56 18 10 06,Oil & Gas Equipment & Services,0.594,0.639,0.85563046,,0.0,,0.639,,332302.0,,0.594,0.58902943,,0.639,,332302.0,,,,,1242432000.0,1.937862,,,0.601,4.0,NOK,,726986.0,,,,187735440.0,,,702539.0,0.028333148,0.601,0.61,,4700000.0,726986.0,3.2,0.7176471,,,0.5,0.602,False,,1357000.0,0.639,OSL,DOF ASA,DOF ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DOF.OL,finmb_884333,no_market,,2.9760000000000004,,-0.97329,10.205,-0.78633094,,0.85,,307763008.0,,,-1.2830000000000001,,,,1577750400.0,0.04079,-6448999936.0,-20.38,,0.16254902,,0.57965,1640908800.0,1585612800.0,,,108581786.0,19716810752.0,,1527206400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/dof.no,3440.0,,,,,,,
EAM,EAM Solar,Utilities,12.85,12.7,12.85,11,,88.05,0.0118,0.0,-0.0265,0.0983,-0.5276,0287,Utilities,"EAM Solar ASA acquires, owns, and operates solar power plants in Europe. The company sells electricity under long-term fixed price sales contracts. It owns and operates four power plants with a combined installed capacity of 4.0 MW in Italy. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 91 61 10 09,Norway,[],http://www.eamsolar.no,1.0,Dronningen 1,,Utilities—Renewable,12.7,12.85,12.360797,0.00086614175,0.0,,12.85,,4461.0,,12.7,13.457353,0.011000000000000001,12.85,,4461.0,,,,,1399852800.0,0.667828,,,12.7,2.0,NOK,,5983.0,,,,88050904.0,,,12350.0,,12.7,12.85,,94600.0,5983.0,27.0,,,,6.66,12.7,False,,280300.0,12.85,OSL,EAM SOLAR ASA,EAM Solar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EAM.OL,finmb_142079547,no_market,,,,0.89206004,,-0.52962965,,,,6852210.0,,,2.096,,,,1577750400.0,0.28467,,-0.152,,0.16254902,6.1307254,0.42780998,1640908800.0,1585612800.0,,,3791191.0,87023064.0,,,,,,,,,,,,,,https://logo.clearbit.com/eamsolar.no,,,,,,,,
EIOF,Eidesvik Offshore,Energy,3.1,3.12,3.18,4,,192.67,-0.019,-0.0313,-0.0719,-0.4084,-0.3922,5443,Energy,"Eidesvik Offshore ASA operates as a shipping company. It operates through Seismic, Subsea/Offshore Wind, Platform Supply, and Other segments. The company delivers shipping services to customers who produce seismic data; subsea inspection, maintenance, repair, and construction services for subsea work in the oil industry; and shipping services the offshore oil industry. It operates 6 large supply and one smaller supply vessels; a fleet of 4 vessels related to seismic; and a fleet of 4 vessels related to subsea/wind. The company is headquartered in BÃ¸mlo, Norway. Eidesvik Offshore ASA is a subsidiary of Eidesvik Invest AS.",Bomlo,47 53 44 80 00,Norway,[],http://www.eidesvik.no,1.0,Vestvikveien 1,,Oil & Gas Equipment & Services,3.16,3.16,3.9487681000000006,,0.0,,3.16,,19389.0,,3.16,3.3164705999999997,,3.16,,19389.0,,,,,1400198400.0,0.780487,,,3.1,4.0,NOK,,4003.0,,,,192664992.0,,,15812.0,0.31395537,3.1,3.18,,,4003.0,6.12,,,,3.06,3.12,False,,,3.16,OSL,EIDESVIK OFFSHORE,Eidesvik Offshore ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EIOF.OL,finmb_22071229,no_market,,3.5380000000000003,,-1.10569,12.974,-0.38039213,,-4.58,,62150000.0,,,10.307,,,,1577750400.0,0.05849,-678529984.0,-10.921,,0.16254902,0.30076647,0.7988,1640908800.0,1585612800.0,,,11241070.0,2171129088.0,,,,,,,,,,,,,,https://logo.clearbit.com/eidesvik.no,514.0,,,,,,,
EMGS,Electromagnetic Geoservices,Energy,0.69,0.69,0.7,15,,90.63,-0.024,-0.0389,-0.0114,-0.6689,-0.7117,7041,Energy,"Electromagnetic Geoservices ASA, together with its subsidiaries, provides electromagnetic (EM) surveying services to the offshore oil and gas exploration industry. It is involved in the planning, acquisition, processing, modelling, interpretation, and integration of EM data. The company uses its patented electromagnetic survey method to find hydrocarbons in offshore reservoirs. Its products and services include imaging and interpretation, consultancy, magnetotelluric survey, training, and controlled-source electromagnetic surveying services. Electromagnetic Geoservices ASA has operations in Europe, the Middle East, Africa, Norway, North and South America, Asia, and the Pacific Ocean. The company was founded in 2002 and is headquartered in Trondheim, Norway.",Trondheim,,Norway,[],http://www.emgs.com,1.0,Stiklestadveien 1,,Oil & Gas Equipment & Services,0.7090000000000001,0.6809999999999999,0.9545796999999999,,0.0,,0.705,,155893.0,,0.7090000000000001,0.7709411999999999,,0.6809999999999999,,155893.0,,,,,,2.6556319999999998,,,0.67,4.0,NOK,14.723404,102356.0,,,,90631240.0,,,520268.0,1.1285456,0.67,0.705,,,102356.0,2.85,,,,0.5,0.6920000000000001,False,,,0.705,OSL,ELECTROMAGNETIC GE,Electromagnetic Geoservices ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EMGS.OL,finmb_10654493,no_market,,1.5959999999999999,,0.08489,3.886,-0.6848889,,,,130970000.0,,,-0.002,,,,1577750400.0,0.013819999999999999,6817000.0,0.047,,0.16254902,,0.59531,1640908800.0,1593475200.0,,,54838319.0,128168512.0,,1467331200.0,1:40,,,,,,,,,,,https://logo.clearbit.com/emgs.com,131.0,,,,,,,
ELE,Element,Materials,5.38,5.34,5.38,41,,101.68,-0.0218,-0.07400000000000001,0.1093,-0.0271,2.9822,0250,Basic Materials,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,47 23 08 23 08,Norway,[],http://www.elementasa.com,1.0,Grundingen 2,,Other Industrial Metals & Mining,5.5,5.5,4.5183477,,0.0,,5.5,,274764.0,,5.5,5.4385295,,5.5,,274764.0,,,,,,3.890824,,,5.06,2.0,NOK,,93529.0,,,,101679848.0,,,856336.0,651.7939,5.06,5.38,,0.0,93529.0,9.5,,,,1.199,5.31,False,,0.0,5.5,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELE.OL,finmb_22929109,no_market,,749.346,,0.0,-40.154,2.7957213,,,,18899600.0,,,0.22899999999999998,,,,1577750400.0,0.00629,-5625000.0,-0.457,,0.16254902,23.49345,0.28688,1640908800.0,1585612800.0,,,11864880.0,116898000.0,,1556150400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,2.0,,,,,,,
ELK,Elkem,Materials,17.85,17.81,17.9,181,,10376.39,0.0045000000000000005,0.0229,-0.103,-0.2546,-0.1518,0277,Basic Materials,"Elkem ASA manufactures and sells metals and materials in Norway and internationally. The company operates through four segments: Silicones, Silicon Materials, Foundry Products and Carbon. Its products include silicones, ferrosilicones, foundry alloys, carbon materials, and microsilica products. The company also engages in sale of electric power, as well as supplies heat in the form of steam and hot water. Its products are used in chemical applications, as well as construction, refractory, and oilfield industries. The company was founded in 1904 and is headquartered in Oslo, Norway. Elkem ASA is a subsidiary of Bluestar Elkem International Co., Ltd. S.A.",Oslo,47 22 45 01 00,Norway,[],http://www.elkem.com,1.0,Drammensveien 169,47 22 45 01 55,Specialty Chemicals,17.77,17.8,18.322319,0.033764772,0.75949997,,18.18,,495167.0,,17.77,18.953823,0.6,17.8,,495167.0,,,,0.6,1589155200.0,2.220063,,,17.8,2.0,NOK,22.594935999999997,160395.0,,,,10376384512.0,,,826644.0,0.46614483,17.8,17.85,,0.0,160395.0,26.4,4.056818,,,10.92,17.81,False,0.0337,0.0,18.18,OSL,ELKEM ASA,Elkem ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELK.OL,finmb_731504,no_market,,0.853,,0.020659999999999998,8.327,-0.17194778,,4.4,,581310016.0,,,21.744,,,,1577750400.0,0.29434,460000000.0,0.79,,0.16254902,0.8209162,0.58916,1640908800.0,1593475200.0,,,238610457.0,18993885184.0,,,,,,,,,,,,,,https://logo.clearbit.com/elkem.com,6370.0,,,,,,,
ELOP-ME,ELOP,Information technology,5.01,5.01,5.07,39,,352.22,-0.0079,-0.045700000000000005,,,,2316,Technology,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,,Norway,[],http://www.elop.no,1.0,Nordvikvegen 50,,Scientific & Technical Instruments,5.05,5.2,5.2076,,0.0,,5.218999999999999,,103877.0,,5.05,5.2076,,5.2,,103877.0,,,,,,,,,5.01,2.0,NOK,,64823.0,,,,352217536.0,,,474851.0,,5.01,5.069,,,64823.0,6.2,,,,4.82,5.01,False,,,5.218999999999999,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELOP-ME.OL,finmb_622946747,no_market,,,,0.0,,-0.0382784,,,,70302896.0,,,,,,,,,,,,0.16254902,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,,,,,,,,
EMAS,EMAS Offshore,Energy,0.29,,,0,,127.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000.0,MUTUALFUND,EMAS.OL,finmb_268054902,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENDUR,Endúr,Industrials,1.51,1.51,1.52,90,LP,426.05,-0.0195,-0.0131,-0.029,0.3188,0.0858,5160,Industrials,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 54 24 00,Norway,[],http://www.endur.no,1.0,DamsgArdsveien 229,,Conglomerates,1.535,1.545,1.0054493,,0.0,,1.555,,2436494.0,,1.535,1.6261765,,1.545,,2436494.0,,,,,,,,,1.5,4.0,NOK,,595615.0,,,,426051968.0,,,3085920.0,0.80543387,1.5,1.515,,0.0,595615.0,3.2,,,,0.532,1.505,False,,0.0,1.555,OSL,ENDUR ASA,Endur ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.7340000000000001,,-0.01554,-61.882,0.12454212,,,,283091008.0,,,0.546,,,,1577750400.0,0.17669001,-15706000.0,-0.039,,0.16254902,2.7564101,0.70949996,1640908800.0,1585612800.0,,,87390757.0,388246720.0,,,,,,0.402,,,,,,,,https://logo.clearbit.com/endur.no,249.0,LaksevAg,,,,,,
ENTRA,Entra,Real estate,127.1,127.1,127.2,296,,23135.57,-0.0024,-0.0102,0.005600000000000001,-0.1096,0.0018,0185,Real Estate,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1.0,Biskop Gunnerus gate 14 A,,Real Estate—Diversified,127.0,127.5,132.77754,0.037795275,0.3717,,128.5,,290541.0,,127.0,126.65,4.8,127.5,,290541.0,,,,4.8,1601596800.0,0.519744,,,126.3,2.0,NOK,9.9296875,49397.0,,,,23148976128.0,,,420867.0,9.103019,126.3,127.2,,168600.0,49397.0,168.6,17.555248000000002,,3.68,96.2,127.1,False,0.0378,193700.0,128.5,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.906,,0.91663,20.52,-0.03787881,,7.24,,182132000.0,,,125.59,,,,1577750400.0,0.5023,2331000064.0,12.8,,0.16254902,1.0120232,0.22298999,1640908800.0,1593475200.0,,,150093205.0,45533769728.0,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,181.0,,,,,,,
EPIC-ME,Epic Gas,Energy,15.0,15.6,16.5,0,LP,1599.25,,,0.1029,0.0274,0.0345,059818,Energy,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1.0,8 Eu Tong Sen Street,,Oil & Gas Midstream,15.0,15.0,13.854347,,0.0,,15.0,,50.0,,15.0,14.105882999999999,,15.0,,50.0,,,,,,0.32113800000000003,,,15.0,2.0,NOK,,0.0,,,,1599000064.0,,,164.0,8.8501835,15.0,0.0,,,0.0,16.5,,,,13.4,0.0,False,,,15.0,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.665999999999999,,-0.01735,46.266000000000005,0.07142854,,,,106600000.0,,,2.727,,,,1577750400.0,0.0,-3134591.0,-0.028999999999999998,,0.16254902,5.5005503,0.83456004,1640908800.0,1585612800.0,,,17242550.0,1927000064.0,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,,"No.22-89, The Central",,,,,,
