ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AQUA,0161,Energy,431,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1,Olav Vs gate 6,,Oil & Gas Equipment & Services,5.4,5.35,3.7856205,0.0009259259,0,,5.4,,21022,,5.4,4.7102942,0.005,5.35,,21022,,,,0.2,1591833600,1.076655,,,5.25,2,NOK,26.616915,23926,,,,376192736,,,43848,5.665809,5.25,5.35,,385400,23926,5.85,38.214283,,,2.15,5.2,False,0.0374,402100,5.4,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.643,,0.18611999,223.434,0.3896104,,0.14,,70316400,,,0.686,,,,1577750400,0.07898,12358000,0.201,,0.19241405,7.798834,0.58599,1640908800,1585612800,,,20787638,374697984,,1468368000,25:1,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,,,,,,
ABT,1366,Healthcare,,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1,Fornebuveien 37,,Biotechnology,6.25,6.2,3.3643796,0.16,0,,6.2,,314645,,6.25,4.995,1,6.2,,314645,,,,,1496880000,1.296747,,,5.15,2,NOK,,189565,,,,85990240,,,179419,66.39199,5.15,5.85,,320000,189565,8.8,-10.37037,,,1.25,5.6,False,,330000,6.2,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,68.79,,0,-6.851,2.108108,,-0.54,,15355400,,,0.477,,,,1577750400,0.02359,-13215518,-1.03,,0.19241405,11.740042,0.80484,1640908800,1577750400,,,1789210,89095536,,1309132800,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,
ANDF-ME,8400,Consumer Defensive,,"Andfjord Salmon AS operates a fish farm. It operates a closed sea facility for organic salmon farming. The company was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,,Norway,[],http://www.andfjordsalmon.com,1,Havnegata 19,,Farm Products,49.4,49,54.602272,,0,,49,,35174,,49.4,55.259117,,49,,35174,,,,,,,,,48.6,2,NOK,,178902,,,,1634145792,,,45216,992.478,48.6,48.9,,,178902,65,,,,46.5,48.6,False,,,49,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,912.454,,0,-187.552,-0.14906931,,,,33624400,,,4.914,,,,1577750400,,-6394534,-0.214,,0.19241405,9.890109,,1640908800,,,,,1502383616,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,8402 Sortland,,,,,
AKA,1366,Energy,2112,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1,Building B,,Oil & Gas Equipment & Services,7.34,7.34,5.378321,,0,,7.34,,384167,,7.34,5.8235292,,7.34,,384167,,,,,1397174400,1.36353,,,6.7,2,NOK,,311589,,,,1901269888,,,505635,0.33573544,6.7,7.03,,52200,311589,12.4,17.5,,,3.52,6.99,False,,227000,7.34,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.756,,-0.0498,13.763,-0.3357798,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.19241405,0.47122183,0.51141,1640908800,1593475200,,,159931143,4280285696,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,OksenÃ¸yveien 10 Lysaker,,,,,
AFG,0663,Industrials,5524,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1,Innspurten 15,,Engineering & Construction,166.8,165,167.43211,0.03597122,1.2996001,,165,,11755,,166.8,177.65883,6,165,,11755,,,,12,1589760000,0.439024,,,163,2,NOK,22.548347,13314,,,,17263478784,,,16380,0.69997483,163,164.8,,178000,13314,185,19.594753,,5.43,124.5,164.4,False,0.0719,52100,165,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.765,,0.030369999,15.415,-0.026966333,,8.39,,105009000,,,20.408,,,,1577750400,0.14407,749000000,7.291,,0.19241405,8.055664,0.60915,1640908800,1593475200,,,41049068,18868500480,,1263772800,5:1,,,-0.36,,,,,,,,https://logo.clearbit.com/afgruppen.com,,,,,,
AKER,1366,Energy,21865,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,OksenOeyveien 10,47 24 13 01 01,Oil & Gas Equipment & Services,416.2,416.4,338.1489,0.028231619,0,,418.4,,86897,,416.2,393.58823,11.75,416.4,,86897,,,,11.75,1595289600,1.71777,,,410.2,2,NOK,,100015,,,,30793502720,,,185835,0.6536927,410.2,414.6,,111700,100015,566,15.794286,,,182.2,414.2,False,0.028199999,108400,418.4,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.906,,-0.08871,35.137,-0.058823526,,26.25,,74272800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.19241405,1.6489547,0.70268,1640908800,1593475200,,,67696448,89809158144,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,,,,,,
AKSO,1366,Energy,13000,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1,OksenÃ¸yveien 8,47 67 82 69 50,Oil & Gas Equipment & Services,10.05,10.25,9.642218,0.14427862,0,,10.9,,5420143,,10.05,13.770286,1.45,10.25,,5420143,,,,,1428624000,2.095818,,,10.08,2,NOK,,5510103,,,,2893473792,,,6064511,0.10979675,10.08,10.66,,58500,5510103,30.2,4.566524,,,4.362,10.64,False,,156700,10.9,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.401,,-0.03779,16.688,-0.5981343,,2.33,,271943008,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,,0.19241405,0.4429642,0.46942002,1640908800,1593475200,,,130227946,10580024320,,1175212800,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,,,,,,
AKVA,4353,Industrials,1431,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1,Plogfabrikkvegen 11,,Farm & Heavy Construction Machinery,63.6,65,59.966423,0.015723271,15.3846,,65,,3211,,63.6,63.10588,1,65,,3211,,,,2,1582502400,0.655052,,,64,2,NOK,521.9512,1322,,,,2128640768,,,5347,0.70005214,64,64.6,,49600,1322,79.4,11.204188,,,41.3,64.2,False,0.0311,34200,65,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.05,,0.0013400001,28.137,-0.1848101,,5.73,,33156400,,,31.016,,,,1577750400,0.13203,4087000,0.123,,0.19241405,2.0698993,0.7511,1640908800,1593475200,,,8066625,3192501248,,,,,,-0.095,,,,,,,,https://logo.clearbit.com/akvagroup.com,,,,,,
AOW-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
