ticker,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,beta,beta3Year,bookValue,category,dateShortInterest,earningsQuarterlyGrowth,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,fundFamily,fundInceptionDate,heldPercentInsiders,heldPercentInstitutions,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,revenueQuarterlyGrowth,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,threeYearAverageReturn,totalAssets,trailingEps,yield,ytdReturn
NOFI,0.3509935,0.18931425,,,0.704746,,48.154,,,0.178,,5.106,19761950720,,120378632,10.7,,,-,,,,,1546214400,-,,,1,,,1569801600,1938237952,1609372800,,2,1.9167671,,0.50078,,186695008,,,-,,,,,,10.38,,
RIVER-ME,-0.32,0.18931425,,,,,,,,,,,356226784,,9915544,,,,-,,,,,1546214400,-,,,1,,,1561852800,,1609372800,,2,,,-2.16699,,19016700,,,-,,,,,,,,
NRC,-0.31195968,0.18931425,,,-0.138374,,37.817,,,0.562,36.788,0.863,4745604608,,34268494,,,,-,,,,,1546214400,2013-11-21,100/1,,1,,,1569801600,-118000000,1609372800,,2,1.2639817,,-0.0189,,54023100,,,-,,,,,,-2.02,,
HSPG,0.22105265,0.18931425,,,0.221238,,945.896,,,-0.031,,2.853,390188704,,446385,11.8,,,-,,,,,1546214400,-,,,1,,,1569801600,7356000,1609372800,,2,0.122635044,,0.37978,,687900,,,-,,,,,,10.693,,
TRVX,-0.16918916,0.18931425,,,1.849557,,5.233,,,,-2.675,16112.482,386699584,,41334989,-2.85,,,-,,,,,1546214400,-,,,1,,,1569801600,-153482000,1609372800,,2,1.1943437,,0,,63383600,,,-,,,,,,-2.643,,
CRAYON,2.0186334,0.18931425,,,1.492343,,7.898,,,,26.396,0.351,4283695616,,29284163,1.07,,,-,,,,,1546214400,-,,,1,,,1569801600,25424000,1609372800,,2,6.2547483,,0.00208,,75320000,,,-,,,,,,0.329,,
FUNCOM,-0.13061339,0.18931425,,,0.666934,,0.582,,,,151.991,34.156,969855872,,26854914,,,,-,,,,,1546214400,2018-02-01,5/1,,1,,,1569801600,1324000,1609372800,,2,21.512028,,0.046630003,,77287000,,,-,,,,,,0.013,,
WILS,0.111111164,0.18931425,,,0.936444,,2.999,,,-0.143,,,877203648,,3972417,,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,2,7.269089,,0.06379,,43860200,,,-,,,,,,0.273,,
SSHIP,3.869565,0.18931425,,,0.978278,,1.037,,,0.234,52.008,5.809,2116708864,,21909746,0.35,,,-,,,,,1546214400,-,,,1,,,1561852800,29200000,1609372800,,2,21.50434,,0.080129996,,106564000,,,-,,,,,,0.304,,
PRS,-0.8185841,0.18931425,,,0.772325,,0.161,,,,11.241,5.407,1465849984,,85019089,-0.95,,,-,,,,,1546214400,2016-12-06,100/1,,1,,,1569801600,-412400000,1609372800,,4,17.515528,,-1.5212101,,81864200,,,-,,,,,,-4.461,,
DAT,0.71933675,0.18931425,,,0.645213,,13.198,,,0.632,14.836,1.749,3116665600,,65849659,1.85,,,-,,,,,1546214400,-,,,1,,,1569801600,106072000,1609372800,,2,2.9701471,,0.05954,,73710496,,,-,,,,,,1.626,,
PLT,0.097142935,0.18931425,,,,,19.955,,,,-4.157,161.009,242157312,,4037891,,,,-,,,,,1546214400,-,,,1,,,1569801600,-58954000,1609372800,,2,1.9042846,,0,,8116590,,,-,,,,,,-7.262,,
ICE,Infinity,0.18931425,,,-0.22508,,-3.15,,,,-20.028,4.688,8194157056,,93961258,,,,-,,,,,1546214400,-,,,1,,,1569801600,-1202930048,1609372800,,2,,,-0.68838,,201488992,,,-,,,,,,-6.556,,
INFRNT,0.22921407,0.18931425,,,-0.772203,,5.655,,,,,,1083244032,,31135899,1.13,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,2,4.4562335,,-0.15883,,43329800,,,-,,,,,,0.636,,
BAKKA,0.46721685,0.18931425,,,-0.220434,,13.119,,,-0.492,,,31545391104,,41328407,31.33,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,2,47.374035,,0.15745,,58271800,,,-,,,,,,3.037,,
AKER,0.008016467,0.18931425,,,1.000804,,260.459,,,,25.425,1.966,88785805312,,22364561,26.25,,,-,,,,,1546214400,-,,,1,,,1561852800,-1014000000,1609372800,,2,1.8674723,,-0.008169999,,74278200,,,-,,,,,,-4.968,,
BMA,0.25170064,0.18931425,,,0.331456,,120.319,,,0.121,5.879,0.495,896576000,,371149,,,,-,,,,,1546214400,-,,,1,,,1569801600,61985000,1609372800,,2,0.7563228,,0.03422,,6983320,,,-,,,,,,8.769,,
WALWIL,-0.28513515,0.18931425,,,1.629123,,6.315,,,0.571,19.212,3.228,12901095424,,102214952,0.47,,,-,,,,,1546214400,-,,,1,,,1569801600,94000000,1609372800,,2,3.3095803,,0.02352,,422340992,,,-,,,,,,0.222,,
AURG,0.09809446,0.18931425,,,-0.134352,,533.164,,,0.166,,13.72,3276619776,,2169668,14.03,,,-,,,,,1546214400,-,,,1,,,1569801600,49356000,1609372800,,2,0.35073635,,0.46105,,2380850,,,-,,,,,,20.73,,
B2H,-0.28224522,0.18931425,,,0.958165,,10.053,,,0.138,,7.455,15417564160,,261020482,2.16,,,-,,,,,1546214400,-,,,1,,,1569801600,173246000,1609372800,,2,0.90818655,,0.08377,,409932992,,,-,,,,,,0.416,,
NRS,0.3409201,0.18931425,,,-0.138374,,51.386,,,,11.849,2.019,11488570368,,12954712,18.5,,,-,,,,,1546214400,2019-06-07,1/1,,1,,,1569801600,402537984,1609372800,,2,4.643288,,0.055609997,,43431400,,,-,,,,,,7.29,,
ROM,-0.06666672,0.18931425,,,-0.549477,,0.574,,,,,,92663832,,9138143,,,,-,,,,,1546214400,2013-12-18,2/1,,1,,,1569801600,,1609372800,,4,3.902439,,0,,41367800,,,-,,,,,,0.041,,
NODL,-0.6361314,0.18931425,,,0.980839,,6.612,,,,,,2614495744,,65895249,-0.27,,,-,,,,,1546214400,-,,,1,,,1569801600,-2903000,1609372800,,2,2.970357,,0,,107556000,,,-,,,,,,-0.027,,
PROTCT,0.039569855,0.18931425,,,0.692679,,24.198,,,,-21.895,1.358,5007139328,,61482515,4.44,,,-,,,,,1546214400,-,,,1,,,1569801600,-253631008,1609372800,,2,1.9960327,,-0.092939995,,81761904,,,-,,,,,,-4.084,,
SADG,0.254717,0.18931425,,,0.376508,,128.919,,,0.287,,16.682,9715177472,,12140162,6.03,,,-,,,,,1546214400,-,,,1,,,1569801600,177188992,1609372800,,2,0.5158277,,0.46565,,22976300,,,-,,,,,,7.698,,
SUSB-ME,0.018179059,0.18931425,,,,,500.126,,,0.312,,11.612,1730544640,,1238068,,,,-,,,,,1546214400,-,,,1,,,1569801600,62777000,1609372800,,2,0.21994457,,0.42123002,,1315340,,,-,,,,,,47.727,,
AVM,1.2867646,0.18931425,,,2.883346,,-1.436,,,,,-2.296,60618004,,16780821,,,,-,,,,,1514678400,2016-06-13,10/1,,1,,,1530316800,-14593000,1577750400,,4,,,0,,20905500,,,-,,,,,,0.243,,
OTS,-0.50646305,0.18931425,,,1.396621,,1.786,,,,20.134,9.526,198081280,,14538074,,,,-,,,,,1546214400,2019-11-27,23/1,,1,,,1561852800,470000,1609372800,,4,2.2956326,,0.023039998,,34211300,,,-,,,,,,0.015,,
RING,0.13402057,0.18931425,,,0.267095,,237.269,,,-0.007,,7.494,6660185088,,4463652,21.24,,,-,,,,,1546214400,-,,,1,,,1569801600,421420992,1609372800,,2,0.92721766,,0.48712003,,15650400,,,-,,,,,,26.918,,
OET,0.44696975,0.18931425,,,,,9.897,,,,88.351,38.641,3830537984,,6617051,,,,-,,,,,1546214400,-,,,1,,,1569801600,-8564631,1609372800,,2,9.649388,,-0.0864,,32739900,,,-,,,,,,-0.262,,
NONG,0.14241493,0.18931425,,,0.25905,,139.183,,,-0.023,,7.972,32948520960,,91917204,6.86,,,-,,,,,1546214400,2011-03-31,3/4,,1,,,1569801600,1008000000,1609372800,,2,0.53670347,,0.52843,,100400000,,,-,,,,,,9.985,,
GRONG-ME,-0.0038810968,0.18931425,,,-0.117595,,234.875,,,0.027,,8.107,1398846848,,1992599,,,,-,,,,,1546214400,-,,,1,,,1569801600,53603000,1609372800,,2,0.4513039,,0.30363,,,,,-,,,,,,18.033,,
INDUCT-ME,-0.19624007,0.18931425,,,2.809716,,0.16,,,,-4.02,2.882,41309576,,4529780,,,,-,,,,,1546214400,-,,,1,,,1569801600,-11827625,1609372800,,4,24.375002,,-0.82512003,,10910000,,,-,,,,,,-1.399,,
SSC,1.0178571,0.18931425,,,0.337892,,0.941,,,-0.655,,,5480500224,,40472280,10.13,,,-,,,,,1546214400,-,,,1,,,1561852800,,1609372800,,2,30.021254,,0.15428,,194028992,,,-,,,,,,0.183,,
NISB-ME,Infinity,0.18931425,,,,,,,,0.457,,,,,,,,,-,,,,,1546214400,-,,,1,,,1569801600,28907000,1609372800,,2,,,0.31968,,1127540,,,-,,,,,,,,
PGS,-0.0503574,0.18931425,,,2.637972,,1.819,,,,12.171,7.16,6214471680,,268289411,0.07,,,-,,,,,1546214400,2006-12-18,1/3,,1,,,1569801600,-106100000,1609372800,,2,7.781748,,-0.12222999,,338577984,,,-,,,,,,-0.313,,
NPRO,0.3565892,0.18931425,,,0.251005,,15.938,,,0.578,24.162,18.92,14502158336,,80989152,0.47,,,-,,,,,1546214400,-,,,1,,,1569801600,848899968,1609372800,,2,0.87840384,,1.1075,,493625984,,,-,,,,,,1.542,,
SOFF,-0.55465585,0.18931425,,,1.83588,,-9.13,,,,39.342,6.2,31316240384,,144972068,-1.01,,,-,,,,,1546214400,-,,,1,,,1569801600,-5104393216,1609372800,,4,,,-1.01052,,291392000,,,-,,,,,,-17.517,,
SOFTOX-ME,Infinity,0.18931425,,,,,4.956,,,,-8.005,18.411,126672000,,1283299,,,,-,,,,,1546214400,2018-07-02,1/50,,1,,,1561852800,-12646775,1609372800,,2,6.537531,,-1.8381599,,4626000,,,-,,,,,,-2.734,,
SBO,0.6541352,0.18931425,,,0.603378,,32.977,,,2.238,9.501,2.261,7995296768,,39836641,4.89,,,-,,,,,1546214400,-,,,1,,,1569801600,739195008,1609372800,,2,2.0195892,,0.20899001,,92928600,,,-,,,,,,7.957,,
STRONG,0.34482765,0.18931425,,,0.350764,,5.642,,,-0.129,9.708,0.561,629108480,,29332074,1.1,,,-,,,,,1546214400,2005-05-09,10/1,,1,,,1569801600,21023000,1609372800,,2,2.0648704,,0.018760001,,44203600,,,-,,,,,,0.475,,
HIDDN,-0.959058,0.18931425,,,1.964,,-0.402,,,,-0.12,0.254,5127117,,4265147,,,,-,,,,,1546214400,2019-09-17,20/1,,1,,,1561852800,-56525000,1609372800,,4,,,-2.19189,,16077400,,,-,,,,,,-9.214,,
SNOR,0.01886797,0.18931425,,,-0.015923,,959.937,,,0.458,,4.588,2326077696,,1252960,11.46,,,-,,,,,1546214400,-,,,1,,,1569801600,35741000,1609372800,,2,0.11459085,,0.43717998,,2243480,,,-,,,,,,16.038,,
WSTEP,-0.07086611,0.18931425,,,0.316082,,13.687,,,-0.896,10.341,0.972,640441792,,16939487,2.26,,,-,,,,,1546214400,-,,,1,,,1569801600,42683000,1609372800,,2,1.797326,,0.064770006,,26673400,,,-,,,,,,1.6,,
PHO,1.0588236,0.18931425,,,-0.312148,,7.638,,,,-74.558,8.068,1741518080,,16417585,1.25,,,-,,,,,1546214400,-,,,1,,,1569801600,-22678000,1609372800,,2,10.814349,,-0.105059996,,21779800,,,-,,,,,,-1.044,,
ELK,-0.02471906,0.18931425,,,,,22.265,,,-0.775,6.209,0.794,18651435008,,239174328,4.4,,,-,,,,,1546214400,-,,,1,,,1569801600,1211000064,1609372800,,2,0.9800135,,0.05154,,581310016,,,-,,,,,,2.082,,
ULTIMO,Infinity,0.18931425,,,,,16.77,,,,-9.29,,469011584,,11445888,,,,-,,,,,1546214400,-,,,1,,,1569801600,-48498000,1609372800,,2,1.9320215,,0,,27860400,,,-,,,,,,-2.429,,
BEL,0.40588486,0.18931425,,,0.320997,,0.718,,,,60.648,11.406,1655148544,,34264108,0.08,,,-,,,,,1546214400,-,,,1,,,1569801600,15981000,1609372800,,2,9.749304,,0.11013,,211676992,,,-,,,,,,0.085,,
NTS,0.1652174,0.18931425,,,0.110521,,34.567,,,-0.999,14.147,4.325,7558493184,,12268817,6.33,,,-,,,,,1546214400,2014-08-13,1/10,,1,,,1569801600,297227008,1609372800,,2,1.9527295,,0.17006999,,72755800,,,-,,,,,,4.085,,
ALNG,-0.45951414,0.18931425,,,0.448109,,0.774,,,,78.473,19.195,595452352,,47926927,0.11,,,-,,,,,1546214400,-,,,1,,,1569801600,-14155000,1609372800,,4,3.4237728,,-0.45630002,,132549000,,,-,,,,,,-0.11,,
NORBIT,Infinity,0.18931425,,,,,7.339,,,1.515,8.827,1.801,1096966656,,28970982,,,,-,,,,,1546214400,-,,,1,,,1569801600,59816000,1609372800,,2,2.548576,,0.098179996,,56786900,,,-,,,,,,7.777,,
REC,-0.61787164,0.18931425,,,1.320997,,0.147,,,,-46.475,4.587,813320000,,227792514,0,,,-,,,,,1546214400,2019-07-12,10/1,,1,,,1569801600,-89600000,1609372800,,4,15.727891,,-0.50536,,279820000,,,-,,,,,,-0.335,,
SOLON,-0.07230562,0.18931425,,,-0.562,,16.69,,,,19.353,3.603,4602857472,,17736775,2.79,,,-,,,,,1546214400,2017-03-27,200/1,,1,,,1561852800,118399000,1609372800,,2,2.0431395,,0.09268,,69876800,,,-,,,,,,1.989,,
WRE-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSC-ME,0.28999996,0.18931425,,,,,,,,,,,,,,,,,-,,,,,,-,,,1,,,,,,,2,,,0,,23390300,,,-,,,,,,,,
AKA,-0.28766018,0.18931425,,,0.43765,,15.938,,,,12.769,0.986,4826611200,,136630586,0.4,,,-,,,,,1546214400,2007-03-30,1/5,,1,,,1569801600,-278000000,1609372800,,2,0.53770864,,-0.10441,,271609984,,,-,,,,,,-1.881,,
SATS,Infinity,0.18931425,,,,,-0.971,,,-0.404,16.62,2.093,7964619264,,27034355,,,,-,,,,,1546214400,-,,,1,,,1569801600,19347000,1609372800,,2,,,0.00508,,,,,-,,,,,,0.172,,
PARB,0.07051408,0.18931425,,,0.851166,,45.028,,,0.257,,12.217,7498987520,,45356125,5.72,,,-,,,,,1546214400,-,,,1,,,1569801600,364483008,1609372800,,2,0.82837343,,0.59381,,69851696,,,-,,,,,,5.315,,
OBSERV,Infinity,0.18931425,,,,,,,,,,,,,,,,,-,,,,,,-,,,1,,,,,,,2,,,0,,15067700,,,-,,,,,,,,
KOA,-0.4619261,0.18931425,,,0.893,,0.702,,,1.048,,,2210299904,,340786400,1.25,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,4,6.866097,,0.02619,,447892992,,,-,,,,,,0.011,,
NSKOG,Infinity,0.18931425,,,,,68.473,,,0.012,2.241,0.338,4302562304,,30338550,,,,-,,,,,1546214400,-,,,1,,,1569801600,2511000064,1609372800,,2,0.6159362,,0.1975,,82500000,,,-,,,,,,30.435,,
SUNSB-ME,Infinity,0.18931425,,,,,406.632,,,0.104,,10.243,948164800,,637250,,,,-,,,,,1546214400,-,,,1,,,1569801600,12753000,1609372800,,2,0.2852702,,0.36047,,,,,-,,,,,,7.72,,
GJF,0.36814022,0.18931425,,,0.37329,,49.729,,,0.138,6.749,1.79,54042079232,,494962966,9.52,,,-,,,,,1546214400,-,,,1,,,1569801600,6376300032,1609372800,,2,3.6316838,,0.21284,,500000000,,,-,,,,,,12.842,,
PNOR,Infinity,0.18931425,,,,,138.79,,,,0.002,0.001,102000,,,,,,-,,,,,1546214400,-,,,1,,,,7864000,1609372800,,4,0.007491895,,0.091639996,,971665024,,,-,,,,,,78.64,,
TEL,-0.02630788,0.18931425,,,0.310539,,25.472,,,,8.455,3.195,361661366272,,634344456,10,,,-,,,,,1546214400,-,,,1,,,1569801600,5576000000,1609372800,,2,6.369739,,0.0641,,1422659968,,,-,,,,,,5.006,,
GOD,0.49390244,0.18931425,,,0.973451,,10.501,,,,-5.475,0.343,193552096,,10068233,,,,-,,,,,1546214400,2012-05-07,10/1,,1,,,1569801600,-59852000,1609372800,,2,0.6951719,,-0.07706,,22614600,,,-,,,,,,-1.822,,
ELE,-0.56696427,0.18931425,,,4.456958,,0.727,,,,-28.833,545.347,107978752,,11649816,,,,-,,,,,1546214400,2019-04-25,20/1,,1,,,1569801600,-10651000,1609372800,,2,8.947731,,0,,18577000,,,-,,,,,,-0.897,,
BALT-ME,0.009025812,0.18931425,,,,,35.839,,,,4.965,3.607,218704400,,4003357,,,,-,,,,,1546214400,-,,,1,,,1569801600,-30776932,1609372800,,2,0.91520405,,-0.50763,,6643370,,,-,,,,,,-4.616,,
AWDR,-0.59078217,0.18931425,,,0.995172,,5.093,,,,80.688,18.673,758301952,,15090147,-0.22,,,-,,,,,1546214400,-,,,1,,,1569801600,-27778000,1609372800,,2,2.847045,,-0.68403,,54581500,,,-,,,,,,-0.543,,
KOG,0.26923072,0.18931425,,,0.74658,,70.239,,,-0.284,18.487,1.395,27988676608,,69464516,7.02,,,-,,,,,1546214400,2009-05-08,1/4,,1,,,1569801600,694000000,1609372800,,2,2.0003133,,0.034590002,,179972992,,,-,,,,,,4.063,,
HUNT,0.5232965,0.18931425,,,0.349155,,0.339,,,,3545.794,8769.202,2884102912,,352092784,0.01,,,-,,,,,1546214400,2017-12-08,10/1,,1,,,1569801600,1185250,1609372800,,4,14.41003,,5.4448795,,575361984,,,-,,,,,,0.003,,
SOAG,0.2020725,0.18931425,,,-0.114239,,260.777,,,-0.062,,9.505,7856437248,,4055170,24.01,,,-,,,,,1546214400,-,,,1,,,1569801600,371609984,1609372800,,2,0.889649,,0.47734,,12388200,,,-,,,,,,29.992,,
TGS,0.2150538,0.18931425,,,0.990345,,12.918,,,0.212,64.608,49.783,31924627456,,116020521,2.07,,,-,,,,,1546214400,2006-06-15,1/4,,1,,,1569801600,167602000,1609372800,,2,20.808174,,0.26136,,117335000,,,-,,,,,,1.586,,
LIFE-ME,0.45857644,0.18931425,,,,,0.275,,,,,707.374,331323392,,,,,,-,,,,,1546214400,2019-02-07,4/1,,1,,,1561852800,-9576239,1609372800,,4,13.454545,,0,,80901200,,,-,,,,,,-0.109,,
PHLY,0.31142867,0.18931425,,,0.761866,,7.953,,,,312.709,13.467,564752640,,1484671,,,,-,,,,,1546214400,-,,,1,,,1569801600,-22899000,1609372800,,2,5.4067645,,-0.54603,,12107900,,,-,,,,,,-1.891,,
SALMON,-0.09542346,0.18931425,,,,,3.142,,,0.486,-725.259,15.461,4541569024,,19788120,,,,-,,,,,1546214400,-,,,1,,,1569801600,43555000,1609372800,,2,21.451305,,0.14827,,66000000,,,-,,,,,,0.66,,
MPCC,-0.49583334,0.18931425,,,0.893087,,5.028,,,,62.288,9.157,1767300480,,53401883,0.34,,,-,,,,,1546214400,-,,,1,,,1569801600,-30705000,1609372800,,2,3.6495626,,-0.15909,,83901904,,,-,,,,,,-0.395,,
SVEG,0.21153843,0.18931425,,,0.195494,,273.203,,,0.211,,25.417,102076022784,,35471425,6.32,,,-,,,,,1546214400,2010-05-20,1/2,,1,,,1569801600,445000000,1609372800,,2,0.23059776,,0.49228,,107319000,,,-,,,,,,7.159,,
ITE,0.29539943,0.18931425,,,0.258246,,0.59,,,0.442,13.245,1.537,843281984,,27609555,0.5,,,-,,,,,1546214400,2000-03-17,1/7,,1,,,1561852800,37964000,1609372800,,2,17.966103,,0.06919,,81416704,,,-,,,,,,0.469,,
BRG,0.25032508,0.18931425,,,-0.187449,,31.567,,,0.031,11.67,2.296,11588019200,,91198877,5.35,,,-,,,,,1546214400,-,,,1,,,1569801600,459000000,1609372800,,2,3.0015523,,0.09093001,,99633200,,,-,,,,,,4.596,,
ARCUS,-0.12362301,0.18931425,,,-0.071,,23.367,,,0.062,13.539,1.548,4254364672,,24561294,3.34,,,-,,,,,1546214400,-,,,1,,,1569801600,135063008,1609372800,,2,1.5192364,,0.04913,,68013200,,,-,,,,,,1.902,,
DNB,0.0487144,0.18931425,,,0.826226,,145.608,,,0.068,,17.751,970213097472,,901404769,14.88,,,-,,,,,1546214400,-,,,1,,,1569801600,25838999552,1609372800,,2,1.0473325,,0.48754,,1573229952,,,-,,,,,,16.074,,
SSG,0.63278687,0.18931425,,,0.932567,,11.874,,,0.03,20.426,10.694,2730487552,,21577641,0.88,,,-,,,,,1546214400,-,,,1,,,1569801600,81585000,1609372800,,2,2.088597,,0.31954,,82617200,,,-,,,,,,1.165,,
AVANCE,1.9551902,0.18931425,,,1.606596,,5.489,,,,70.534,21.887,3665946880,,42011616,0.32,,,-,,,,,1546214400,-,,,1,,,1561852800,-17188000,1609372800,,2,9.4188385,,-0.10262,,63600000,,,-,,,,,,-0.275,,
FJORD,-0.1357466,0.18931425,,,0.896709,,22.66,,,-0.406,9.258,2.745,7528265216,,40166656,3.51,,,-,,,,,1546214400,-,,,1,,,1569801600,348492992,1609372800,,2,1.6195941,,0.12706,,99893200,,,-,,,,,,3.485,,
TEONE-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRO,0.9175824,0.18931425,,,0.799276,,7.163,,,,83.917,26.568,22186139648,,89874641,0.43,,,-,,,,,1546214400,2016-02-04,5/1,,1,,,1569801600,56531000,1609372800,,2,14.39341,,0.06769,,196894000,,,-,,,,,,0.331,,
SKUE,0.32539678,0.18931425,,,0.126307,,575.341,,,0.535,,3.754,929555968,,1365454,18.82,,,-,,,,,1546214400,-,,,1,,,1569801600,40531000,1609372800,,2,0.29026264,,0.42544997,,1900000,,,-,,,,,,21.346,,
ZENA-ME,-0.26111114,0.18931425,,,1.522364,,,,,,,,106019168,,303645520,,,,-,,,,,1553990400,-,,,1,,,1569801600,,1617148800,,4,,,-1.65454,,416544000,,,-,,,,,,,,
SBLK,Infinity,0.18931425,,,1.66779,,16.178,,,-0.777,53.895,14.301,11185481728,,41844202,,,,-,,,,,1546214400,-,,,1,,,1569801600,-27985000,1609372800,,2,6.21214,,-0.03578,,95709104,,,-,,,,,,-0.303,,
KAHOOT-ME,Infinity,0.18931425,,,,,3.202,,,,-112.352,256.299,6978215424,,44194592,,,,-,,,,,1546214400,-,,,1,,,,-55137776,1609372800,,2,18.394754,,-2.02512,,129359000,,,-,,,,,,-0.476,,
ODFB,-0.11034483,0.18931425,,,0.018503,,7.047,,,,26.348,3.688,3234459904,,22989844,,,,-,,,,,1546214400,2005-05-06,1/2,,1,,,1569801600,-74234000,1609372800,,2,3.6611323,,-0.08464,,18756200,,,-,,,,,,-0.942,,
KVAER,0.1023891,0.18931425,,,1.233306,,12.641,,,1.057,2.459,0.132,1074666624,,155490666,0.69,,,-,,,,,1546214400,-,,,1,,,1569801600,289000000,1609372800,,2,1.0323551,,0.03443,,267906000,,,-,,,,,,1.049,,
NEL,0.7446228,0.18931425,,,0.074818,,1.602,,,,-48.551,18.141,8654654464,,1118903520,-0.06,,,-,,,,,1546214400,2013-08-16,10/1,,1,,,1569801600,-230920992,1609372800,,2,4.6348314,,-0.48402,,1222099968,,,-,,,,,,-0.196,,
HELG,0.16197181,0.18931425,,,0.452936,,166.53,,,0.177,,24.485,13050240000,,11655923,10.32,,,-,,,,,1546214400,2010-04-06,1/2,,1,,,1569801600,128090000,1609372800,,2,0.48639885,,0.34146,,20861100,,,-,,,,,,6.1,,
