ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AXA,0277,Financial Services,1135,"Axactor SE, through its subsidiaries, operates as a debt management company in Sweden, Finland, Germany, Italy, Norway, and Spain. The company operates through three segments: Non-performing Loans, Real Estate Assets, and Third-Party Collection. It offers debt collection services, including amicable and legal collection, and surveillance; and debt purchase, acquisition of non-performing loan portfolios, and carve-outs of internal debt collection departments of financial institutions, as well as accounts receivable management for third parties. The company was formerly known as Axactor AB (publ) and changed its name to Axactor SE in August 2018. Axactor SE was founded in 2015 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.axactor.com,1,Drammensveien 167,Credit Services,,7.14,7.14,9.428686,,0,,7.14,,2248417,,7.14,6.707059,,7.14,,2248417,,,,,,2.904069,,,7.02,2,NOK,,279109,,,,1318158592,,,2640542,,7.02,7.11,,1450600,279109,19.8,28.44,,,4.84,7.08,False,,22427800,7.14,OSL,AXACTOR SE (SN),Axactor SE,Europe/Oslo,CEST,False,7200000,EQUITY,AXA.OL,finmb_8070346,no_market,,,,-0.052950002,,-0.62566847,,0.25,,185395008,,,1.968,,,,1577750400,0.17913,,-0.004,,0.07987571,3.612805,0.45094,1640908800,1593475200,,,99312642,1323723648,,1527724800,1:10,,,,,,,,,,,https://logo.clearbit.com/axactor.com,,,,,,
B2H,0161,Financial Services,2517,"B2Holding ASA provides debt solutions for banks and institutional vendors. The company's portfolio of business consists of purchase, management, and collection of unsecured and secured non-performing loans. It services include debt purchase and collection, credit information third party debt collection, and consumer lending, as well as telemarketing and fraud prevention services. It principally operates in Norway, Sweden, Denmark, Finland, Estonia, Latvia, Lithuania, Poland, Croatia, Slovenia, Serbia, Montenegro, Bosnia-Herzegovina, Austria, the Czech Republic, Hungary, Spain, Portugal, Italy, France, Bulgaria, Romania, Greece, and Cyprus. B2Holding SAS was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 22 83 39 50,Norway,[],http://www.b2holding.no,1,Stortingsgaten 22,Credit Services,7th Floor,4.735,4.72,5.1429415,0.09503695,7.5,,4.81,,1813233,,4.735,4.3089705,0.45,4.72,,1813233,,,,,1590624000,1.55872,,,4.72,4,NOK,76.854836,383385,,,,1953330688,,,2125670,0.97233695,4.72,4.785,,27400,383385,10.22,2.2060184,,,3.3,4.765,False,,311700,4.81,OSL,B2HOLDING ASA,B2Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,B2H.OL,finmb_23000545,no_market,,7.452,,0.01254,,-0.51383996,,2.16,,409932992,,,11.672,,,,1577750400,0.20291,25201000,0.062,,0.07987571,0.40824193,0.45931,1640908800,1585612800,,,275487004,14971218944,,,,,,-0.77,,,,,,,,https://logo.clearbit.com/b2holding.no,47 22 83 39 51,,,,,
AUSS,5392,Consumer Defensive,6507,"Austevoll Seafood ASA, a seafood company, engages in the salmon, white fish, and pelagic businesses in Norway, the European Union, Eastern Europe, Africa, the Pacific, North America, South America, and Central America. The company is involved in the ownership and operation of fishing vessels, as well as farming, harvesting, processing, sale, and distribution of salmon and trout. It also produces white fish products, fishmeals, and fish oils; omega-3 oil; and canned and frozen fish products The company was founded in 1981 and is headquartered in StorebÃ¸, Norway. Austevoll Seafood ASA is a subsidiary of Laco AS.",Storebo,47 56 18 10 00,Norway,[],http://www.auss.no,1,Alfabygget,Farm Products,,79.15,80.5,81.270805,0.025268476,0.8235,,80.5,,178819,,79.15,77.872055,2,80.5,,178819,,,,2.5,1590710400,-0.040697,,,78.85,2,NOK,18.669024,74475,,,,15994552320,,,313508,0.67758644,78.85,79.3,,,74475,97.8,,,4.66,65.05,79.2,False,0.031600002,,80.5,OSL,AUSTEVOLL SEAFOOD,Austevoll Seafood ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AUSS.OL,finmb_27488652,no_market,,1.402,,0.03639,11.376,-0.13898122,,11.99,,201824000,,,63.212,,,,1577750400,0.20028,858918976,4.245,,0.07987571,1.2537177,0.57595,1640908800,1585612800,,,84852895,33095397376,,,,,,,,,,,,,,https://logo.clearbit.com/auss.no,47 56 18 10 03,,,,,
BAKKA,625,Consumer Defensive,1149,"P/F Bakkafrost, together with its subsidiaries, produces and sells salmon products under the Bakkafrost and HavsbrÃºn brands in the United States, Europe, China, and internationally. The company operates through four segments: Fish Farming FO; Fish Farming SCT; Value Added Products; and Fishmeal, Fish Oil, and Fish Feed. It is involved in the breeding and on-growing of salmon; harvesting, sale, and distribution of salmon; and production of skinless and boneless portions of salmon. The company also produces and sells fishmeal, fish oil, and fish feed. The company also exports its products. P/F Bakkafrost was founded in 1968 and is headquartered in Glyvrar, Denmark.",Glyvrar,45 298 40 50 00,Denmark,[],http://www.bakkafrost.com,1,Bakkavegur 9,Farm Products,PO Box 221,566,565.5,586.5051,0.0028992933,0.9337,,566.5,,90491,,566,582.2059,1.641,565.5,,90491,,,,,1586131200,0.24186,,,558.5,2,NOK,184.22786,31402,,,,33073442816,,,160314,,558.5,560,,18300,31402,720,17.858282,,,452.4,559,False,,11100,566.5,OSL,P/F BAKKAFROST,P/F Bakkafrost,Europe/Oslo,CEST,False,7200000,EQUITY,BAKKA.OL,finmb_60013463,no_market,,,,0.09358,,0.08293748,,31.33,,59112500,,,13.119,,,,1577750400,0.53531,,3.037,,0.07987571,42.648067,0.15884,1640908800,1585612800,,,49701890,33465702400,,,,,,,,,,,,,,https://logo.clearbit.com/bakkafrost.com,45 298 40 50 09,,,,,
BOR,3712,Industrials,,"Borgestad ASA develops, manufactures, distributes, and installs refractory products in Norway. The company also develops and manages real estate properties. Its properties include Agora Bytom, a shopping center with a gross area of 52,000 square meters and a rental area of approximately 30,000 square meters, as well as a parking garage with 820 parking spaces in Poland; and Borgestad Business Park, a rented commercial premises used for the storage, production, and offices. Borgestad ASA was founded in 1904 and is headquartered in Skien, Norway.",Skien,47 35 54 24 00,Norway,[],http://borgestad.no,1,Gunnar Knudsensveg 144,Building Products & Equipment,,17.4,17,13.883066,,0,,17.65,,16576,,17.4,13.2279415,,17,,16576,,,,,1307664000,1.337209,,,16.4,2,NOK,,12953,,,,212370576,,,22026,0.23019029,16.4,17,,75000,12953,32,-3.9479907,,,9.1,16.75,False,,75000,17.65,OSL,BORGESTAD ASA,Borgestad ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BOR.OL,finmb_878193,no_market,,1.315,,-0.06982,23.11,0.07055223,,-4.23,,12716800,,,39.859,,,,1577750400,0,-64412000,-7.859,,0.07987571,0.4189769,0.88801,1640908800,1585612800,,,3609526,1213302016,,,,,,,,,,,,,,https://logo.clearbit.com/borgestad.no,,,,,,
BRG,1701,Basic Materials,1103,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1,Hjalmar Wessels vei 6,Specialty Chemicals,PO Box 162,121.6,122,97.93978,0.018914474,0.6183,,122.2,,129419,,121.6,104.86176,2.3,122,,129419,,,,2.3,1592265600,-0.049418,,,120.8,2,NOK,32.56438,98359,,,,12090614784,,,89180,2.3237777,120.8,121.4,,721000,98359,123,22.69159,,,75,121.2,False,0.0189,391200,122.2,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BRG.OL,finmb_216329283,no_market,,2.769,,0.0715,14.323,0.2787062,,5.35,,99593200,,,29.38,,,,1577750400,0.56839,372000000,3.728,,0.07987571,4.132063,0.07204,1640908800,1593475200,,,91484295,14408529920,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,47 69 11 87 70,,,,,
BON,0152,Industrials,3935,"Bonheur ASA, together with its subsidiaries, engages in the renewable energy, shipping/offshore wind, and cruise businesses primarily in Norway and internationally. The company's Renewable Energy segment develops, constructs, and operates wind farms with an installed capacity of 679 MW. Its Shipping/Offshore Wind segment owns and operates three self-propelled jack-up vessels for the transportation, installation, and service of offshore wind turbines. The company's Cruise segment owns and operates four cruise ships with an overall berth capacity of approximately 3,700 passengers, as well as operates river cruise vessel. Its Other Investments segment offers publications; PR software services; and software as a service-based Web and social monitoring solutions for small and medium businesses to leverage and understand online data. Bonheur ASA was incorporated in 1897 and is headquartered in Oslo, Norway.",Oslo,47 22 34 10 00,Norway,[],http://www.bonheur.no,1,Fred. Olsens gate 2,Conglomerates,,212,211.5,197.65547,0.02028302,,,213,,18680,,212,226.29411,4.3,211.5,,18680,,,,4.3,1590624000,0.888372,,,211.5,2,NOK,,4079,,,,9059294208,,,51785,1.231758,211.5,213,,50900,4079,244.5,,,2.75,134,212.5,False,0.0201,100000,213,OSL,BONHEUR ASA,Bonheur ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BON.OL,finmb_878177,no_market,,1.848,,-0.0892,16.471,0.1861111,,,,42531900,,,142.862,,,,1577750400,0.23837,-656028032,-15.424,,0.07987571,1.4909493,0.53275,1640908800,1593475200,,,19852186,13591361536,,1149120000,4:1,,,,,,,,,,,https://logo.clearbit.com/bonheur.no,,,,,,
BWE,0277,Energy,100,"BW Energy Limited engages in the acquisition, exploration, development, and production of oil and natural gas in Africa. It primarily holds interests in three hydrocarbon licenses in Gabon, Brazil, and Namibia. The company was founded in 2016 and is based in Oslo, Norway.",Oslo,47 23 13 00 00,Norway,[],http://www.bwenergy.no,1,Drammensveien 151,Oil & Gas E&P,,17.63,16.9,14.747345,,0,,17.37,,133072,,17.63,17.986176,,16.9,,133072,,,,,,,,,16.9,2,NOK,56.213596,27416,,,,4069860608,,,522000,14.411688,16.9,17.37,,,27416,25,,,,7.62,17.29,False,,,17.37,OSL,BW ENERGY LIMITED,BW Energy Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BWE.OL,finmb_144579252,no_market,,11.72,,0.20538001,20.533,-0.29192543,,,,234304000,,,1.938,,,,1577750400,0.100880004,58000000,0.309,,0.07987571,8.962849,0.7214,1640908800,1585612800,,,56150662,3309839872,,,,,,,,,,,,,,https://logo.clearbit.com/bwenergy.no,47 23 13 00 01,,,,,
BDRILL,HM11,Energy,694,"Borr Drilling Limited operates as an offshore drilling contractor to the oil and gas industry worldwide. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, including the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for exploration and production. The company serves oil and gas exploration and production companies, such as integrated oil companies, state-owned national oil companies, and independent oil and gas companies. As of December 31, 2019, it operated a fleet of 27 jack-up drilling rigs and one semi-submersible rig. The company was formerly known as Magni Drilling Limited and changed its name to Borr Drilling Limited in December 2016.Borr Drilling Limited was founded in 2016 and is based in Hamilton, Bermuda.",Hamilton,441 737 0152,Bermuda,[],http://www.borrdrilling.com,1,S.E. Pearman Building,Oil & Gas Drilling,2nd Floor 9 Par-la-Ville Road,8.74,8.73,18.820795,,0,,8.74,,764178,,8.74,11.0763235,,8.73,,764178,,,,,,3.891176,,,8.515,2,NOK,,148891,,,,1357022976,,,3905137,3.5128734,8.515,8.675,,0,148891,87,-61.750004,,,2.5995,8.645,False,,0,8.74,OSL,BORR DRILLING LTD,Borr Drilling Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BDRILL.OL,finmb_412495516,no_market,,7.155,,-0.87678003,215.949,-0.8953092,,-0.14,,156972000,,,10.885,,,,1577750400,0.5864,-338700000,-3.117,,0.07987571,0.7942122,0.26895002,1640908800,1585612800,,,72422009,2764152320,,1561507200,1:5,,,,,,,,,,,https://logo.clearbit.com/borrdrilling.com,,,,,,
BRA-ME,5014,Financial Services,51,"BRAbank ASA operates as a digital bank in Norway. It offers consumer finance, unsecured financing to private individuals, saving accounts, and credit cards, as well as payment insurance loans and payment solutions. The company was formerly known as Monobank ASA and changed its name to BRAbank ASA in June 2019. BRAbank ASA was founded in 2015 and is headquartered in Bergen, Norway.",Bergen,47 55 96 10 00,Norway,[],http://www.brabank.no,1,Starvhusgaten 4,Banks—Regional,,0.39,0.39,0.41976643,,0,,0.39,,130951,,0.39,0.35947058,,0.39,,130951,,,,,,1.155172,,,0.376,4,NOK,,241850,,,,244108384,,,1044394,5.3799176,0.376,0.39,,,241850,2.26,,,,0.262,0.382,False,,,0.39,OSL,BRABANK ASA (NEW),BRAbank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BRA-ME.OL,finmb_316669435,no_market,,5.358,,-2.80288,,-0.75741935,,,,625918976,,,1.287,,,,1577750400,,-127178000,-0.203,,0.07987571,0.3030303,,1640908800,1585612800,,,348217271,243103232,,1583884800,0:1,,,,,,,,,,,https://logo.clearbit.com/brabank.no,,,,,,
CLOUD-ME,0273,Utilities,,"Cloudberry Clean Energy AS operates as a renewable energy company. The company owns, develops, and operates hydropower plants and wind farms in Norway and Sweden. Cloudberry Clean Energy AS was founded in 2017 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.cloudberry.no,1,FrOeyas Gate 15,Utilities—Renewable,,10.75,11,13.007569,,0,,12,,92729,,10.75,13.222647,,11,,92729,,,,,,,,,10.852,2,NOK,,353582,,,,,,,63861,,10.852,11.758,,,353582,19,,,,10.54,11.622,False,,,12,OSL,CLOUDBERRY CLEAN,Cloudberry Clean Energy AS,Europe/Oslo,CEST,False,7200000,EQUITY,CLOUD-ME.OL,finmb_657338383,no_market,,1494.22,,0,-160.191,-0.28323776,,,,,,,1.271,,,,1577750400,,-2609160,-0.687,,0.07987571,9.250983,,1640908800,,,,14542165,417513408,,,,,,,,,,,,,,https://logo.clearbit.com/cloudberry.no,,,,,,
BMA,4701,Industrials,,"Byggma ASA manufactures and supplies building materials to builders and retailers in the Nordic countries. It offers pre-painted ceilings and wall panels under the Huntonit brand name; I-beams for use in ceilings, walls, and floors in wood-based buildings under the brand name of Masonite; and particle boards, boards, and structural panels for use in buildings, pre painted ceilings, and wall panels under the Forestia brand name. The company also provides home lighting products under the Scan Lamps brand name; doors and windows for new buildings, extensions, or rehabilitation under the brand name of Uldal; a range of lamp and lighting products under the Aneta brand name; and develops, manufactures and distributes MDF panels for walls, ceilings, bathrooms, and kitchens under the brand name of Smartpanel. The company is headquartered in Vennesla, Norway.",Vennesla,47 38 13 71 00,Norway,[],http://www.byggma.no,1,Venneslaveien 233,Building Products & Equipment,Postboks 21,106,106,89.923355,0.009433962,0.1558,,106,,526,,106,97.132355,1,106,,526,,,,1,1590624000,0.569186,,,106,2,NOK,16.61442,791,,,,740084608,,,1553,0.39863735,106,105,,170100,791,106,,,3.08,66,101,False,0.0094,38900,106,OSL,BYGGMA ASA,Byggma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BMA.OL,finmb_9391774,no_market,,0.546,,0.024,6.444,0.13978493,,,,6981930,,,127.596,,,,1577750400,0.0602,44549000,6.38,,0.07987571,0.83074707,0.94914,1640908800,1585612800,,,325966,1014297984,,,,,,-0.177,,,,,,,,https://logo.clearbit.com/byggma.no,,,,,,
COV,111 22,Healthcare,46,"ContextVision AB (publ), a medical technology software company, provides image analysis and artificial intelligence software solutions to original equipment manufacturers worldwide. It operates through two segments, Medical Imaging and Digital Pathology. The company offers image enhancement software for 2D/3D/4D ultrasound, radiography, magnetic resonance imaging (MRI), and mammography. Its products include US PLUSView, an image enhancement software product for women's health, general imaging, cardiovascular, and point of care applications; VolarView, an image enhancement software for the handheld ultrasound market segment; GOPiCE, a technology for volumetric image enhancement in real-time; and REALiCE, a volumetric image enhancement and rendering solution for visualization. The company also provides Altumira/Altumira Plus, a solution for various digital radiography systems; GOPView XR2Plus for x-ray systems for human and veterinary examinations; and Orthopedic Package for orthopedic imaging. In addition, it offers GOPView MRI2Plus, an image enhancement solution for MRI; GOPView Mammo3, an image enhancement software for screening and diagnostic mammography; and INIFY Prostate, an AI-based software that outlines and quantifies suspected cancerous areas in a series of prostate biopsies. ContextVision AB (publ) was founded in 1983 and is headquartered in Stockholm, Sweden.",Stockholm,46 87 50 35 50,Sweden,[],http://www.contextvision.com,1,Klara Norra Kyrkogata 31,Health Information Services,,234,234,137.90804,,0,,237,,16589,,234,235.20589,,234,,16589,,,,,1212969600,1.298837,,,232,2,NOK,,4100,,,,1818136192,,,21374,,232,235,,140000,4100,309,903.8462,,,50.5,233,False,,140000,237,OSL,CONTEXTVISION AB,ContextVision AB (publ),Europe/Oslo,CEST,False,7200000,EQUITY,COV.OL,finmb_786673,no_market,,,,0.1275,,2.1409397,,0.26,,7736750,,,0.808,,,,1577750400,0.08879,,-0.033,,0.07987571,290.84158,0.7414,1640908800,1585612800,,,2043430,1810399488,,,,,,1.757,,,,,,,,https://logo.clearbit.com/contextvision.com,,,,,,
CARA,,Healthcare,,"Carasent ASA provides cloud-based medical record services to the private and public health care industry in Nordic region. The company develops Webdoc, a cloud based EMR-system; and develops a digital platform for interactive health care to communicate through video, tele and health meetings, chat, and other online channels. It also provides training and consulting services. The company was formerly known as Apptix ASA and changed its name to Carasent ASA in May 2019. The company was founded in 1997 and is based in Oslo, Norway.",Oslo,,Norway,[],http://carasent.com,1,c/o Advokatsenteret Kristian,Health Information Services,Augusts gate 14,20,19.9,15.105401,,0,,20.6,,40363,,20,19.958824,,19.9,,40363,,,,,1525996800,0.407558,,,19.9,2,NOK,343.33334,18971,,,,837056320,,,82402,15.949095,19.9,20.6,,,18971,22,,,,7.24,20.3,False,,,20.6,OSL,CARASENT ASA,Carasent ASA,Europe/Oslo,CEST,False,7200000,EQUITY,CARA.OL,finmb_4222700,no_market,,15.684,,0.04868,98.98,1.4939172,,,,40633800,,,2.482,,,,1577750400,0.05599,2555000,0.06,,0.07987571,8.299758,0.62675,1640908800,1585612800,,,15670096,823118976,,1558569600,1:4,,,-0.629,,,,,,,,https://logo.clearbit.com/carasent.com,,,,,,
DNO,0250,Energy,1318,"DNO ASA engages in the exploration, development, and production of oil and gas assets in the Middle East and the North Sea. Its flagship project is the Tawke field that is located in the Kurdistan region of Iraq. As of December 31, 2019, its proven reserves consisted of 205.6 million barrels of oil equivalent (MMboe); proven and probable reserves included 344.8 MMboe; and proven, probable, and possible reserves consisted of 539.9 MMboe. The company was founded in 1971 and is headquartered in Oslo, Norway.",Oslo,47 23 23 84 80,Norway,[],http://www.dno.no,1,Dokkveien 1,Oil & Gas E&P,Aker Brygge,5.826,5.872,5.9954348,0.0075523513,,,5.872,,4304783,,5.826,6.116353,0.044,5.872,,4304783,,,,0.4,1571961600,1.921511,,,5.652,2,NOK,,2819581,,,,5678970880,,,9205938,5.837158,5.652,5.822,,728400,2819581,15.435,17.642424,,,2.5,5.82,False,0.0681,162000,5.872,OSL,DNO ASA,DNO ASA,Europe/Oslo,CEST,False,7200000,EQUITY,DNO.OL,finmb_878127,no_market,,6.491,,-0.01747,14.016,-0.605906,,0.33,,975433024,,,1.002,,,,1577750400,0.14917,-17000000,-0.019,,0.07987571,5.8103795,0.40448,1640908800,1585612800,,,537248428,6315488256,,1150416000,4:1,,,,,,,,,,,https://logo.clearbit.com/dno.no,47 23 23 84 81,,,,,
EAM,0287,Utilities,,"EAM Solar ASA acquires, owns, and operates solar power plants in Europe. The company sells electricity under long-term fixed price sales contracts. It owns and operates four power plants with a combined installed capacity of 4.0 MW in Italy. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 91 61 10 09,Norway,[],http://www.eamsolar.no,1,Dronningen 1,Utilities—Renewable,,12.9,12.5,12.560511,0.0008527132,0,,12.8,,9304,,12.9,13.695588,0.011,12.5,,9304,,,,,1399852800,0.667441,,,12.3,2,NOK,,11026,,,,87708288,,,13675,,12.3,12.8,,94600,11026,30.1,,,,6.66,12.5,False,,280300,12.8,OSL,EAM SOLAR ASA,EAM Solar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EAM.OL,finmb_142079547,no_market,,,,0.89206004,,-0.53260875,,,,6852210,,,,,,,1577750400,0.28467,,,,0.07987571,,0.42780998,1640908800,1585612800,,,4010941,87708288,,,,,,,,,,,,,,https://logo.clearbit.com/eamsolar.no,,,,,,
EIOF,5443,Energy,514,"Eidesvik Offshore ASA operates as a shipping company. It operates through Seismic, Subsea/Offshore Wind, Platform Supply, and Other segments. The company delivers shipping services to customers who produce seismic data; subsea inspection, maintenance, repair, and construction services for subsea work in the oil industry; and shipping services the offshore oil industry. It operates 6 large supply and one smaller supply vessels; a fleet of 4 vessels related to seismic; and a fleet of 4 vessels related to subsea/wind. The company is headquartered in BÃ¸mlo, Norway. Eidesvik Offshore ASA is a subsidiary of Eidesvik Invest AS.",Bomlo,47 53 44 80 00,Norway,[],http://www.eidesvik.no,1,Vestvikveien 1,Oil & Gas Equipment & Services,,3.28,3.28,4.097153,,0,,3.3,,7057,,3.28,3.3658824,,3.28,,7057,,,,,1400198400,0.780232,,,3.28,4,NOK,,1011,,,,205094992,,,15244,0.33421054,3.28,3.3,,,1011,6.12,,,,3.08,3.22,False,,,3.3,OSL,EIDESVIK OFFSHORE,Eidesvik Offshore ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EIOF.OL,finmb_22071229,no_market,,3.55,,-1.10569,13.018,-0.44709897,,-4.58,,62150000,,,10.307,,,,1577750400,0.05849,-678529984,-10.921,,0.07987571,0.32017076,0.7988,1640908800,1585612800,,,12191344,2178586880,,,,,,,,,,,,,,https://logo.clearbit.com/eidesvik.no,,,,,,
EMGS,7041,Energy,131,"Electromagnetic Geoservices ASA, together with its subsidiaries, provides electromagnetic (EM) surveying services to the offshore oil and gas exploration industry. It is involved in the planning, acquisition, processing, modelling, interpretation, and integration of EM data. The company uses its patented electromagnetic survey method to find hydrocarbons in offshore reservoirs. Its products and services include imaging and interpretation, consultancy, magnetotelluric survey, training, and controlled-source electromagnetic surveying services. Electromagnetic Geoservices ASA has operations in Europe, the Middle East, Africa, Norway, North and South America, Asia, and the Pacific Ocean. The company was founded in 2002 and is headquartered in Trondheim, Norway.",Trondheim,,Norway,[],http://www.emgs.com,1,Stiklestadveien 1,Oil & Gas Equipment & Services,,0.748,0.748,1.0296059,,0,,0.749,,203718,,0.748,0.82485294,,0.748,,203718,,,,,,2.641279,,,0.73,4,NOK,9.134147,1010,,,,98096528,,,551539,1.1240321,0.73,0.747,,,1010,2.85,,,,0.5,0.731,False,,,0.749,OSL,ELECTROMAGNETIC GE,Electromagnetic Geoservices ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EMGS.OL,finmb_10654493,no_market,,1.467,,0.13095,3.402,-0.7222222,,,,130970000,,,0.049,,,,1577750400,0.01382,11428000,0.082,,0.07987571,15.285715,0.59531,1640908800,1585612800,,,54838319,128015328,,1467331200,1:40,,,,,,,,,,,https://logo.clearbit.com/emgs.com,,,,,,
BWO,HM11,Energy,2126,"BW Offshore Limited builds, owns, and operates oil and gas floating production, storage, and offloading vessels (FPSOs); and floating, storage, and offloading vessels (FSOs) to the oil and gas industries in the Asia Pacific, the Americas, the European Union, and West Africa. It also offers engineering, procurement, construction, and installation services; and lease and operation services of FPSO units. As of March 8, 2016, the company had a fleet of 14 FPSOs and 1 FSO. It also operates additional two operations and maintenance contracts FPSOs and one new project FPSO. The company was founded in 1982 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.bwoffshore.com,1,Clarendon House,Oil & Gas Equipment & Services,2 Church Street,32.22,31.6,33.532898,0,0,,31.92,,378130,,32.22,33.8,0,31.6,,378130,,,,0.32,1591056000,2.864534,,,31.3,2,NOK,,113439,,,,7252897280,,,1016474,6.145482,31.3,31.9,,2337600,113439,69.212,46.852943,,,12.91,31.84,False,0.01,737500,31.92,OSL,BW OFFSHORE LTD,BW Offshore Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BWO.OL,finmb_26954576,no_market,,6.069,,-0.18548,10.631,-0.29969543,,0.68,,227648992,,,4.217,,,,1577750400,0.2165,-233200000,-1.184,,0.07987571,7.5551343,0.50139,1640908800,1585612800,,,106798650,7162100224,,1480636800,1:50,,,,,,,,,,,https://logo.clearbit.com/bwoffshore.com,,,,,,
