ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,trailingPE,fullTimeEmployees,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AWDR,Awilco Drilling,Energy,3.22,3.22,3.29,55,,175.75,-0.0242,0.0733,-0.1031,-0.7923,-0.8658,AB32 6FL,Energy,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,44 12 2473 7900,United Kingdom,[],http://www.awilcodrilling.com,1.0,2 Kingshill Park,Oil & Gas Drilling,Venture Drive Arnhall Business Park,3.3,3.54,6.381087,0.0,0.0,,3.54,,73721.0,,3.3,3.4826472,0.0,3.54,,73721.0,,,,,1526947200.0,1.4268290000000001,,,3.2,4.0,NOK,52164.0,,,,175752432.0,,,115454.0,6.049165,3.2,3.29,,43900.0,52164.0,24.7,-14.636364000000002,,,2.95,3.22,False,,40300.0,3.54,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000.0,EQUITY,AWDR.OL,finmb_84006438,no_market,,5.245,,-1.29562,-46.181999999999995,-0.86206895,,-0.22,,54581500.0,,,4.426,,,,1577750400.0,0.37112,-37643000.0,-0.68,,0.13263035,0.7275191999999999,0.4371,1640908800.0,1585612800.0,,,13938478.0,152400944.0,,,,,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,44 12 2473 7905,,145.0,,,,,
ALNG,Awilco LNG,Energy,1.16,1.16,1.18,13,,153.76,-0.0252,-0.0453,-0.1008,-0.6375,-0.6822,0250,Industrials,"Awilco LNG ASA, together with its subsidiaries, owns and operates liquefied natural gas (LNG) vessels in Norway. It owns two 156,000 cbm LNG TFDE membrane vessels. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 22 01 42 00,Norway,[],http://www.awilcolng.no,1.0,Beddingen 8,Integrated Freight & Logistics,Aker Brygge,1.19,1.135,1.445,,0.0,,1.185,,226599.0,,1.19,1.2410294,,1.135,,226599.0,,,,,,1.0731700000000002,,,1.135,4.0,NOK,37200.0,,,,153756832.0,,,275973.0,3.6819165000000003,1.135,1.18,,500000.0,37200.0,4.17,10.545454,,,0.872,1.16,False,,52300.0,1.185,OSL,AWILCO LNG ASA,Awilco LNG ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ALNG.OL,finmb_133244355,no_market,,9.407,,-0.053039998,20.255,-0.67486334,,0.11,,132549000.0,,,0.83,,,,1577750400.0,0.18263,-2215000.0,-0.016,,0.13263035,1.3975904,0.63137,1640908800.0,1585612800.0,,,26517675.0,392821856.0,,,,,,,,,,,,,,https://logo.clearbit.com/awilcolng.no,47 22 01 43 70,,8.0,,,,,
AXA,Axactor,Financials,6.77,6.77,6.78,422,,1255.13,0.0104,0.0045000000000000005,0.0937,-0.6437,-0.6197,0277,Financial Services,"Axactor SE, through its subsidiaries, operates as a debt management company in Sweden, Finland, Germany, Italy, Norway, and Spain. The company operates through three segments: Non-performing Loans, Real Estate Assets, and Third-Party Collection. It offers debt collection services, including amicable and legal collection, and surveillance; and debt purchase, acquisition of non-performing loan portfolios, and carve-outs of internal debt collection departments of financial institutions, as well as accounts receivable management for third parties. The company was formerly known as Axactor AB (publ) and changed its name to Axactor SE in August 2018. Axactor SE was founded in 2015 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.axactor.com,1.0,Drammensveien 167,Credit Services,,6.7,6.7,8.985145,,0.0,,6.78,,1134680.0,,6.7,6.6391177,,6.7,,1134680.0,,,,,,2.914634,,,6.64,2.0,NOK,775794.0,,,,1256978176.0,,,2543006.0,,6.64,6.78,,1450600.0,775794.0,19.8,27.12,,,4.84,6.77,False,,22427800.0,6.78,OSL,AXACTOR SE (SN),Axactor SE,Europe/Oslo,CEST,False,7200000.0,EQUITY,AXA.OL,finmb_8070346,no_market,,,,-0.052950002,,-0.6035503000000001,,0.25,,185395008.0,,,1.9680000000000002,,,,1577750400.0,0.17912999999999998,,-0.004,,0.13263035,3.445122,0.45093999999999995,1640908800.0,1593475200.0,,,99312642.0,1242149632.0,,1527724800.0,1:10,,,,,,,,,,,https://logo.clearbit.com/axactor.com,,,1135.0,,,,,
AGS,Axxis Geo Solutions,Energy,0.78,0.76,0.77,78,,45.88,0.0263,-0.22,0.0,-0.376,-0.9546,1366,Industrials,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1.0,Strandveien 50,Marine Shipping,,0.76,0.78,0.79730433,,0.0,,0.7979999999999999,,1455517.0,,0.76,0.8632646999999999,,0.78,,1455517.0,,,,,1545264000.0,,,,0.76,4.0,NOK,559418.0,,,,45880380.0,,,2100824.0,0.57975143,0.76,0.774,,,559418.0,14.5634,,,,0.4,0.764,False,,,0.7979999999999999,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AGS.OL,finmb_610831375,no_market,,0.502,,-0.35246,2.263,-0.9383068000000001,,,,58821000.0,,,0.038,,,,1577750400.0,0.00071000005,-27893100.0,-0.6409999999999999,,0.13263035,20.526316,0.08083,1640908800.0,1585612800.0,,,24148969.0,39756816.0,,1562112000.0,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,,,8.0,,,,,
AYFIE-ME,ayfie Group,Information technology,2.26,2.24,2.26,74,,239.98,-0.0263,-0.0506,,,,0279,Technology,"Ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. The company's platform includes technologies from the big data discovery, insight, linguistic analysis, and content analytics fields. It also provides products for eDiscovery, media, compliance, and search for various industries. In addition, the company offers a text analytics platform, such as forensics over research and automated prediction based on unstructured text data. The company was formerly known as VirtualWorks Group AS. Ayfie Group AS is headquartered in Oslo, Norway.",Oslo,47 48 31 08 00,Norway,[],http://www.ayfie.com,1.0,Karenslyst Alle 49,Software—Application,,2.3205,2.3205,,,0.0,,2.3205,,,,2.3205,,,2.3205,,,,,,,,,,,2.161,4.0,NOK,210400.0,,,,,,,,,2.161,2.2595,,,210400.0,2.3205,,,,2.161,2.24,False,,,2.3205,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0.0,,,,,,,,,,,,,,,,,,0.13263035,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,,,,,,,,
B2H,B2Holding,Financials,4.58,4.57,4.59,246,,1877.49,-0.0076,-0.0087,0.2021,-0.5207,-0.5159,0161,Financial Services,"B2Holding ASA provides debt solutions for banks and institutional vendors. The company's portfolio of business consists of purchase, management, and collection of unsecured and secured non-performing loans. It services include debt purchase and collection, credit information third party debt collection, and consumer lending, as well as telemarketing and fraud prevention services. It principally operates in Norway, Sweden, Denmark, Finland, Estonia, Latvia, Lithuania, Poland, Croatia, Slovenia, Serbia, Montenegro, Bosnia-Herzegovina, Austria, the Czech Republic, Hungary, Spain, Portugal, Italy, France, Bulgaria, Romania, Greece, and Cyprus. B2Holding SAS was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 22 83 39 50,Norway,[],http://www.b2holding.no,1.0,Stortingsgaten 22,Credit Services,7th Floor,4.615,4.63,4.974768,0.097508125,7.5,,4.7,,1022141.0,,4.615,4.310441,0.45,4.63,,1022141.0,,,,,1590624000.0,1.57259,,,4.53,4.0,NOK,639335.0,,,,1881592448.0,,,2080228.0,0.9366268,4.53,4.59,,27400.0,639335.0,10.22,2.125,,,3.3,4.575,False,,311700.0,4.7,OSL,B2HOLDING ASA,B2Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,B2H.OL,finmb_23000545,no_market,,7.409,,0.01254,,-0.48047537,,2.16,,409932992.0,,,11.672,,,,1577750400.0,0.20290999999999998,25201000.0,0.062,,0.13263035,0.39324883,0.45931000000000005,1640908800.0,1585612800.0,,,275487004.0,14883084288.0,,,,,,-0.77,,,,,,,,https://logo.clearbit.com/b2holding.no,47 22 83 39 51,74.032265,2517.0,,,,,
BAKKA,Bakkafrost,Consumer staples,549.5,549.0,549.5,1029,,32482.93,-0.024,0.0092,-0.08650000000000001,-0.15460000000000002,0.098,625,Consumer Defensive,"P/F Bakkafrost, together with its subsidiaries, produces and sells salmon products under the Bakkafrost and HavsbrÃºn brands in the United States, Europe, China, and internationally. The company operates through four segments: Fish Farming FO; Fish Farming SCT; Value Added Products; and Fishmeal, Fish Oil, and Fish Feed. It is involved in the breeding and on-growing of salmon; harvesting, sale, and distribution of salmon; and production of skinless and boneless portions of salmon. The company also produces and sells fishmeal, fish oil, and fish feed. The company also exports its products. P/F Bakkafrost was founded in 1968 and is headquartered in Glyvrar, Denmark.",Glyvrar,45 298 40 50 00,Denmark,[],http://www.bakkafrost.com,1.0,Bakkavegur 9,Farm Products,PO Box 221,563.0,563.0,581.6174,0.0029147426,0.9337,,563.0,,79121.0,,563.0,574.16174,1.641,563.0,,79121.0,,,,,1586131200.0,0.186411,,,549.5,2.0,NOK,58384.0,,,,32482922496.0,,,147842.0,,549.5,550.0,,18300.0,58384.0,720.0,17.5391,,,452.4,549.5,False,,11100.0,563.0,OSL,P/F BAKKAFROST,P/F Bakkafrost,Europe/Oslo,CEST,False,7200000.0,EQUITY,BAKKA.OL,finmb_60013463,no_market,,,,0.09358,,0.10266137,,31.33,,59113600.0,,,13.119000000000002,,,,1577750400.0,0.5353100000000001,,3.037,,0.13263035,41.885815,0.15884,1640908800.0,1585612800.0,,,49701890.0,33288323072.0,,,,,,,,,,,,,,https://logo.clearbit.com/bakkafrost.com,45 298 40 50 09,180.93513000000002,1149.0,,,,,
BALT-ME,Baltic Sea Properties,Real estate,30.8,30.8,,4,,205.37,0.0476,,,0.0621,,0160,Real Estate,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,47 93 09 43 19,Norway,[],http://www.balticsea.no,1.0,Rosenkrantz' 20,Real Estate Services,,29.4,30.8,29.534782,,0.0,,30.8,,189.0,,29.4,30.105883000000002,,30.8,,189.0,,,,,1548374400.0,0.821262,,,30.8,2.0,NOK,1914.0,,,,205368544.0,,,290.0,3.7617133000000003,30.8,0.0,,,1914.0,35.0,,,,18.5,30.8,False,,,30.8,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,9.072000000000001,,-0.74741995,12.872,-0.120000005,,,,6667810.0,,,27.26,,,,1577750400.0,,-40804756.0,-6.12,,0.13263035,1.1298605,,1640908800.0,1577750400.0,,,3997156.0,495289856.0,,,,,,,,,,,,,,https://logo.clearbit.com/balticsea.no,,,,,,,,
BEL,Belships,Industrials,6.45,6.45,6.6,2,LP,1468.2,0.0,-0.0077,-0.0652,-0.1103,-0.0305,0216,Industrials,"Belships ASA owns and operates dry bulk ships worldwide. It operates through Dry Bulk and Technical Management segments. The company operates a fleet of 18 ships. It also provides commercial management and ship management services. The company was founded in 1918 and is headquartered in Oslo, Norway.",Oslo,47 22 52 76 00,Norway,[],http://www.belships.com,1.0,Lilleakerveien 4,Marine Shipping,Box 23 Lilleaker,6.45,6.5,6.2597830000000005,0.0009302325999999999,0.72730005,,6.5,,12805.0,,6.45,6.747058999999999,0.006,6.5,,12805.0,,,,0.05,1569456000.0,0.719512,,,6.45,2.0,NOK,1652.0,,,,1468194176.0,,,18373.0,10.973379,6.45,6.6,,1650000.0,1652.0,7.85,80.625,,,5.0,6.45,False,0.0077,1700000.0,6.5,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BEL.OL,finmb_878059,no_market,,12.02,,0.012320000000000001,72.39399999999999,0.007751941700000001,,0.08,,227627008.0,,,0.7170000000000001,,,,1577750400.0,0.0864,1649000.0,0.008,,0.13263035,8.995814999999999,0.81391,1640908800.0,1585612800.0,,,46748800.0,1608238720.0,,,,,,-1.0,,,,,,,,https://logo.clearbit.com/belships.com,47 23 50 08 82,806.24994,460.0,,,,,
BGBIO,BerGenBio,Health care,36.25,36.15,36.25,1169,,3163.17,0.0677,0.1206,-0.0486,0.4965,1.8829,5009,Healthcare,"BerGenBio ASA, a clinical-stage biopharmaceutical company, develops medicines to treat immune evasive, drug resistant, and metastatic cancers. Its lead candidate is Bemcentinib, a bioavailable small molecule AXL inhibitor, which is in Phase II clinical development in two major cancer indications. The Phase II clinical trial program focuses on lung cancer, acute myeloid leukaemia, and myelodysplastic syndrome, as well as melanoma and triple negative breast cancer. In addition, it is developing tilvestamab, a function blocking antibody that is in Phase I clinical trial; and BGB601, a Phase I clinical trial antibody drug conjugate against human AXL that is linked to a cytotoxin. BerGenBio ASA has a collaboration agreement with Merck & Co. for clinical trials. The company was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 96 11 59,Norway,[],http://www.bergenbio.com,1.0,Jonas Lies vei 91,Biotechnology,,33.95,34.1,27.428804,,0.0,,36.35,,1308364.0,,33.95,38.119118,,34.1,,1308364.0,,,,,,2.063439,,,34.05,2.0,NOK,646101.0,,,,3171900928.0,,,960994.0,14550.003999999999,34.05,36.4,,0.0,646101.0,54.0,-9.441558,,,11.4,36.3,False,,0.0,36.35,OSL,BERGENBIO ASA,BerGenBio ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BGBIO.OL,finmb_107144331,no_market,,9491.195,,0.0,-9.64,1.6530776000000003,,-3.85,,87260000.0,,,5.172999999999999,,,,1577750400.0,0.18125,-203530000.0,-3.3360000000000003,,0.13263035,7.0268703,0.45501998,1640908800.0,1585612800.0,,,46186728.0,2069080448.0,,,,,,,,,,,,,,https://logo.clearbit.com/bergenbio.com,,,28.0,,,,,
BSP-ME,Black Sea Property,Consumer discretionary,2.58,2.16,2.6,0,,42.94,,,,-0.5589999999999999,,0459,Consumer Cyclical,"Black Sea Property AS focuses on operating holiday resort under the Aheloy Beach Resort name in Bulgaria. The company was founded in 2015 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.blackseaproperty.no,1.0,Sagveien 23 A,Lodging,,2.58,2.16,3.4381883,,0.0,,2.58,,80.0,,2.58,2.5994117,,2.16,,80.0,,,,,,-6.302716,,,2.16,4.0,NOK,200.0,,,,42939196.0,,,855.0,,2.16,2.6,,,200.0,7.3288899999999995,,,,1.5,2.16,False,,,2.58,OSL,BLACK SEA.PROPERTY,Black Sea Property AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,BSP-ME.OL,finmb_321493830,no_market,,,,0.0,-37.329,-0.23193032,,,,16643100.0,,,6.561,,,,1577750400.0,,-6767000.0,-0.737,,0.13263035,0.39323273,,1640908800.0,1577750400.0,,,6894127.0,134644800.0,,1564531200.0,1:25,,,,,,,,,,,https://logo.clearbit.com/blackseaproperty.no,,,,,,,,
BON,Bonheur,Industrials,221.5,221.5,222.0,173,,9420.81,0.0137,0.0473,-0.0534,0.1356,0.3063,0152,Industrials,"Bonheur ASA, together with its subsidiaries, engages in the renewable energy, shipping/offshore wind, and cruise businesses primarily in Norway and internationally. The company's Renewable Energy segment develops, constructs, and operates wind farms with an installed capacity of 679 MW. Its Shipping/Offshore Wind segment owns and operates three self-propelled jack-up vessels for the transportation, installation, and service of offshore wind turbines. The company's Cruise segment owns and operates four cruise ships with an overall berth capacity of approximately 3,700 passengers, as well as operates river cruise vessel. Its Other Investments segment offers publications; PR software services; and software as a service-based Web and social monitoring solutions for small and medium businesses to leverage and understand online data. Bonheur ASA was incorporated in 1897 and is headquartered in Oslo, Norway.",Oslo,47 22 34 10 00,Norway,[],http://www.bonheur.no,1.0,Fred. Olsens gate 2,Conglomerates,,218.5,217.0,198.06015,0.019679633999999998,,,224.0,,20647.0,,218.5,224.30882000000003,4.3,217.0,,20647.0,,,,4.3,1590624000.0,0.8675950000000001,,,216.5,2.0,NOK,14029.0,,,,9420815360.0,,,49708.0,1.2809126,216.5,222.0,,50900.0,14029.0,244.5,,,2.71,134.0,221.5,False,0.0197,100000.0,224.0,OSL,BONHEUR ASA,Bonheur ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BON.OL,finmb_878177,no_market,,1.886,,-0.0892,16.805999999999997,0.18131864,,,,42531900.0,,,142.862,,,,1577750400.0,0.23836999999999997,-656028032.0,-15.424000000000001,,0.13263035,1.5504473,0.53275,1640908800.0,1593475200.0,,,19534048.0,13867819008.0,,1149120000.0,4:1,,,,,,,,,,,https://logo.clearbit.com/bonheur.no,,,3935.0,,,,,
BOR,Borgestad,Materials,15.85,15.25,15.85,13,LP,201.56,0.0063,-0.0306,0.3154,-0.2075,0.0562,3712,Industrials,"Borgestad ASA develops, manufactures, distributes, and installs refractory products in Norway. The company also develops and manages real estate properties. Its properties include Agora Bytom, a shopping center with a gross area of 52,000 square meters and a rental area of approximately 30,000 square meters, as well as a parking garage with 820 parking spaces in Poland; and Borgestad Business Park, a rented commercial premises used for the storage, production, and offices. Borgestad ASA was founded in 1904 and is headquartered in Skien, Norway.",Skien,47 35 54 24 00,Norway,[],http://borgestad.no,1.0,Gunnar Knudsensveg 144,Building Products & Equipment,,15.75,15.85,13.799129999999998,,0.0,,16.65,,12219.0,,15.75,14.20147,,15.85,,12219.0,,,,,1307664000.0,1.431475,,,15.85,2.0,NOK,8808.0,,,,201561280.0,,,22113.0,0.21847399999999997,15.85,15.85,,75000.0,8808.0,32.0,-3.7470449999999995,,,9.1,15.25,False,,75000.0,16.65,OSL,BORGESTAD ASA,Borgestad ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOR.OL,finmb_878193,no_market,,1.2919999999999998,,-0.06982000000000001,22.71,-0.08536583,,-4.23,,12716800.0,,,39.859,,,,1577750400.0,0.0,-64412000.0,-7.859,,0.13263035,0.39765173,0.8880100000000001,1640908800.0,1585612800.0,,,3296749.0,1192306048.0,,,,,,,,,,,,,,https://logo.clearbit.com/borgestad.no,,,,,,,,
BDRILL,Borr Drilling,Energy,9.4,9.4,9.43,648,,1475.54,-0.0467,0.1721,-0.1022,-0.8759,-0.8687999999999999,HM11,Energy,"Borr Drilling Limited operates as an offshore drilling contractor to the oil and gas industry worldwide. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, including the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for exploration and production. The company serves oil and gas exploration and production companies, such as integrated oil companies, state-owned national oil companies, and independent oil and gas companies. As of December 31, 2019, it operated a fleet of 27 jack-up drilling rigs and one semi-submersible rig. The company was formerly known as Magni Drilling Limited and changed its name to Borr Drilling Limited in December 2016.Borr Drilling Limited was founded in 2016 and is based in Hamilton, Bermuda.",Hamilton,441 737 0152,Bermuda,[],http://www.borrdrilling.com,1.0,S.E. Pearman Building,Oil & Gas Drilling,2nd Floor 9 Par-la-Ville Road,9.86,9.46,16.477856,,0.0,,9.71,,2339992.0,,9.86,10.256471000000001,,9.46,,2339992.0,,,,,,3.808982,,,9.21,2.0,NOK,1075155.0,,,,1477106560.0,,,3891866.0,3.823729,9.21,9.425,,0.0,1075155.0,80.0,-67.21429,,,2.5995,9.4,False,,0.0,9.71,OSL,BORR DRILLING LTD,Borr Drilling Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BDRILL.OL,finmb_412495516,no_market,,7.477,,-0.87678003,225.646,-0.85260874,,-0.14,,156972000.0,,,10.885,,,,1577750400.0,0.5864,-338700000.0,-3.117,,0.13263035,0.8644924,0.26895002,1640908800.0,1585612800.0,,,72422009.0,2888269056.0,,1561507200.0,1:5,,,,,,,,,,,https://logo.clearbit.com/borrdrilling.com,,,694.0,,,,,
BRG,Borregaard,Materials,119.8,119.6,119.8,86,,11931.26,-0.0033,0.0187,0.2064,0.2903,0.318,1701,Basic Materials,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1.0,Hjalmar Wessels vei 6,Specialty Chemicals,PO Box 162,120.2,120.0,99.12319000000001,0.019134775,0.6183,,121.4,,64086.0,,120.2,107.944115,2.3,120.0,,64086.0,,,,2.3,1592265600.0,0.0,,,120.0,2.0,NOK,9180.0,,,,11931266048.0,,,86036.0,2.2931513999999997,120.0,119.8,,721000.0,9180.0,123.0,22.392525,,,75.0,119.6,False,0.0191,391200.0,121.4,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRG.OL,finmb_216329283,no_market,,2.742,,0.0715,14.184000000000001,0.25552058,,5.35,,99593200.0,,,29.38,,,,1577750400.0,0.56839,372000000.0,3.728,,0.13263035,4.077604,0.07203999999999999,1640908800.0,1593475200.0,,,91484295.0,14269099008.0,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,47 69 11 87 70,32.135193,1103.0,,,,,
BOUVET,Bouvet,Information technology,536.0,536.0,538.0,106,,5493.75,0.0152,0.019,0.0872,0.4037,0.7741,0369,Technology,"Bouvet ASA provides information technology, digital communication, and enterprise management services in Norway, Sweden, and internationally. The company designs, develops, and provides advisory services on IT solutions and digital communication. Bouvet ASA was founded in 2002 and is based in Oslo, Norway.",Oslo,47 23 40 60 00,Norway,[],http://www.bouvet.no,1.0,Sorkedalsveien 8,Information Technology Services,,528.0,534.0,438.82608,0.015625,0.7019,,546.0,,2959.0,,528.0,516.58826,8.25,534.0,,2959.0,,,,8.25,1590105600.0,0.741579,,,532.0,2.0,NOK,11469.0,,,,5493624832.0,,,8484.0,2.4869769,532.0,538.0,,166400.0,11469.0,556.0,38.728325,,4.1,277.0,536.0,False,0.0156,27300.0,546.0,OSL,BOUVET ASA,Bouvet ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOUVET.OL,finmb_34102981,no_market,,2.384,,0.08663999,20.58,0.78,,13.84,,10249300.0,,,37.632,,,,1577750400.0,0.31916,191378000.0,18.525,,0.13263035,14.243197,0.29916,1640908800.0,1585612800.0,,,7590394.0,5266855424.0,,,,,,0.21,,,,,,,,https://logo.clearbit.com/bouvet.no,,28.933874,1575.0,,,,,
BRA-ME,BRAbank,Financials,0.39,0.39,0.4,17,,244.11,0.0,0.0,0.1143,-0.1558,-0.731,5014,Financial Services,"BRAbank ASA operates as a digital bank in Norway. It offers consumer finance, unsecured financing to private individuals, saving accounts, and credit cards, as well as payment insurance loans and payment solutions. The company was formerly known as Monobank ASA and changed its name to BRAbank ASA in June 2019. BRAbank ASA was founded in 2015 and is headquartered in Bergen, Norway.",Bergen,47 55 96 10 00,Norway,[],http://www.brabank.no,1.0,Starvhusgaten 4,Banks—Regional,,0.39,0.38,0.40975362,,0.0,,0.39799999999999996,,94639.0,,0.39,0.3689412,,0.38,,94639.0,,,,,,1.1551719999999999,,,0.38,4.0,NOK,142213.0,,,,244108384.0,,,1000241.0,5.3799176,0.38,0.39799999999999996,,,142213.0,2.26,,,,0.262,0.38799999999999996,False,,,0.39799999999999996,OSL,BRABANK ASA (NEW),BRAbank ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRA-ME.OL,finmb_316669435,no_market,,5.441,,-2.80288,,-0.736,,,,625918976.0,,,1.287,,,,1577750400.0,,-127178000.0,-0.203,,0.13263035,0.3030303,,1640908800.0,1585612800.0,,,348217271.0,246858752.0,,1583884800.0,0:1,,,,,,,,,,,https://logo.clearbit.com/brabank.no,,,51.0,,,,,
BWE,BW Energy Limited,Energy,17.59,17.44,17.59,231,,4121.41,-0.0228,0.0347,0.0347,,,0277,Energy,"BW Energy Limited engages in the acquisition, exploration, development, and production of oil and natural gas in Africa. It primarily holds interests in three hydrocarbon licenses in Gabon, Brazil, and Namibia. The company was founded in 2016 and is based in Oslo, Norway.",Oslo,47 23 13 00 00,Norway,[],http://www.bwenergy.no,1.0,Drammensveien 151,Oil & Gas E&P,,18.0,17.85,14.879033999999999,,0.0,,18.09,,81523.0,,18.0,17.630236,,17.85,,81523.0,,,,,,,,,17.34,2.0,NOK,182391.0,,,,4121407488.0,,,464779.0,14.594219,17.34,17.59,,,182391.0,25.0,,,,7.62,17.48,False,,,18.09,OSL,BW ENERGY LIMITED,BW Energy Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWE.OL,finmb_144579252,no_market,,11.754000000000001,,0.20538001,20.590999999999998,-0.28985506,,,,234304000.0,,,1.9380000000000002,,,,1577750400.0,0.10088000400000001,58000000.0,0.309,,0.13263035,9.076367,0.7214,1640908800.0,1585612800.0,,,56150662.0,3319209984.0,,,,,,,,,,,,,,https://logo.clearbit.com/bwenergy.no,47 23 13 00 01,56.925568000000005,100.0,,,,,
