ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
ELE,Element,Materials,4.28,4.2,4.28,77,,80.89,-0.0295,-0.112,-0.2074,-0.226,1.14,0250,Basic Materials,2.0,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.elementasa.com,1.0,Grundingen 2,Other Industrial Metals & Mining,4.41,4.35,4.497616000000001,,0.0,,4.35,,153960.0,,4.41,5.154571499999999,,4.35,,153960.0,,,,,,3.890824,,,4.14,4.0,NOK,200282.0,,,,80890288.0,,,724514.0,518.52747,4.14,4.28,,0.0,200282.0,9.5,,,,2.0,4.2,False,,0.0,4.35,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELE.OL,finmb_22929109,no_market,,598.423,,0.0,-32.067,1.094017,,,,18899600.0,,,0.22899999999999998,,,,1577750400.0,0.00629,-5625000.0,-0.457,,0.20044720000000002,18.689957,0.28688,1640908800.0,1585612800.0,,,11834424.0,93354000.0,,1556150400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,47 23 08 23 08,,,,,,,,
ELK,Elkem,Materials,18.03,18.03,18.06,229,,10481.03,0.0039,-0.0083,0.0476,-0.2471,-0.1887,0277,Basic Materials,6370.0,"Elkem ASA manufactures and sells metals and materials in Norway and internationally. The company operates through four segments: Silicones, Silicon Materials, Foundry Products and Carbon. Its products include silicones, ferrosilicones, foundry alloys, carbon materials, and microsilica products. The company also engages in sale of electric power, as well as supplies heat in the form of steam and hot water. Its products are used in chemical applications, as well as construction, refractory, and oilfield industries. The company was founded in 1904 and is headquartered in Oslo, Norway. Elkem ASA is a subsidiary of Bluestar Elkem International Co., Ltd. S.A.",Oslo,Norway,[],http://www.elkem.com,1.0,Drammensveien 169,Specialty Chemicals,17.96,17.96,17.680073,0.033407576,0.75949997,,18.1,,494144.0,,17.96,18.029428,0.6,17.96,,494144.0,,,,0.6,1589155200.0,2.220063,,,17.88,2.0,NOK,173429.0,,,,10481019904.0,,,715021.0,0.47084543,17.88,18.06,,0.0,173429.0,26.4,4.0977273,,,10.92,18.03,False,0.0334,0.0,18.1,OSL,ELKEM ASA,Elkem ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELK.OL,finmb_731504,no_market,,0.858,,0.020659999999999998,8.375,-0.22984564,,4.4,,581310016.0,,,21.744,,,,1577750400.0,0.29434,460000000.0,0.79,,0.20044720000000002,0.8291943000000002,0.58916,1640908800.0,1593475200.0,,,238610457.0,19104333824.0,,,,,,,,,,,,,,https://logo.clearbit.com/elkem.com,47 22 45 01 00,,22.822784,47 22 45 01 55,,,,,
ELOP-ME,ELOP,Information technology,5.22,5.13,5.23,27,,366.98,-0.0142,-0.0509,-0.0151,,,2316,Technology,,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,Norway,[],http://www.elop.no,1.0,Nordvikvegen 50,Scientific & Technical Instruments,5.295,5.3,5.291094,,0.0,,5.3,,73200.0,,5.295,5.291094,,5.3,,73200.0,,,,,,,,,5.0,2.0,NOK,62249.0,,,,366981088.0,,,283898.0,,5.0,5.225,,,62249.0,6.2,,,,4.82,5.131,False,,,5.3,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELOP-ME.OL,finmb_622946747,no_market,,,,0.0,,0.00837934,,,,70302896.0,,,,,,,,,,,,0.20044720000000002,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,47 41 64 13 00,,,,,,,,
EMAS,EMAS Offshore,Energy,0.29,,,0,,127.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000.0,MUTUALFUND,EMAS.OL,finmb_268054902,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENDUR,Endúr,Industrials,1.32,1.32,1.33,211,LP,373.68,-0.0504,-0.1456,-0.0038,0.1567,0.1517,5160,Industrials,176.0,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.endur.no,1.0,DamsgArdsveien 229,Conglomerates,1.39,1.39,1.0499203000000001,,0.0,,1.39,,1955287.0,,1.39,1.4405714,,1.39,,1955287.0,,,,,,,,,1.32,4.0,NOK,1357573.0,,,,373680160.0,,,3156305.0,0.74860454,1.32,1.33,,0.0,1357573.0,3.2,,,,0.532,1.32,False,,0.0,1.39,OSL,ENDUR ASA,Endúr ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.941,,-0.041389998,-28.534000000000002,0.18803418,,,,283091008.0,,,0.508,,,,1577750400.0,0.17669001,-26863000.0,-0.113,,0.20044720000000002,2.5984251,0.70949996,1640908800.0,1593475200.0,,,115181242.0,469641344.0,,,,,,,,,,,,,,https://logo.clearbit.com/endur.no,47 55 54 24 00,LaksevAg,,,,,,,
ENTRA,Entra,Real estate,121.6,121.5,121.7,693,,22134.43,0.01,-0.0073,-0.0507,-0.14550000000000002,-0.08199999999999999,0185,Real Estate,181.0,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.entra.no,1.0,Biskop Gunnerus gate 14 A,Real Estate—Diversified,120.4,122.0,128.52971000000002,0.03986711,0.3717,,122.8,,324708.0,,120.4,125.82,4.8,122.0,,324708.0,,,,4.8,1601596800.0,0.519744,,,121.0,2.0,NOK,95338.0,,,,22147250176.0,,,389468.0,8.709104,121.0,121.7,,168600.0,95338.0,168.6,16.795579999999998,,3.69,96.2,121.5,False,0.0399,193700.0,122.8,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.433,,0.91663,19.977999999999998,-0.14609927,,7.24,,182132000.0,,,125.59,,,,1577750400.0,0.5023,2331000064.0,12.8,,0.20044720000000002,0.96822995,0.22298999,1640908800.0,1593475200.0,,,150093205.0,44331700224.0,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,47 21 60 51 00,,9.5,,,,,,
EPIC-ME,Epic Gas,Energy,16.2,16.0,16.2,2,LP,1727.18,,,0.08,0.1096,0.0253,059818,Energy,,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,Singapore,[],http://www.epic-gas.com,1.0,8 Eu Tong Sen Street,Oil & Gas Midstream,15.7,16.2,14.084057999999999,,0.0,,16.2,,0.0,,15.7,15.094285999999999,,16.2,,0.0,,,,,,0.32113800000000003,,,16.2,2.0,NOK,14.0,,,,1726920064.0,,,275.0,9.280813,16.2,16.2,,,14.0,19.0,540.00006,,,13.4,16.0,False,,,16.2,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.693,,0.01594,41.235,-0.04848486,,0.03,,106600000.0,,,2.764,,,,1577750400.0,0.0,2965409.0,0.027999999999999997,,0.20044720000000002,5.861071,0.83456004,1640908800.0,1593475200.0,,,17242550.0,1989619968.0,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,65 6230 7801,"No.22-89, The Central",578.5714,,,,,,
EQNR,Equinor,Energy,141.15,141.1,141.2,3203,,458416.92,0.0,-0.0259,0.0566,-0.16219999999999998,-0.0435,4035,Energy,21412.0,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,Norway,[],http://www.equinor.com,1.0,Forusbeen 50,Oil & Gas Integrated,141.15,141.2,138.32529,0.00503011,,,142.55,,2437157.0,,141.15,142.40428,0.71,141.2,,2437157.0,,,,6.76,1605139200.0,0.731707,,,141.15,2.0,NOK,880754.0,,,,458417045504.0,,,3304976.0,8.776724,141.15,141.15,,0.0,880754.0,187.2,63.29596,,4.96,95.2,141.1,False,0.0478,0.0,142.55,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EQNR.OL,finmb_989228,no_market,,9.2,,-0.04413,33.472,-0.08994204,,2.23,,3247729920.0,,,10.863,,,,1577750400.0,0.19812000000000002,-2304999936.0,-0.6970000000000001,,0.20044720000000002,12.993648,0.67271006,1640908800.0,1593475200.0,,,1015625520.0,480521388032.0,,1147219200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,47 51 99 00 00,,,,,,,,
EPR,Europris,Consumer discretionary,44.2,44.14,44.2,662,,7329.18,-0.0072,0.0041,-0.0063,0.349,0.8587,1661,Consumer Defensive,1814.0,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,Norway,[],http://www.europris.no,1.0,Dikeveien 57,Discount Stores,44.52,44.52,39.06158,0.04380054,0.58669996,,45.16,,367332.0,,44.52,44.537715999999996,1.95,44.52,,367332.0,,,,1.95,1588204800.0,0.771777,,,43.9,2.0,NOK,524620.0,,,,7329200128.0,,,631946.0,1.051716,43.9,44.2,,79600.0,524620.0,50.75,17.065638,,,24.02,44.14,False,0.044299997,95300.0,45.16,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPR.OL,finmb_293420901,no_market,,1.551,,0.078049995,12.132,0.80681825,,2.59,,165819008.0,,,11.468,,,,1577750400.0,0.53228,543936000.0,3.28,,0.20044720000000002,3.854203,0.03046,1640908800.0,1593475200.0,,,159459440.0,10808341504.0,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,13.475610000000001,,,,,,
EXTX-ME,EXACT Therapeutics,Health care,35.0,33.51,35.0,7,,1048.87,0.0046,0.0294,-0.0789,,,0379,Healthcare,4.0,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.exact-tx.com,1.0,Ullernchausseen 64,Biotechnology,34.84,35.0,36.14325,,0.0,,35.0,,3179.0,,34.84,36.14325,,35.0,,3179.0,,,,,,,,,34.995,2.0,NOK,6324.0,,,,1048873024.0,,,9832.0,141.2063,34.995,35.0,,,6324.0,53.592,,,,26.0,33.505,False,,,35.0,OSL,EXACT THERAPEUTICS,EXACT Therapeutics AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,143.627,,-2.0169599999999996,-67.972,0.09477126599999999,,,,29967800.0,,,1.4040000000000001,,,,1577750400.0,,-14981884.0,-0.5,,0.20044720000000002,24.928774,,1640908800.0,,,,29885039.0,1066851904.0,,1595808000.0,250:1,,,,,,,,,,,https://logo.clearbit.com/exact-tx.com,,,,,,,,,
FJORD,Fjord1,Industrials,43.0,43.0,43.2,5,,4295.41,-0.0069,0.0094,-0.0508,0.17489999999999994,0.16219999999999998,6900,Industrials,1060.0,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",FlorÃ¸,Norway,[],http://www.fjord1.no,1.0,Strandavegen 15,Marine Shipping,43.3,43.5,42.363045,0.06235566,0.0,,43.5,,17276.0,,43.3,43.87143,2.7,43.5,,17276.0,,,,,1557878400.0,0.85,,,43.0,2.0,NOK,277.0,,,,4296112640.0,,,20643.0,1.5004401000000003,43.0,43.2,,0.0,277.0,46.9,12.250712,,,31.0,43.0,False,,0.0,43.5,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.595,,0.0346,12.675999999999998,0.17983651,,3.51,,99909600.0,,,22.785999999999998,,,,1577750400.0,0.11310001,99062000.0,0.992,,0.20044720000000002,1.8871237,0.85439,1640908800.0,1593475200.0,,,14465911.0,10292724736.0,,,,,,-0.66,,,,,,,,https://logo.clearbit.com/fjord1.no,47 57 75 70 00,,43.346775,,,,,,
FKRAFT,Fjordkraft Holding,Utilities,100.0,100.0,100.4,803,,10458.62,0.0235,0.0917,0.233,0.7948999999999999,1.1333,5147,Utilities,293.0,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.fjordkraft.no,1.0,Folke Bernadottes Vei 38,Utilities—Regulated Electric,97.7,98.2,76.454346,0.030706245,0.71089995,,101.0,,162321.0,,97.7,83.862854,3.0,98.2,,162321.0,,,,3.0,1587600000.0,0.182557,,,97.0,2.0,NOK,158075.0,,,,10458600448.0,,,183215.0,2.038801,97.0,100.4,,0.0,158075.0,101.0,,,,46.1,100.0,False,0.0322,0.0,101.0,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.8019999999999998,,0.08692000000000001,14.72,0.97373736,,,,104586000.0,,,9.122,,,,1577750400.0,0.41085997,445884000.0,4.2219999999999995,,0.20044720000000002,10.962508,0.3204,1640908800.0,1593475200.0,,,85428113.0,9241391104.0,,,,,,0.348,,,,,,,,https://logo.clearbit.com/fjordkraft.no,47 23 00 61 00,,23.685457,,,,,,
FLNG,FLEX LNG,Energy,55.5,55.3,55.5,521,,3003.14,0.0673,0.135,0.1023,-0.3775,-0.3643,HM08,Energy,8.0,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.flexlng.com,1.0,Par-La-Ville Place,Oil & Gas Midstream,52.0,52.3,49.97681,0.0038461538,3.7889001,,55.65,,188333.0,,52.0,50.260857,0.2,52.3,,188333.0,,,,1.87,1583798400.0,0.39547,,,51.5,2.0,NOK,186546.0,,,,3003138304.0,,,121644.0,20.6043,51.5,55.6,,219600.0,186546.0,108.2,396.42856,,,38.1,55.35,False,0.0398,100000.0,55.65,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,FLNG.OL,finmb_36151890,no_market,,23.943,,0.01914,33.27,-0.4273128,,0.14,,54110600.0,,,15.015,,,,1577750400.0,0.19859000000000002,2790000.0,0.051,,0.20044720000000002,3.6963036,0.4586,1640908800.0,1593475200.0,,,28826331.0,3489778432.0,,1552262400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,441 295 6935,4th Floor 14 Par-La-Ville Road,1088.2354,441 295 3494,,,,,
FRO,Frontline,Energy,67.25,67.1,67.25,958,,13294.81,-0.0225,-0.0912,-0.0711,-0.3104,-0.0128,HM 08,Energy,157.0,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.frontline.bm,1.0,Par-la-Ville Place,Oil & Gas Midstream,68.8,68.05,79.163666,0.024709301,0.3623,,68.6,,581981.0,,68.8,72.58285500000001,1.7,68.05,,581981.0,,,,17.92,1599696000.0,0.32346199999999997,,,66.6,2.0,NOK,309069.0,,,,13195526144.0,,,714682.0,9.967516,66.6,67.2,,173100.0,309069.0,123.0,156.39534,,,55.0,67.1,False,0.26049998,75700.0,68.6,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,FRO.OL,finmb_144797851,no_market,,11.812999999999999,,0.35037997,22.967,-0.07027024,,0.43,,197692000.0,,,8.425,,,,1577750400.0,0.29650998,463852000.0,2.406,,0.20044720000000002,7.982196000000001,0.50473,1640908800.0,1593475200.0,,,98284714.0,15638581248.0,,1454544000.0,1:5,,,183.53,,,,,,,,https://logo.clearbit.com/frontline.bm,441 295 6935,14 Par-la-Ville Road PO Box HM 1593,27.950956,441 295 3494,,,,,
GIG,Gaming Innovation Group,Consumer discretionary,7.46,7.38,7.46,116,,666.1,0.0013,0.0891,0.0361,-0.0891,-0.0721,STJ 3148,Consumer Cyclical,487.0,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,Malta,[],http://www.gig.com,1.0,@GiG Beach,Gambling,7.45,7.59,5.438912999999999,,0.0,,7.59,,161866.0,,7.45,7.164285700000001,,7.59,,161866.0,,,,,,0.837398,,,7.29,2.0,NOK,171176.0,,,,671441792.0,,,192527.0,,7.29,7.46,,86600.0,171176.0,10.92,74.6,,,2.05,7.38,False,,1568100.0,7.59,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000.0,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.12352943400000001,,0.1,,90005600.0,,,1.355,,,,1577750400.0,0.13146,,-0.08,,0.20044720000000002,5.505535,0.53973,1640908800.0,1593475200.0,,,35872642.0,673242112.0,,1545177600.0,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,356 2711 0277,Golden Mile Business Centre Triq Id-Dragunara,,,,,,,
RISH,GC Rieber Shipping,Industrials,5.8,5.8,6.05,8,,498.99,0.0,0.0087,-0.0645,-0.2927,-0.2516,5058,Industrials,32.0,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,Norway,[],http://www.gcrieber-shipping.com,1.0,Solheimsgaten 15,Marine Shipping,5.8,6.05,6.1071014,0.08620689,0.0,,6.05,,5113.0,,5.8,6.0914288,0.5,6.05,,5113.0,,,,,1428624000.0,0.991289,,,5.8,2.0,NOK,7674.0,,,,498988480.0,,,5780.0,2.4058769,5.8,6.05,,110000.0,7674.0,11.5,,,,4.5,5.8,False,,100000.0,6.05,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,RISH.OL,finmb_884214,no_market,,7.233,,-1.91897,20.43,-0.37297297,,,,86032496.0,,,17.506,,,,1577750400.0,0.018969999999999997,-398001984.0,-4.626,,0.20044720000000002,0.33131498,0.92489,1640908800.0,1593475200.0,,,8121469.0,1500164608.0,,1176422400.0,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,47 55 60 68 00,,,,,,,,
GENT-ME,Gentian Diagnostics,Health care,79.0,78.0,79.5,20,,1216.81,0.0128,0.0,0.2846,0.266,0.6255,1596,Healthcare,46.0,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,Norway,[],http://www.gentian.com,1.0,Bjornasveien 5,Diagnostics & Research,78.0,78.0,53.832606999999996,,0.0,,81.0,,24731.0,,78.0,66.814285,,78.0,,24731.0,,,,,,0.736526,,,77.5,2.0,NOK,12575.0,,,,1216813312.0,,,11813.0,17.328833,77.5,79.5,,,12575.0,89.0,,,,38.0,78.0,False,,,81.0,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,15.192,,-0.27326,-53.273999999999994,0.6421051999999999,,,,15402700.0,,,13.192,,,,1577750400.0,0.26521999999999996,-19188000.0,-1.248,,0.20044720000000002,5.9884777,0.48766997,1640908800.0,1593475200.0,,,6813392.0,1066752064.0,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,47 99 33 99 05,,,,,,,,
GJF,Gjensidige Forsikring,Financials,188.4,188.4,188.5,997,,94197.88,0.0,-0.0228,0.0113,0.0231,0.0713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
