ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
EMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000,MUTUALFUND,EMAS.OL,finmb_268054902,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FKRAFT,5147,Utilities,293,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,47 23 00 61 00,Norway,[],http://www.fjordkraft.no,1,Folke Bernadottes Vei 38,Utilities—Regulated Electric,,94.6,93.7,76.62374,0.031712472,0.71089995,,97,,180317,,94.6,84.96176,3,93.7,,180317,,,,3,1587600000,0.263701,,,92.2,2,NOK,22.619612,125543,,,,9987962880,,,182760,1.9470547,92.2,95.7,,0,125543,101,,,,46.1,95.6,False,0.0307,0,97,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.938,,0.08692,15.836,1.0429008,,,,104586000,,,9.122,,,,1577750400,0.41085997,445884000,4.222,,0.15991831,10.469195,0.3204,1640908800,1593475200,,,85428113,9942118400,,,,,,0.348,,,,,,,,https://logo.clearbit.com/fjordkraft.no,,,,,,
EPIC-ME,059818,Energy,,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1,8 Eu Tong Sen Street,Oil & Gas Midstream,"No.22-89, The Central",16.2,16.2,14.09928,,0,,16.2,,2,,16.2,15.214705,,16.2,,2,,,,,,0.286144,,,16.2,2,NOK,578.5714,14,,,,1726920064,,,276,9.280813,16.2,16.2,,,14,19,540.00006,,,13.4,16,False,,,16.2,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.979,,0.01594,42.34,-0.0181818,,0.03,,106600000,,,2.764,,,,1577750400,0,2965409,0.028,,0.15991831,5.861071,0.83456004,1640908800,1593475200,,,17242550,2042919936,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,,,,,,
FJORD,6900,Industrials,1060,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",FlorÃ¸,47 57 75 70 00,Norway,[],http://www.fjord1.no,1,Strandavegen 15,Marine Shipping,,43,42.6,42.367626,0.0627907,0,,42.9,,13776,,43,43.738235,2.7,42.6,,13776,,,,,1557878400,0.783106,,,42.6,2,NOK,43.14516,1745,,,,4276130816,,,18467,1.4934614,42.6,43,,0,1745,46.9,12.193732,,,31,42.8,False,,0,42.9,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.584,,0.0346,12.639,0.17808223,,3.51,,99909600,,,22.786,,,,1577750400,0.11310001,99062000,0.992,,0.15991831,1.8783463,0.85439,1640908800,1593475200,,,14465911,10262751232,,,,,,-0.66,,,,,,,,https://logo.clearbit.com/fjord1.no,,,,,,
EQNR,4035,Energy,21412,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,47 51 99 00 00,Norway,[],http://www.equinor.com,1,Forusbeen 50,Oil & Gas Integrated,,139.15,136.95,138.34058,0.0051024077,,,140.85,,2511460,,139.15,142.42795,0.71,136.95,,2511460,,,,6.76,1605139200,0.700602,,,136.6,2,NOK,,1082246,,,,453383127040,,,3236933,8.680346,136.6,139.65,,0,1082246,187.2,62.6009,,4.96,95.2,139.6,False,0.0481,0,140.85,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EQNR.OL,finmb_989228,no_market,,9.074,,-0.04413,33.015,-0.14071584,,2.23,,3247729920,,,10.863,,,,1577750400,0.19812,-2304999936,-0.697,,0.15991831,12.850963,0.67271006,1640908800,1593475200,,,1015625520,473969393664,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,,,,,,
EXTX-ME,0379,Healthcare,4,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.exact-tx.com,1,Ullernchausseen 64,Biotechnology,,36,37,36.11235,,0,,37,,3138,,36,36.100945,,37,,3138,,,,,,,,,35.7,2,NOK,,7611,,,,1078840832,,,9738,145.24077,35.7,34.9,,,7611,53.592,,,,26,34,False,,,37,OSL,EXACT THERAPEUTICS,EXACT Therapeutics AS,Europe/Oslo,CEST,False,7200000,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,141.206,,-2.01696,-66.826,0.09979892,,,,29967800,,,1.404,,,,1577750400,,-14981884,-0.5,,0.15991831,25.641026,,1640908800,,,,29885039,1048871232,,1595808000,250:1,,,,,,,,,,,https://logo.clearbit.com/exact-tx.com,,,,,,
FLNG,HM08,Energy,8,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.flexlng.com,1,Par-La-Ville Place,Oil & Gas Midstream,4th Floor 14 Par-La-Ville Road,52.95,52.5,50.01295,0.0037771482,3.7889001,,54,,196593,,52.95,50.466175,0.2,52.5,,196593,,,,1.87,1583798400,0.38253,,,52.5,2,NOK,1047.0588,58955,,,,2889506048,,,120147,19.824677,52.5,53.8,,219600,58955,108.2,381.4286,,,38.1,53.7,False,0.036,100000,54,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FLNG.OL,finmb_36151890,no_market,,24.296,,0.01914,33.76,-0.38616073,,0.14,,54110600,,,15.015,,,,1577750400,0.19859,2790000,0.051,,0.15991831,3.5564437,0.4586,1640908800,1593475200,,,28826331,3541183488,,1552262400,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,441 295 3494,,,,,
RISH,5058,Industrials,32,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,Marine Shipping,,5.65,6.05,6.1048923,0.088495575,0,,6.05,,5546,,5.65,6.0661764,0.5,6.05,,5546,,,,,1428624000,0.800602,,,5.35,2,NOK,,989,,,,477480384,,,5975,2.3021753,5.35,5.55,,110000,989,11.5,,,,4.5,5.35,False,,100000,6.05,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,RISH.OL,finmb_884214,no_market,,7.171,,-1.91897,20.255,-0.3519553,,,,86032496,,,17.506,,,,1577750400,0.01897,-398001984,-4.626,,0.15991831,0.31703416,0.92489,1640908800,1593475200,,,8121469,1487259648,,1176422400,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,,,,,,
GENT-ME,1596,Healthcare,46,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,47 99 33 99 05,Norway,[],http://www.gentian.com,1,Bjornasveien 5,Diagnostics & Research,,80,76.5,54.017265,,0,,78.5,,22597,,80,67.411766,,76.5,,22597,,,,,,0.890476,,,76,2,NOK,,8692,,,,1201410560,,,12033,17.10948,76,78,,,8692,89,,,,38,76.5,False,,,78.5,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,15.301,,-0.27326,-53.658,0.69148934,,,,15402700,,,13.192,,,,1577750400,0.26522,-19188000,-1.248,,0.15991831,5.912674,0.48766997,1640908800,1593475200,,,6813392,1074453504,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,,,,,,
FRO,HM 08,Energy,157,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,Oil & Gas Midstream,14 Par-la-Ville Road PO Box HM 1593,65,65,79.06643,0.026153848,0.3623,,65.85,,603811,,65,72.488235,1.7,65,,603811,,,,17.92,1599696000,0.310402,,,64.5,2,NOK,27.265171,196541,,,,12949439488,,,663782,9.781629,64.5,65.6,,173100,196541,123,152.55814,,,55,65.45,False,0.2734,75700,65.85,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FRO.OL,finmb_144797851,no_market,,11.328,,0.35037997,22.023,-0.15419352,,0.43,,197692000,,,8.425,,,,1577750400,0.29650998,463852000,2.406,,0.15991831,7.78635,0.50473,1640908800,1593475200,,,98284714,14996081664,,1454544000,1:5,,,183.53,,,,,,,,https://logo.clearbit.com/frontline.bm,441 295 3494,,,,,
GIG,STJ 3148,Consumer Cyclical,487,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,356 2711 0277,Malta,[],http://www.gig.com,1,@GiG Beach,Gambling,Golden Mile Business Centre Triq Id-Dragunara,7.59,7.29,5.4542446,,0,,7.57,,165437,,7.59,7.2717648,,7.29,,165437,,,,,,0.812048,,,7.05,2,NOK,,86877,,,,672341824,,,191521,,7.05,7.47,,86600,86877,10.92,74.7,,,2.05,7.4,False,,1568100,7.57,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.13879406,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.15991831,5.512915,0.53973,1640908800,1593475200,,,31492068,683142720,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,,,,,,
ENTRA,0185,Real Estate,181,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,Real Estate—Diversified,,123.3,122.6,128.47554,0.03892944,0.3717,,124.5,,322983,,123.3,125.41765,4.8,122.6,,322983,,,,4.8,1601596800,0.446385,,,121.8,2,NOK,9.6875,199145,,,,22584367104,,,381550,8.880994,121.8,123.9,,168600,199145,168.6,17.127073,,3.69,96.2,123.9,False,0.0397,193700,124.5,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.476,,0.91663,20.027,-0.12572253,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,0.15991831,0.9873398,0.22298999,1640908800,1593475200,,,150093205,44440977408,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,,,,,,
EPR,1661,Consumer Defensive,1814,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,,Norway,[],http://www.europris.no,1,Dikeveien 57,Discount Stores,,44.5,44,39.098,0.043820225,0.58669996,,44.74,,360049,,44.5,44.442352,1.95,44,,360049,,,,1.95,1588204800,0.769277,,,43.64,2,NOK,13.52439,360035,,,,7355731456,,,625103,1.0555232,43.64,44.42,,79600,360035,50.75,17.127415,,,24.18,44.36,False,0.0442,95300,44.74,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EPR.OL,finmb_293420901,no_market,,1.542,,0.078049995,12.065,0.76076555,,2.59,,165819008,,,11.468,,,,1577750400,0.53228,543936000,3.28,,0.15991831,3.8681548,0.03046,1640908800,1593475200,,,159459440,10748646400,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,,,,
GEOS-ME,6002,Industrials,,"Golden Energy Offshore Services AS, together with its subsidiaries, engages in the shipping business in Europe and Africa. The company owns 4 platform supply vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Ãlesund,47 70 10 26 60,Norway,[],http://www.geoff.no,1,St Olavs Plass 1,Marine Shipping,,1.05,1.05,1.4766186,,0,,1.05,,0,,1.05,1.0529412,,1.05,,0,,,,,,0.383842,,,1.05,4,NOK,,0,,,,47957488,,,549,0.43453127,1.05,0,,,0,5.1,,,,1,1.05,False,,,1.05,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.639,,-0.15581,17.117,,,,,45673800,,,8.079,,,,1577750400,0.4456,-17196492,-0.541,,,0.12996657,0,1640908800,1577750400,,,19335649,291253440,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,47 70 10 26 61,,,,deed147b-b49c-39d3-9c06-87b3993697ec,
GRONG-ME,7870,Financial Services,62,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,47 74 31 28 60,Norway,[],http://www.grong-sparebank.no,1,Sundspetvegen 2,Banks—Regional,,109,110,108.20144,0.06422018,0.8255,,110,,20,,109,112.088234,7,110,,20,,,,7,1584057600,0.064293,,,110,2,NOK,12.970169,2,,,,326972800,,,910,1.7965441,110,112,,,2,118,,,,96,109,False,0.0625,,110,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.314,,0.30028,,0.028301835,,,,2972480,,,262.916,,,,1577750400,0.03611,25826000,8.481,,,0.4183846,0,1640908800,1593475200,,,1992599,1513240832,,,,,,0.362,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,47 74 31 28 61,,,,e1a9280d-7287-3862-aa78-b95ec7bce240,
GOD,0663,Industrials,271,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,47 81 56 86 00,Norway,[],http://www.goodtech.no,1,Innspurten 15,Engineering & Construction,Etterstad PO Box 6578,6.8,6.65,6.4853954,0.22058822,0,,7,,27868,,6.8,6.8985295,1.5,6.65,,27868,,,,,1398643200,1.284939,,,6.6,2,NOK,,41165,,,,153779280,,,29137,0.31823075,6.6,7,,27800,41165,9,,,,4.72,6.8,False,,66200,7,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.356,,-0.02009,-38.814,-0.093333304,,,,22614600,,,10.225,,,,1577750400,0.029460002,-9708000,-0.425,,,0.6650367,0.59415,1640908800,1593475200,,,11832848,172255088,,1336348800,1:10,,,-0.923,,,,,,,,https://logo.clearbit.com/goodtech.no,,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
GOGL,HM 08,Industrials,37,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels worldwide. It owns and operates dry bulk vessels in the spot and time charter markets. The company transports bulk commodities, such as ores, coal, grains, and fertilizers. As of March 12, 2020, it owned a fleet of 67 vessels. Golden Ocean Group Limited is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.goldenocean.bm,1,Par-la-Ville Place,Marine Shipping,14 Par-la-Ville Road PO Box HM 1593,32.62,32,35.43597,0.006131208,,,32.56,,572847,,32.62,35.80588,0.2,32,,572847,,,,2.24,1583366400,1.643812,,,31.66,2,NOK,,422433,,,,4544778240,,,961881,6.347128,31.66,31.78,,470900,422433,59.6,,,,26.5,31.72,False,0.0634,400000,32.56,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000,EQUITY,GOGL.OL,finmb_262789605,no_market,,8.355,,-0.17368001,34.176,,,,,143278000,,,9.101,,,,1577750400,0.2715,-124361000,-0.871,,,3.4853313,0.36176997,1640908800,1593475200,,,91444125,5982786048,,1470009600,1:5,,,,,,,,,,,https://logo.clearbit.com/goldenocean.bm,441 295 3494,,,,1296835d-cd18-3452-81bf-438952060e9a,
HLNG,HM 12,Energy,437,"HÃ¶egh LNG Holdings Ltd., together with its subsidiaries, provides floating energy solutions worldwide. The company operates through four segments: HMLP, Operations, Business Development, and Project Execution. It owns and operates floating LNG import terminals, floating storage and regasification units (FSRUs), and LNG carriers (LNGCs). The company also acquires FSRUs, LNGCs, and other LNG infrastructure assets under long-term charters. As of December 31, 2019, it operated a fleet of two LNG transportation vessels, and ten floating storage and regasification units. The company is also involved in the commercial management and bareboat hiring; and business development and project execution activities. In addition, it owns ships. The company is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.hoeghlng.com,1,Canonâs Court,Oil & Gas Midstream,22 Victoria Street,11.9,11.72,12.348489,0.0063025216,,,11.9,,53984,,11.9,11.784118,0.075,11.72,,53984,,,,,1583366400,1.600602,,,11.36,2,NOK,,73487,,,,898240256,,,128350,2.6009715,11.36,11.72,,246100,73487,38.8,26.177778,,4.02,8.12,11.7,False,,28200,11.9,OSL,HOEGH LNG HOLDINGS,Höegh LNG Holdings Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,HLNG.OL,finmb_875057,no_market,,8.402,,-0.098629996,14.748,-0.6404834,,0.45,,76251296,,,3.93,,,,1577750400,0.30419,-34062000,-0.451,,,2.9974554,0.49327,1640908800,1593475200,,,35959358,2901780736,,,,,,,,,,,,,,https://logo.clearbit.com/hoeghlng.com,,,,,4f4b7614-8784-3a33-89c1-234ba734a35b,
GYL,0164,Communication Services,,"Gyldendal ASA, through its subsidiaries publishes and sells books in Norway. It also operates 142 bookstores; and ark.no, an online bookstore. In addition, it publishes dictionaries, and encyclopedias and other reference books in book and digital forms. The company was founded in 1925 and is based in Oslo, Norway.",Oslo,47 22 03 41 00,Norway,[],http://www.gyldendalasa.no,1,Sehestedsgate 4,Publishing,,525,540,496.93524,0.01904762,0.3696,,540,,35,,525,486.91177,10,540,,35,,,,7,1593129600,,,,486,2,NOK,,3,,,,1222778880,,,53,1.4967316,486,530,,7100,3,600,,,2,326,500,False,0.013200001,1300,540,OSL,GYLDENDAL ASA,Gyldendal ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GYL.OL,finmb_9237616,no_market,,1.936,,-0.09512,-243.677,0.28048778,,,,2307130,,,324.152,,,,1577750400,0,-77709000,-33.683,,,1.6350354,0.95658,1640908800,1593475200,,,,1581708800,,,,,,,,,,,,,,https://logo.clearbit.com/gyldendalasa.no,,,,,416c704a-5f3e-33e9-8594-1e79dea9083e,
HIDDN,0254,Technology,3,"Hiddn Solutions ASA, through its subsidiary, Finn Clausen Sikkerhetssystemer AS distributes physical filing and storage systems in Norway. It operates in three segments: Security Cabinets, Filing Cabinets, and Other Storage Products. The company sells security and filing cabinets, as well as other storage products, including wardrobe lockers, shelving systems, and safe deposit boxes. It also offers after sales support services for security, archiving, and storage products. Hiddn Solutions ASA was founded in 1998 and is based in Oslo, Norway.",Oslo,47 22 12 00 12,Norway,[],http://www.hiddnsolutions.no,1,Cort Adelers gate 17,Computer Hardware,,1.455,1.65,1.5404676,26.116838,0,,2.19,,124548,,1.455,1.5697058,38,1.65,,124548,,,,,1476748800,,,,1.6,4,NOK,,5891213,,,,177569888,,,186832,48.622643,1.6,1.995,,0,5891213,4.33748,,,,0.777755,1.975,False,,0,2.19,OSL,HIDDN SOLUTIONS,Hiddn Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HIDDN.OL,finmb_7099157,no_market,,0.493,,0,-0.123,-0.032039165,,,,89908800,,,1.374,,,,1577750400,0,-16730000,-0.284,,,1.437409,0.84906995,1640908800,1593475200,,,43653002,1801375,,1568678400,1:20,,,,,,,,,,,https://logo.clearbit.com/hiddnsolutions.no,,,,,3afe3f0c-9fb4-3681-b6a1-4c433760c6ec,
