ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,fax,trailingPE,state,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
BAKKA,Bakkafrost,Consumer staples,652.5,652.0,653.0,694,,38524.1,0.032400000000000005,0.0662,0.161,0.0038,0.1417,625,Consumer Defensive,"P/F Bakkafrost, together with its subsidiaries, produces and sells salmon products under the Bakkafrost and HavsbrÃºn brands in the United States, Europe, China, and internationally. The company operates through four segments: Fish Farming FO; Fish Farming SCT; Value Added Products; and Fishmeal, Fish Oil, and Fish Feed. It is involved in the breeding and on-growing of salmon; harvesting, sale, and distribution of salmon; and production of skinless and boneless portions of salmon. The company also produces and sells fishmeal, fish oil, and fish feed. The company also exports its products. P/F Bakkafrost was founded in 1968 and is headquartered in Glyvrar, Denmark.",Glyvrar,45 298 40 50 00,Denmark,[],http://www.bakkafrost.com,1.0,Bakkavegur 9,Farm Products,PO Box 221,632.0,634.5,561.9635,0.002596519,0.0,,652.5,,130605.0,,632.0,570.7206,1.641,634.5,,130605.0,,,,,1586131200.0,0.194581,,,632.5,2.0,NOK,38215.0,,,,38524121088.0,,,115692.0,,632.5,652.0,,18300.0,38215.0,720.0,20.826683,,,452.4,652.0,False,,11100.0,652.5,OSL,P/F BAKKAFROST,P/F Bakkafrost,Europe/Oslo,CEST,False,7200000.0,EQUITY,BAKKA.OL,finmb_60013463,no_market,,,,0.14679,,0.14553571,,31.33,,59040800.0,,,13.119000000000002,,,,1577750400.0,0.5353100000000001,,3.037,11.23,0.16381514,49.737021999999996,0.15884,1640908800.0,1593475200.0,,,49680301.0,37360721920.0,,,,,1586131200.0,,1.501,,,,,,,,https://logo.clearbit.com/bakkafrost.com,1663.0,45 298 40 50 09,214.85019,,,,,
BALT-ME,Baltic Sea Properties,Real estate,57.0,52.0,54.5,8,,380.07,,0.0755,0.7593000000000001,0.9655,,0160,Real Estate,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,47 93 09 43 19,Norway,[],http://www.balticsea.no,1.0,Rosenkrantzâ 20,Real Estate Services,,59.0,52.0,31.616789,,0.0,,57.0,,6614.0,,59.0,40.202940000000005,,52.0,,6614.0,,,,,1548374400.0,0.512019,,,52.0,2.0,NOK,6984.0,,,,380065184.0,,,3024.0,6.6735845000000005,52.0,54.5,,,6984.0,60.0,,,,18.5,52.0,False,,,57.0,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,15.055,,-0.54001,19.79,0.68571424,,,,6667810.0,,,27.26,,,,1577750400.0,,-30754136.0,-6.12,1.0,0.16381514,2.0909758000000003,,1640908800.0,1593475200.0,,,5132685.0,857401216.0,,,,,1548374400.0,,,,,,,,,,https://logo.clearbit.com/balticsea.no,,,,,,,,
BEL,Belships,Industrials,6.05,6.05,6.1,0,LP,1377.15,,,-0.0163,-0.1655,-0.15380000000000002,0216,Industrials,"Belships ASA owns and operates dry bulk ships worldwide. It operates through Dry Bulk and Technical Management segments. The company operates a fleet of 18 ships. It also provides commercial management and ship management services. The company was founded in 1918 and is headquartered in Oslo, Norway.",Oslo,47 22 52 76 00,Norway,[],http://www.belships.com,1.0,Lilleakerveien 4,Marine Shipping,Box 23 Lilleaker,6.05,6.05,6.2277374000000005,0.0009917355,,,6.05,,10505.0,,6.05,6.1397057,0.006,6.05,,10505.0,,,,0.05,1569456000.0,0.562807,,,6.05,2.0,NOK,24.0,,,,1377143424.0,,,13529.0,10.366699,6.05,6.2,,1650000.0,24.0,7.85,75.62501,,,5.0,6.05,False,0.0083,1700000.0,6.05,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BEL.OL,finmb_878059,no_market,,12.288,,-0.09283,106.133,-0.122302175,,0.08,,227627008.0,,,0.657,,,,1577750400.0,0.0864,-12332000.0,-0.055999999999999994,0.05,0.16381514,9.208524,0.81391,1640908800.0,1593475200.0,,,66221364.0,1632323840.0,,,,,1569456000.0,,,,,,,,,,https://logo.clearbit.com/belships.com,460.0,47 23 50 08 82,,,,,,
BGBIO,BerGenBio,Health care,30.2,30.15,30.3,621,,2635.25,0.0395,0.0306,-0.1022,0.2509,1.0306,5009,Healthcare,"BerGenBio ASA, a clinical-stage biopharmaceutical company, develops medicines to treat immune evasive, drug resistant, and metastatic cancers. Its lead candidate is Bemcentinib, a bioavailable small molecule AXL inhibitor, which is in Phase II clinical development in two major cancer indications. The Phase II clinical trial program focuses on lung cancer, acute myeloid leukaemia, and myelodysplastic syndrome, as well as melanoma and triple negative breast cancer. In addition, it is developing tilvestamab, a function blocking antibody that is in Phase I clinical trial; and BGB601, a Phase I clinical trial antibody drug conjugate against human AXL that is linked to a cytotoxin. BerGenBio ASA has a collaboration agreement with Merck & Co. for clinical trials. The company was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 96 11 59,Norway,[],http://www.bergenbio.com,1.0,Jonas Lies vei 91,Biotechnology,,29.15,29.45,32.514603,,0.0,,30.3,,561058.0,,29.15,32.47647,,29.45,,561058.0,,,,,,2.054809,,,29.1,2.0,NOK,351414.0,,,,2635251968.0,,,567654.0,12088.312,29.1,30.3,,0.0,351414.0,54.0,-7.8441563,,,11.4,30.2,False,,0.0,30.3,OSL,BERGENBIO ASA,BerGenBio ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BGBIO.OL,finmb_107144331,no_market,,7796.656999999999,,0.0,-7.475,1.0495186,,-3.85,,87260000.0,,,9.085,,,,1577750400.0,0.18125,-218016992.0,-3.264,,0.16381514,3.3241608,0.45501998,1640908800.0,1593475200.0,,,53502884.0,1699671168.0,,,,,,,,,,,,,,,https://logo.clearbit.com/bergenbio.com,36.0,,,,,,,
BEWI-ME,BEWi,Materials,21.5,21.55,21.8,8,,3094.79,-0.0183,0.0397,0.0386,,,7263,Consumer Cyclical,"BEWi ASA produces, distributes, and sells various packaging and insulation solutions based on expandable polystyrene (EPS). The company operates through RAW, Packaging & Components, and Insulation segments. The RAW segment produces and sells EPS beads to external parties as a raw material for the production of final products. The Packaging & Components segment provides packaging material and technical components that are made out of converted EPS beads, EPP, paper board, and other material. The Insulation segment develops and manufactures a range of insulation products for the construction industry and infrastructure facilities. The company sells its products to seafood/food, pharmaceutical, automotive, leisure, residential housing, commercial buildings, and infrastructure industries. BEWi ASA was founded in 1980 and is based in FrÃ¸ya, Norway.",FrÃ¸ya,47 72 44 88 88,Norway,[],http://bewi.com,1.0,Hammarvikringen 64,Packaging & Containers,Hamarvik,21.9,21.995,21.635,,0.0,,21.995,,37313.0,,21.9,21.635,,21.995,,37313.0,,,,,,,,,21.5,2.0,NOK,5544.0,,,,3094796032.0,,,71291.0,,21.5,21.795,,,5544.0,24.0,,,,19.612000000000002,21.55,False,,,21.995,OSL,BEWI ASA,BEWi ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BEWI-ME.OL,finmb_410132643,no_market,,,,0.02536,,-0.07234043,,,,0.0,,,,,,,1577750400.0,,,,,0.16381514,,,1640908800.0,1593475200.0,,,,3028847872.0,,,,,,,1.1159999999999999,,,,,,,,https://logo.clearbit.com/bewi.com,1298.0,,,,,,,
BSP-ME,Black Sea Property,Consumer discretionary,2.3,1.95,2.3,2,,38.28,,,-0.2069,-0.6068,-0.7049,0459,Consumer Cyclical,"Black Sea Property AS focuses on operating holiday resort under the Aheloy Beach Resort name in Bulgaria. The company was founded in 2015 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.blackseaproperty.no,1.0,Sagveien 23 A,Lodging,,2.22,1.95,2.8518248,,0.0,,2.3,,2469.0,,2.22,2.6829412,,1.95,,2469.0,,,,,,-5.977734,,,1.95,4.0,NOK,146.0,,,,38279128.0,,,1143.0,,1.95,2.3,,,146.0,6.85,,,,1.5,1.95,False,,,2.3,OSL,BLACK SEA.PROPERTY,Black Sea Property AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,BSP-ME.OL,finmb_321493830,no_market,,,,0.0,-36.412,-0.60274005,,,,16643100.0,,,6.561,,,,1577750400.0,,-6767000.0,-0.737,,0.16381514,0.3505563,,1640908800.0,1577750400.0,,,8120188.0,131339800.0,,1564531200.0,1:25,,,,,,,,,,,,https://logo.clearbit.com/blackseaproperty.no,,,,,,,,
BON,Bonheur,Industrials,222.5,222.5,223.0,61,,9463.35,0.0,0.0045000000000000005,-0.0729,0.1407,0.2075,0152,Industrials,"Bonheur ASA, together with its subsidiaries, engages in the renewable energy, shipping/offshore wind, and cruise businesses primarily in Norway and internationally. The company's Renewable Energy segment develops, constructs, and operates wind farms with an installed capacity of 679 MW. Its Shipping/Offshore Wind segment owns and operates three self-propelled jack-up vessels for the transportation, installation, and service of offshore wind turbines. The company's Cruise segment owns and operates four cruise ships with an overall berth capacity of approximately 3,700 passengers, as well as operates river cruise vessel. Its Other Investments segment offers publications; PR software services; and software as a service-based Web and social monitoring solutions for small and medium businesses to leverage and understand online data. Bonheur ASA was incorporated in 1897 and is headquartered in Oslo, Norway.",Oslo,47 22 34 10 00,Norway,[],http://www.bonheur.no,1.0,Fred. Olsens gate 2,Conglomerates,,222.5,222.5,210.28322000000003,0.019325843,,,224.0,,28813.0,,222.5,234.29411000000002,4.3,222.5,,28813.0,,,,4.3,1590624000.0,0.9581280000000001,,,222.5,2.0,NOK,4157.0,,,,9463348224.0,,,28097.0,1.2866957,222.5,223.0,,50900.0,4157.0,250.0,,,2.64,134.0,222.5,False,0.019299998999999998,100000.0,224.0,OSL,BONHEUR ASA,Bonheur ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BON.OL,finmb_878177,no_market,,1.909,,-0.0892,17.012,0.18518520000000002,,,,42531900.0,,,142.862,,,,1577750400.0,0.23836999999999997,-656028032.0,-15.424000000000001,4.3,0.16381514,1.5574471,0.53275,1640908800.0,1593475200.0,,,19534048.0,14037946368.0,,1149120000.0,4:1,,1590624000.0,,,,,,,,,,https://logo.clearbit.com/bonheur.no,3935.0,,,,,,,
BOR,Borgestad,Materials,14.1,14.0,14.3,0,LP,179.31,,,-0.0537,-0.295,-0.4362,3712,Industrials,"Borgestad ASA develops, manufactures, distributes, and installs refractory products in Norway. The company also develops and manages real estate properties. Its properties include Agora Bytom, a shopping center with a gross area of 52,000 square meters and a rental area of approximately 30,000 square meters, as well as a parking garage with 820 parking spaces in Poland; and Borgestad Business Park, a rented commercial premises used for the storage, production, and offices. Borgestad ASA was founded in 1904 and is headquartered in Skien, Norway.",Skien,47 35 54 24 00,Norway,[],http://borgestad.no,1.0,Gunnar Knudsensveg 144,Building Products & Equipment,,14.1,14.05,13.341095000000001,,0.0,,14.1,,6806.0,,14.1,14.779410999999998,,14.05,,6806.0,,,,,1307664000.0,1.4722899999999999,,,14.05,2.0,NOK,1189.0,,,,179419680.0,,,16133.0,0.20656715,14.05,14.3,,75000.0,1189.0,32.0,-3.3333334999999997,,,9.1,14.0,False,,75000.0,14.1,OSL,BORGESTAD ASA,Borgestad ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOR.OL,finmb_878193,no_market,,1.367,,-0.038429998,32.768,-0.43346775,,-4.23,,12724800.0,,,39.838,,,,1577750400.0,0.0,-33378000.0,-3.4589999999999996,5.0,0.16381514,0.35393342,0.8880100000000001,1640908800.0,1593475200.0,,,3337342.0,1186971136.0,,,,,1307664000.0,,,,,,,,,,https://logo.clearbit.com/borgestad.no,374.0,,,,,,,
BDRILL,Borr Drilling,Energy,4.68,4.68,4.7,1229,,977.46,0.0636,0.0281,-0.3458,-0.9381,-0.8948,HM11,Energy,"Borr Drilling Limited operates as an offshore drilling contractor to the oil and gas industry worldwide. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, including the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for exploration and production. The company serves oil and gas exploration and production companies, such as integrated oil companies, state-owned national oil companies, and independent oil and gas companies. As of December 31, 2019, it operated a fleet of 27 jack-up drilling rigs and one semi-submersible rig. The company was formerly known as Magni Drilling Limited and changed its name to Borr Drilling Limited in December 2016.Borr Drilling Limited was founded in 2016 and is based in Hamilton, Bermuda.",Hamilton,441 737 0152,Bermuda,[],http://www.borrdrilling.com,1.0,S.E. Pearman Building,Oil & Gas Drilling,2nd Floor 9 Par-la-Ville Road,4.4,4.6,8.397614,,0.0,,4.862,,2096397.0,,4.4,6.8959117,,4.6,,2096397.0,,,,,,3.759303,,,4.6,4.0,NOK,2351151.0,,,,977460096.0,,,1089662.0,2.5474591,4.6,4.698,,0.0,2351151.0,80.0,-33.42857,,,2.5995,4.678,False,,0.0,4.862,OSL,BORR DRILLING LTD,Borr Drilling Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BDRILL.OL,finmb_412495516,no_market,,6.672999999999999,,-0.8759399999999999,512.056,-0.9154493,,-0.14,,208859008.0,,,7.162999999999999,,,,1577750400.0,0.5864,-336100000.0,-2.909,,0.16381514,0.6533575,0.26895002,1640908800.0,1593475200.0,,,111768913.0,2560277760.0,,1561507200.0,1:5,,,,,,,,,,,,https://logo.clearbit.com/borrdrilling.com,694.0,,,,,,,
BRG,Borregaard,Materials,140.4,140.2,140.6,163,,13985.99,-0.005699999999999999,-0.0127,0.0901,0.5121,0.4294,1701,Basic Materials,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1.0,Hjalmar Wessels vei 6,Specialty Chemicals,PO Box 162,141.2,142.6,109.76715,0.016288951,0.6183,,142.6,,56964.0,,141.2,132.42352,2.3,142.6,,56964.0,,,,2.3,1592265600.0,-0.040639999999999996,,,140.2,2.0,NOK,24308.0,,,,13985986560.0,,,84379.0,2.6880622000000005,140.2,140.6,,721000.0,24308.0,144.0,26.242990000000002,,,75.0,140.4,False,0.0163,391200.0,142.6,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRG.OL,finmb_216329283,no_market,,3.1439999999999997,,0.0715,16.262999999999998,0.45846152,,5.35,,99605296.0,,,29.38,,,,1577750400.0,0.56839,372000000.0,3.728,2.3,0.16381514,4.778761,0.07203999999999999,1640908800.0,1593475200.0,,,91492262.0,16360555520.0,,,,,1592265600.0,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,1103.0,47 69 11 87 70,37.660942,,,,,
BOUVET,Bouvet,Information technology,620.0,618.0,620.0,24,,6354.71,0.0231,0.0403,0.0544,0.6236999999999999,1.1,0369,Technology,"Bouvet ASA provides information technology, digital communication, and enterprise management services in Norway, Sweden, and internationally. The company designs, develops, and provides advisory services on IT solutions and digital communication. Bouvet ASA was founded in 2002 and is based in Oslo, Norway.",Oslo,47 23 40 60 00,Norway,[],http://www.bouvet.no,1.0,SÃ¸rkedalsveien 8,Information Technology Services,,606.0,620.0,499.47445999999997,0.013613861000000001,0.4054,,620.0,,5085.0,,606.0,588.58826,8.25,620.0,,5085.0,,,,8.25,1590105600.0,0.810344,,,608.0,2.0,NOK,828.0,,,,6354690048.0,,,3771.0,2.7789783,608.0,620.0,,166400.0,828.0,632.0,44.797688,,3.96,291.0,618.0,False,0.0136,27300.0,620.0,OSL,BOUVET ASA,Bouvet ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOUVET.OL,finmb_34102981,no_market,,2.63,,0.09205,20.64,1.0866666,,13.84,,10249500.0,,,36.035,,,,1577750400.0,0.31916,210491008.0,20.357,8.25,0.16381514,17.205494,0.29916,1640908800.0,1593475200.0,,,7622373.0,6013655040.0,,,,,1590105600.0,,0.41200000000000003,,,,,,,,https://logo.clearbit.com/bouvet.no,1594.0,,30.456353999999997,,,,,
BRA-ME,BRAbank,Financials,5.8,5.85,6.0,12,,549.89,-0.049,,,,,0166,Financial Services,"Easybank ASA provides banking products and services in Norway. It offers savings products, housing and car loans, refinancing services, and invoice purchasing and payment services to the private market, organizations, and companies. The company is based in Oslo, Norway.",Oslo,47 22 99 14 00,Norway,[],http://easybank.no,1.0,Holbergs gate 21,Banks—Regional,,6.1,6.1,0.52828467,,,,6.1,,126435.0,,6.1,1.0595589,,6.1,,126435.0,,,,,,0.427184,,,5.8,2.0,NOK,7081.0,,,,549902336.0,,,353850.0,3.8909652,5.8,6.0,,,7081.0,8.0,,,,0.262,5.85,False,,,6.1,OSL,BRABANK ASA 'NEW',Easybank ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRA-ME.OL,finmb_32430199,no_market,,2.8939999999999997,,0.35246,,3.7992,,,,94794400.0,,,10.606,,,,1577750400.0,0.08111,49812000.0,1.051,,0.16381514,0.5469546,0.0,1640908800.0,1593475200.0,,,37942399.0,408993728.0,,1583884800.0,0:1,,,,-0.09,,,,,,,,https://logo.clearbit.com/easybank.no,,,5.5195055,,,,,
BWE,BW Energy Limited,Energy,17.79,17.67,17.79,167,,4168.27,0.0068000000000000005,0.0762,-0.06860000000000001,,,0277,Energy,"BW Energy Limited engages in the acquisition, exploration, development, and production of oil and natural gas in Africa. It primarily holds interests in three hydrocarbon licenses in Gabon, Brazil, and Namibia. The company was founded in 2016 and is based in Oslo, Norway.",Oslo,47 23 13 00 00,Norway,[],http://www.bwenergy.no,1.0,Drammensveien 151,Oil & Gas E&P,,17.67,17.11,15.838386999999999,,0.0,,18.2,,134838.0,,17.67,18.344117999999998,,17.11,,134838.0,,,,,,,,,17.11,2.0,NOK,84400.0,,,,4168268288.0,,,197378.0,21.223361999999998,17.11,17.79,,,84400.0,25.0,,,,7.62,17.79,False,,,18.2,OSL,BW ENERGY LIMITED,BW Energy Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWE.OL,finmb_144579252,no_market,,21.506999999999998,,0.02138,45.273,-0.2753623,,,,234304000.0,,,1.943,,,,1577750400.0,0.10088000400000001,4200000.0,0.02,,0.16381514,9.155945,0.7214,1640908800.0,1593475200.0,,,65277178.0,4223925248.0,,,,,,,,,,,,,,,https://logo.clearbit.com/bwenergy.no,100.0,47 23 13 00 01,889.50006,,,,,
BWLPG,BW LPG,Energy,40.36,40.3,40.36,487,,5573.58,0.0161,0.0516,0.0944,-0.3561,-0.1343,117438,Industrials,"BW LPG Limited, an investment holding company, engages in shipowning and chartering activities worldwide. It operates through three segments: Very Large Gas Carriers (VLGCs), Large Gas Carriers (LGCs), and Product Services. The company is involved in the transportation of liquefied petroleum gas to oil companies, and trading and utility companies; and product trading and delivery activities. As of February 28, 2020, it had a fleet of 47 vessels, including 35 owned VLGCs, 10 chartered VLGCs, and 2 owned and operated VLGCs by a joint venture with a total carrying capacity of approximately 3 million cubic meters. The company was formerly known as BW Gas LPG Holding Limited and changed its name to BW LPG Limited in September 2013. BW LPG Limited was founded in 1935 and is headquartered in Singapore.",Singapore,65 6705 5588,Singapore,[],http://www.bwlpg.com,1.0,10 Pasir Panjang Road,Marine Shipping,"No. 17-02, Mapletree Business City",39.72,40.0,33.945840000000004,0.027693857000000002,0.3516,,40.64,,458551.0,,39.72,38.01294,1.1,40.0,,458551.0,,,,11.52,1598918400.0,1.571428,,,39.7,2.0,NOK,231163.0,,,,5573594624.0,,,634190.0,5.611190000000001,39.7,40.34,,406100.0,231163.0,85.0,192.19048999999998,,,26.0,40.3,False,0.2901,63000.0,40.64,OSL,BW LPG LTD,BW LPG Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWLPG.OL,finmb_246740269,no_market,,6.577000000000001,,0.41653,13.235999999999999,-0.288189,,0.21,,138096992.0,,,8.564,,,,1577750400.0,0.31128,413743008.0,2.983,0.15,0.16381514,4.712751,0.45400003,1640908800.0,1593475200.0,,,74743080.0,6532662784.0,,,,,1598918400.0,,1.3519999999999999,,,,,,,,https://logo.clearbit.com/bwlpg.com,2004.0,65 6570 6056,13.530004000000002,,,,,
BWO,BW Offshore Limited,Energy,27.92,27.88,27.96,252,,5047.93,0.0287,0.0364,-0.0964,-0.5231,-0.5392,HM11,Energy,"BW Offshore Limited builds, owns, and operates oil and gas floating production, storage, and offloading vessels (FPSOs); and floating, storage, and offloading vessels (FSOs) to the oil and gas industries in the Asia Pacific, the Americas, the European Union, and West Africa. It also offers engineering, procurement, construction, and installation services; and lease and operation services of FPSO units. As of March 8, 2016, the company had a fleet of 14 FPSOs and 1 FSO. It also operates additional two operations and maintenance contracts FPSOs and one new project FPSO. The company was founded in 1982 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.bwoffshore.com,1.0,Clarendon House,Oil & Gas Equipment & Services,2 Church Street,27.14,27.22,30.088394,0.002505527,,,27.96,,529576.0,,27.14,30.194706,0.068,27.22,,529576.0,,,,1.23,1599091200.0,2.906403,,,27.18,2.0,NOK,177519.0,,,,5047936000.0,,,474333.0,4.428014,27.18,27.96,,2337600.0,177519.0,69.212,41.058823,,,12.91,27.88,False,0.0436,737500.0,27.96,OSL,BW OFFSHORE LTD,BW Offshore Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWO.OL,finmb_26954576,no_market,,5.397,,-0.18903999,9.884,-0.54349685,,0.68,,180800000.0,,,4.376,,,,1577750400.0,0.2165,-218200000.0,-1.18,0.034,0.16381514,6.380256,0.50139,1640908800.0,1593475200.0,,,85934138.0,6152606208.0,,1480636800.0,1:50,,1599091200.0,,,,,,,,,,https://logo.clearbit.com/bwoffshore.com,2126.0,,,,,,,
BMA,Byggma,Industrials,108.0,108.0,109.0,2,,754.05,0.0,0.0093,0.0588,0.1851,0.2827,4701,Industrials,"Byggma ASA manufactures and supplies building materials to builders and retailers in the Nordic countries. It offers pre-painted ceilings and wall panels under the Huntonit brand name; I-beams for use in ceilings, walls, and floors in wood-based buildings under the brand name of Masonite; and particle boards, boards, and structural panels for use in buildings, pre painted ceilings, and wall panels under the Forestia brand name. The company also provides home lighting products under the Scan Lamps brand name; doors and windows for new buildings, extensions, or rehabilitation under the brand name of Uldal; a range of lamp and lighting products under the Aneta brand name; and develops, manufactures and distributes MDF panels for walls, ceilings, bathrooms, and kitchens under the brand name of Smartpanel. The company is headquartered in Vennesla, Norway.",Vennesla,47 38 13 71 00,Norway,[],http://www.byggma.no,1.0,Venneslaveien 233,Building Products & Equipment,Postboks 21,108.0,109.0,95.813866,0.009259259,0.09689999,,109.0,,92.0,,108.0,104.17647,1.0,109.0,,92.0,,,,2.0,1598832000.0,0.723522,,,108.0,2.0,NOK,42.0,,,,754048448.0,,,1944.0,0.39048907,108.0,109.0,,170100.0,42.0,109.0,,,2.93,66.0,106.0,False,0.0185,38900.0,109.0,OSL,BYGGMA ASA,Byggma ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BMA.OL,finmb_9391774,no_market,,0.49700000000000005,,0.037360000000000004,4.81,0.21590912,,,,6981930.0,,,130.66,,,,1577750400.0,0.0602,72149000.0,10.338,1.0,0.16381514,0.8265728000000001,0.94914,1640908800.0,1593475200.0,,,807165.0,959564032.0,,,,,1598832000.0,,,,,,,,,,https://logo.clearbit.com/byggma.no,,,10.446895,,,,,
CARA,Carasent,Health care,26.7,26.6,26.7,150,,1084.92,-0.0111,0.0595,0.0471,1.7357,2.4056,,Healthcare,"Carasent ASA provides cloud-based medical record services to the private and public health care industry in Nordic region. The company develops Webdoc, a cloud based EMR-system; and develops a digital platform for interactive health care to communicate through video, tele and health meetings, chat, and other online channels. It also provides training and consulting services. The company was formerly known as Apptix ASA and changed its name to Carasent ASA in May 2019. The company was founded in 1997 and is based in Oslo, Norway.",Oslo,,Norway,[],http://carasent.com,1.0,c/o Advokatsenteret Kristian,Health Information Services,Augusts gate 14,27.0,27.5,19.643066,,0.0,,27.5,,85770.0,,27.0,25.841177,,27.5,,85770.0,,,,,1525996800.0,0.8479059999999999,,,26.5,2.0,NOK,55433.0,,,,1084922496.0,,,93629.0,18.6042,26.5,26.7,,,55433.0,28.9,,,,8.1,26.6,False,,,27.5,OSL,CARASENT ASA,Carasent ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,CARA.OL,finmb_4222700,no_market,,18.97,,-0.06305,100.458,2.1698565,,,,40633800.0,,,2.342,,,,1577750400.0,0.05599,-3677000.0,-0.09,1.4,0.16381514,11.400513,0.62675,1640908800.0,1593475200.0,,,21672550.0,1106240000.0,,1558569600.0,1:4,,1525996800.0,,,,,,,,,,https://logo.clearbit.com/carasent.com,,,,,,,,
