ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,fax,trailingPE,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
EMGS,7041,Energy,131,"Electromagnetic Geoservices ASA, together with its subsidiaries, provides electromagnetic (EM) surveying services to the offshore oil and gas exploration industry. It is involved in the planning, acquisition, processing, modelling, interpretation, and integration of EM data. The company uses its patented electromagnetic survey method to find hydrocarbons in offshore reservoirs. Its products and services include imaging and interpretation, consultancy, magnetotelluric survey, training, and controlled-source electromagnetic surveying services. Electromagnetic Geoservices ASA has operations in Europe, the Middle East, Africa, Norway, North and South America, Asia, and the Pacific Ocean. The company was founded in 2002 and is headquartered in Trondheim, Norway.",Trondheim,Norway,[],http://www.emgs.com,1,Stiklestadveien 1,Oil & Gas Equipment & Services,0.616,0.602,0.8030511,,0,,0.605,,173806,,0.616,0.7212059,,0.602,,173806,,,,,,2.655632,,,0.58,4,NOK,170040,,,,76224544,,,457021,0.9491526,0.58,0.595,,317943000,170040,2.85,-7.2750006,,,0.5,0.585,False,,66256000,0.605,OSL,ELECTROMAGNETIC GE,Electromagnetic Geoservices ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EMGS.OL,finmb_10654493,no_market,,1.444,,0.08489,3.517,-0.7166667,,-0.08,,130970000,,,-0.002,,,,1577750400,0.01382,6817000,0.047,,0.2070489,,0.59531,1640908800,1593475200,,,54838319,115988328,,1467331200,1:40,,,,,,,,,,,https://logo.clearbit.com/emgs.com,,,12.382979,,,,,,
ENDUR,5160,Industrials,176,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.endur.no,1,DamsgArdsveien 229,Conglomerates,1.41,1.41,1.0441387,,0,,1.42,,2381753,,1.41,1.4469118,,1.41,,2381753,,,,,,,,,1.385,4,NOK,309401,,,,393496512,,,3228279,0.7883032,1.385,1.4,,0,309401,3.2,,,,0.532,1.39,False,,0,1.42,OSL,ENDUR ASA,Endúr ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.938,,-0.041389998,-28.448,0.20085478,,,,283091008,,,0.508,,,,1577750400,0.17669001,-26863000,-0.113,,0.2070489,2.7362204,0.70949996,1640908800,1593475200,,,115181242,468225888,,,,,,,,,,,,,,https://logo.clearbit.com/endur.no,47 55 54 24 00,,,LaksevAg,,,,,
EXTX-ME,0379,Healthcare,4,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.exact-tx.com,1,Ullernchausseen 64,Biotechnology,35.6,35,36.19756,,0,,35,,3393,,35.6,36.19756,,35,,3393,,,,,,,,,33,2,NOK,3750,,,,988937408,,,10255,133.13736,33,34.995,,,3750,53.592,,,,26,33,False,,,35,OSL,EXACT THERAPEUTICS,EXACT Therapeutics AS,Europe/Oslo,CEST,False,7200000,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,157.324,,-2.01696,-74.454,0.2253331,,,,29967800,,,1.404,,,,1577750400,,-14981884,-0.5,,0.2070489,23.504272,,1640908800,,,,29885039,1168592384,,1595808000,250:1,,,,,,,,,,,https://logo.clearbit.com/exact-tx.com,,,,,,,,,
ELOP-ME,2316,Technology,,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,Norway,[],http://www.elop.no,1,Nordvikvegen 50,Scientific & Technical Instruments,5.3,5.46,5.2906666,,0,,5.46,,91558,,5.3,5.2906666,,5.46,,91558,,,,,,,,,5.2,2,NOK,4592,,,,365575040,,,301004,,5.2,5.399,,,4592,6.2,,,,4.82,5.2,False,,,5.46,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000,EQUITY,ELOP-ME.OL,finmb_622946747,no_market,,,,0,,0.022662401,,,,70302896,,,,,,,,,,,,0.2070489,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,47 41 64 13 00,,,,,,,,
RISH,5058,Industrials,32,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,Marine Shipping,5.8,5.8,6.132701,0.08620689,0,,5.8,,6539,,5.8,6.1191177,0.5,5.8,,6539,,,,,1428624000,0.991289,,,5.8,2,NOK,308,,,,498988480,,,5914,2.4058769,5.8,6,,110000,308,11.5,,,,4.5,5.8,False,,100000,5.8,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,RISH.OL,finmb_884214,no_market,,7.233,,-1.91897,20.43,-0.21935481,,,,86032496,,,17.506,,,,1577750400,0.01897,-398001984,-4.626,,0.2070489,0.33131498,0.92489,1640908800,1593475200,,,8121469,1500164608,,1176422400,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,47 55 60 68 00,,,,,,,,
EQNR,4035,Energy,21412,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,Norway,[],http://www.equinor.com,1,Forusbeen 50,Oil & Gas Integrated,141.6,141.5,138.44482,0.005014124,,,142,,2238374,,141.6,142.36029,0.71,141.5,,2238374,,,,6.76,1605139200,0.731707,,,140.6,2,NOK,675455,,,,459066638336,,,3316749,8.789161,140.6,141.35,,0,675455,187.2,63.38565,,4.95,95.2,141.3,False,0.047,0,142,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EQNR.OL,finmb_989228,no_market,,9.3,,-0.04413,33.837,-0.064854205,,2.23,,3247729920,,,10.863,,,,1577750400,0.19812,-2304999936,-0.697,,0.2070489,13.01206,0.67271006,1640908800,1593475200,,,1015658280,485762990080,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,47 51 99 00 00,,,,,,,,
EPIC-ME,059818,Energy,,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,Singapore,[],http://www.epic-gas.com,1,8 Eu Tong Sen Street,Oil & Gas Midstream,15.7,16.6,14.059854,,0,,16.6,,0,,15.7,15.014706,,16.6,,0,,,,,,0.321138,,,15.7,2,NOK,0,,,,1673619968,,,283,8.994368,15.7,16.2,,,0,19,523.3333,,,13.4,15.6,False,,,16.6,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.693,,0.01594,41.235,-0.04848486,,0.03,,106600000,,,2.764,,,,1577750400,0,2965409,0.028,,0.2070489,5.680174,0.83456004,1640908800,1593475200,,,17242550,1989619968,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,65 6230 7801,,560.71423,"No.22-89, The Central",,,,,
FLNG,HM08,Energy,8,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.flexlng.com,1,Par-La-Ville Place,Oil & Gas Midstream,46.98,47.6,50.116936,0.004257131,3.7889001,,51.1,,155666,,46.98,50.25559,0.2,47.6,,155666,,,,1.87,1583798400,0.39547,,,46.92,2,NOK,124049,,,,2740701952,,,116934,18.803743,46.92,51,,219600,124049,108.2,361.78574,,,38.1,50.5,False,0.0405,100000,51.1,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FLNG.OL,finmb_36151890,no_market,,22.079,,0.01914,30.681,-0.47760183,,0.14,,54110600,,,15.015,,,,1577750400,0.19859,2790000,0.051,,0.2070489,3.3732934,0.4586,1640908800,1593475200,,,28832284,3218143232,,1552262400,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,441 295 6935,441 295 3494,993.1373,4th Floor 14 Par-La-Ville Road,,,,,
GENT-ME,1596,Healthcare,46,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,Norway,[],http://www.gentian.com,1,Bjornasveien 5,Diagnostics & Research,79.5,77.5,53.505108,,0,,79.5,,29172,,79.5,65.98529,,77.5,,29172,,,,,,0.736526,,,77.5,2,NOK,340,,,,1224514688,,,11756,17.438509,77.5,79.5,,,340,89,,,,38,77.5,False,,,79.5,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,14.972,,-0.27326,-52.504,0.6526315,,,,15402700,,,13.192,,,,1577750400,0.26522,-19188000,-1.248,,0.2070489,6.0263796,0.48766997,1640908800,1593475200,,,6813392,1051349376,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,47 99 33 99 05,,,,,,,,
FKRAFT,5147,Utilities,293,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.fjordkraft.no,1,Folke Bernadottes Vei 38,Utilities—Regulated Electric,93.3,92.1,76.17664,0.03215434,0.71089995,,97.5,,146061,,93.3,82.81177,3,92.1,,146061,,,,3,1587600000,0.182557,,,92.1,2,NOK,80285,,,,10155300864,,,182588,1.9796757,92.1,97.4,,0,80285,97.5,,,,46.1,97.3,False,0.0328,0,97.5,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.765,,0.08692,14.42,0.902287,,,,104586000,,,9.122,,,,1577750400,0.41085997,445884000,4.222,,0.2070489,10.644595,0.3204,1640908800,1593475200,,,85428113,9053135872,,,,,,0.348,,,,,,,,https://logo.clearbit.com/fjordkraft.no,47 23 00 61 00,,22.998577,,,,,,
FRO,HM 08,Energy,157,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,Oil & Gas Midstream,69.2,69.5,79.28659,0.024566475,0.3623,,70.4,,650670,,69.2,72.71912,1.7,69.5,,650670,,,,17.92,1599696000,0.323462,,,69.25,2,NOK,107482,,,,14093702144,,,713028,10.645971,69.25,70.3,,173100,107482,123,163.2558,,,55,70.2,False,0.26139998,75700,70.4,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FRO.OL,finmb_144797851,no_market,,11.776,,0.35037997,22.894,-0.07364863,,0.43,,197692000,,,8.425,,,,1577750400,0.29650998,463852000,2.406,,0.2070489,8.332344,0.50473,1640908800,1593475200,,,98284714,15589158912,,1454544000,1:5,,,183.53,,,,,,,,https://logo.clearbit.com/frontline.bm,441 295 6935,441 295 3494,29.177057,14 Par-la-Ville Road PO Box HM 1593,,,,,
GIG,STJ 3148,Consumer Cyclical,487,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,Malta,[],http://www.gig.com,1,@GiG Beach,Gambling,7.48,7.5,5.418394,,0,,7.57,,161485,,7.48,7.0979414,,7.5,,161485,,,,,,0.837398,,,7.5,2,NOK,28545,,,,675041984,,,193470,,7.5,7.54,,86600,28545,10.92,75,,,2.05,7.48,False,,1568100,7.57,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.1301775,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.2070489,5.535055,0.53973,1640908800,1593475200,,,35872642,661541376,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,356 2711 0277,,,Golden Mile Business Centre Triq Id-Dragunara,,,,,
ENTRA,0185,Real Estate,181,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,Real Estate—Diversified,119.4,119.4,128.8927,0.040201005,0.3717,,120.3,,344305,,119.4,126.1647,4.8,119.4,,344305,,,,4.8,1601596800,0.519744,,,119.1,2,NOK,45996,,,,21801199616,,,393079,8.573024,119.1,119.8,,168600,45996,168.6,16.53315,,3.69,96.2,119.6,False,0.0402,193700,120.3,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.361,,0.91663,19.896,-0.1366238,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,0.2070489,0.95310134,0.22298999,1640908800,1593475200,,,150093205,44149567488,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,47 21 60 51 00,,9.3515625,,,,,,
FJORD,6900,Industrials,1056,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",FlorÃ¸,Norway,[],http://www.fjord1.no,1,Strandavegen 15,Marine Shipping,43.3,43,42.336494,0.06235566,0,,43.9,,21298,,43.3,43.92647,2.7,43,,21298,,,,,1557878400,0.85,,,42.9,2,NOK,8714,,,,4326085632,,,21069,1.5109082,42.9,43.3,,0,8714,46.9,12.336183,,,31,43.1,False,,0,43.9,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.584,,0.0346,12.639,0.16216218,,3.51,,99909600,,,22.786,,,,1577750400,0.11310001,99062000,0.992,,0.2070489,1.9002897,0.85439,1640908800,1593475200,,,14465911,10262751232,,,,,,-0.66,,,,,,,,https://logo.clearbit.com/fjord1.no,47 57 75 70 00,,43.649193,,,,,,
EPR,1661,Consumer Defensive,1814,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,Norway,[],http://www.europris.no,1,Dikeveien 57,Discount Stores,44,43.8,38.94913,0.044318184,0.58669996,,44.58,,375742,,44,44.548237,1.95,43.8,,375742,,,,1.95,1588204800,0.771777,,,43.8,2,NOK,213314,,,,7375629312,,,630998,1.0583785,43.8,44.56,,79600,213314,50.75,17.173746,,,23.88,44.46,False,0.0442,95300,44.58,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EPR.OL,finmb_293420901,no_market,,1.542,,0.078049995,12.062,0.84686196,,2.59,,165819008,,,11.468,,,,1577750400,0.53228,543936000,3.28,,0.2070489,3.8786185,0.03046,1640908800,1593475200,,,159459440,10745330688,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,13.560976,,,,,,
GEOS-ME,6002,Industrials,,"Golden Energy Offshore Services AS, together with its subsidiaries, engages in the shipping business in Europe and Africa. The company owns 4 platform supply vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Ãlesund,Norway,[],http://www.geoff.no,1,St Olavs Plass 1,Marine Shipping,1.05,1.05,1.4929926,,0,,1.05,,184,,1.05,1.0723529,,1.05,,184,,,,,,0.344751,,,1.05,4,NOK,0,,,,47957488,,,960,0.43453127,1.05,0,,,0,5.1,,,,1,1.05,False,,,1.05,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.639,,-0.15581,17.117,,,,,45673800,,,8.079,,,,1577750400,0.4456,-17196492,-0.541,,,0.12996657,0,1640908800,1577750400,,,19335649,291253440,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,47 70 10 26 60,47 70 10 26 61,,,,,,deed147b-b49c-39d3-9c06-87b3993697ec,
GYL,0164,Communication Services,,"Gyldendal ASA, through its subsidiaries publishes and sells books in Norway. It also operates 142 bookstores; and ark.no, an online bookstore. In addition, it publishes dictionaries, and encyclopedias and other reference books in book and digital forms. The company was founded in 1925 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.gyldendalasa.no,1,Sehestedsgate 4,Publishing,474,476,496.43796,0.021097047,0.3696,,476,,50,,474,485.7353,10,476,,50,,,,7,1593129600,0.171312,,,476,2,NOK,8,,,,1098193920,,,51,0.54234505,476,545,,7100,8,600,,,2,326,476,False,0.0148,1300,476,OSL,GYLDENDAL ASA,Gyldendal ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GYL.OL,finmb_9237616,no_market,,0.569,,0.01839,10.152,0.15609753,,,,2307130,,,356.812,,,,1577750400,0,37232000,16.138,,,1.3340358,0.95658,1640908800,1577750400,,,,1151574144,,,,,,-0.103,,,,,,,,https://logo.clearbit.com/gyldendalasa.no,47 22 03 41 00,,29.4956,,,,,416c704a-5f3e-33e9-8594-1e79dea9083e,
GOD,0663,Industrials,,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.goodtech.no,1,Innspurten 15,Engineering & Construction,6.7,6.8,6.4917517,0.2238806,0,,6.9,,9980,,6.7,6.8867645,1.5,6.8,,9980,,,,,1398643200,,,,6.7,2,NOK,16183,,,,151517808,,,27255,0.31355086,6.7,6.9,,27800,16183,9,,,,4.72,6.75,False,,66200,6.9,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.415,,-0.02009,56.423,-0.06293708,,,,22614600,,,8.388,,,,1577750400,0.029460002,-9707000,-0.428,,,0.7987602,0.59415,1640908800,1593475200,,,15198881,200416000,,1336348800,1:10,,,-0.923,,,,,,,,https://logo.clearbit.com/goodtech.no,47 81 56 86 00,,,Etterstad PO Box 6578,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
GRONG-ME,7870,Financial Services,62,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,Norway,[],http://www.grong-sparebank.no,1,Sundspetvegen 2,Banks—Regional,112,112,108.13869,0.0625,0.8255,,112,,20,,112,112.17647,7,112,,20,,,,7,1584057600,0.054574,,,112,2,NOK,50,,,,332917760,,,928,1.8292085,112,112,,,50,118,,,,96,111,False,0.0619,,112,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.38,,0.30028,,0.05660379,,,,2972480,,,262.916,,,,1577750400,0.03611,25826000,8.481,,,0.4259916,0,1640908800,1593475200,,,1992599,1525130624,,,,,,0.362,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,47 74 31 28 60,47 74 31 28 61,13.20599,,,,,e1a9280d-7287-3862-aa78-b95ec7bce240,
GOGL,HM 08,Industrials,37,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels worldwide. It owns and operates dry bulk vessels in the spot and time charter markets. The company transports bulk commodities, such as ores, coal, grains, and fertilizers. As of March 12, 2020, it owned a fleet of 67 vessels. Golden Ocean Group Limited is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.goldenocean.bm,1,Par-la-Ville Place,Marine Shipping,35.82,35.5,35.501167,0.005583473,,,35.52,,543719,,35.82,35.885883,0.2,35.5,,543719,,,,2.24,1583366400,1.718681,,,34.92,2,NOK,212701,,,,5077772288,,,988474,7.0914946,34.92,35.46,,470900,212701,59.6,,,,26.5,35.34,False,0.061300002,400000,35.52,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000,EQUITY,GOGL.OL,finmb_262789605,no_market,,8.964,,-0.17368001,36.665,,,,,143278000,,,9.101,,,,1577750400,0.2715,-124361000,-0.871,,,3.8940775,0.36176997,1640908800,1593475200,,,91444125,6418350080,,1470009600,1:5,,,,,,,,,,,https://logo.clearbit.com/goldenocean.bm,441 295 6935,441 295 3494,,14 Par-la-Ville Road PO Box HM 1593,,,,1296835d-cd18-3452-81bf-438952060e9a,
