ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
EXTX-ME,0379,Healthcare,4,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.exact-tx.com,1,Ullernchausseen 64,,Biotechnology,34,35.5,36.550785,,0,,35.5,,4050,,34,36.550785,,35.5,,4050,,,,,,,,,32.5,2,NOK,,3320,,,,1018905216,,,11847,137.17183,32.5,34,,,3320,53.592,,,,26,33.1,False,,,35.5,OSL,EXACT THERAPEUTICS,EXACT Therapeutics AS,Europe/Oslo,CEST,False,7200000,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,137.172,,-2.01696,-64.917,0.068376064,,,,29967800,,,1.404,,,,1577750400,,-14981884,-0.5,,0.18023336,24.216524,,1640908800,,,,29885039,1018903488,,1595808000,250:1,,,,,,,,,,,https://logo.clearbit.com/exact-tx.com,,,,,,
FJORD,6900,Industrials,1066,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",FlorÃ¸,47 57 75 70 00,Norway,[],http://www.fjord1.no,1,Strandavegen 15,,Marine Shipping,42.5,42.5,42.18768,0.06352941,1.6071,,42.8,,32620,,42.5,44.38485,2.7,42.5,,32620,,,,,1557878400,,,,42.2,2,NOK,42.74194,64298,,,,4236167168,,,26221,1.4934224,42.2,42.4,,0,64298,46.9,12.079773,,,31,42.1,False,,0,42.8,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.603,,0.03494,12.708,0.15489137,,3.51,,99909600,,,22.786,,,,1577750400,0.11310001,99108000,0.992,,0.18023336,1.8607918,0.85439,1640908800,1593475200,,,14520369,10218714112,,,,,,-0.66,,,,,,,,https://logo.clearbit.com/fjord1.no,,,,,,
ENDUR,5160,Industrials,249,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 54 24 00,Norway,[],http://www.endur.no,1,DamsgArdsveien 229,,Conglomerates,1.43,1.435,1.0296521,,0,,1.435,,493499,,1.43,1.4721212,,1.435,,493499,,,,,,,,,1.39,4,NOK,,382549,,,,399158304,,,3092226,0.7545925,1.39,1.41,,0,382549,3.2,,,,0.532,1.4,False,,0,1.435,OSL,ENDUR ASA,Endúr ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.684,,-0.01554,-57.636,0.28828824,,,,283091008,,,0.546,,,,1577750400,0.17669001,-15706000,-0.039,,0.18023336,2.5824175,0.70949996,1640908800,1585612800,,,86700342,361610336,,,,,,0.402,,,,,,,,https://logo.clearbit.com/endur.no,LaksevAg,,,,,
EPIC-ME,059818,Energy,,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1,8 Eu Tong Sen Street,,Oil & Gas Midstream,15.7,16.6,13.977536,,0,,16.6,,1144,,15.7,14.724242,,16.6,,1144,,,,,,0.321138,,,15.7,2,NOK,560.71423,2208,,,,1673619968,,,288,8.994368,15.7,16.1,,,2208,19,,,,13.4,15.2,False,,,16.6,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.693,,0.01594,41.235,0,,,,106600000,,,2.764,,,,1577750400,0,2965409,0.028,,0.18023336,5.680174,0.83456004,1640908800,1593475200,,,17242550,1989619968,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,"No.22-89, The Central",,,,,
EQNR,4035,Energy,21412,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,47 51 99 00 00,Norway,[],http://www.equinor.com,1,Forusbeen 50,,Oil & Gas Integrated,142.7,143.15,139.38797,0.004975473,,,143.55,,2351728,,142.7,141.35,0.71,143.15,,2351728,,,,3.3,1605139200,0.731707,,,141.4,2,NOK,,1868922,,,,462963900416,,,3543411,8.863776,141.4,142.55,,,1868922,187.2,,,4.95,95.2,142.35,False,0.0231,,143.55,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EQNR.OL,finmb_989228,no_market,,9.288,,-0.04413,33.791,-0.048031986,,,,3247729920,,,10.863,,,,1577750400,0.19812,-2304999936,-0.697,,0.18023336,13.122526,0.67271006,1640908800,1593475200,,,1015658280,485107793920,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,,,,,,
FKRAFT,5147,Utilities,293,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,47 23 00 61 00,Norway,[],http://www.fjordkraft.no,1,Folke Bernadottes Vei 38,,Utilities—Regulated Electric,90.3,90.3,75.1471,0.03322259,0.5528,,94,,197710,,90.3,79.77273,3,90.3,,197710,,,,3,1587600000,0.182557,,,90.3,2,NOK,21.79062,238350,,,,9621911552,,,201607,1.8756967,90.3,91.8,,0,238350,94,,,,46.1,91.3,False,0.0349,0,94,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.764,,0.08692,14.415,0.91313565,,,,104586000,,,9.122,,,,1577750400,0.41085997,445884000,4.222,,0.18023336,10.085507,0.3204,1640908800,1593475200,,,85428113,9049829376,,,,,,0.348,,,,,,,,https://logo.clearbit.com/fjordkraft.no,,,,,,
ENTRA,0185,Real Estate,181,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,,Real Estate—Diversified,124.6,124.5,130.7558,0.038523275,0.3717,,126,,247783,,124.6,126.85152,4.8,124.5,,247783,,,,4.8,1601596800,0.519744,,,123.7,2,NOK,9.7578125,285372,,,,22748286976,,,403673,8.945453,123.7,124.6,,168600,285372,168.6,17.251383,,3.68,96.2,124.4,False,0.0385,193700,126,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.755,,0.91663,20.348,-0.064564526,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,0.18023336,0.994506,0.22298999,1640908800,1593475200,,,150093205,45151293440,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,,,,,,
GOGL,HM 08,Industrials,37,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels worldwide. It owns and operates dry bulk vessels in the spot and time charter markets. The company transports bulk commodities, such as ores, coal, grains, and fertilizers. As of March 12, 2020, it owned a fleet of 67 vessels. Golden Ocean Group Limited is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.goldenocean.bm,1,Par-la-Ville Place,441 295 3494,Marine Shipping,37.04,37.06,35.7329,0.005399568,,,37.12,,858706,,37.04,35.920002,0.2,37.06,,858706,,,,2.24,1583366400,1.718681,,,36.1,2,NOK,,610963,,,,5264033792,,,1031571,7.3516226,36.1,36.56,,470900,610963,59.6,,,,26.5,36.52,False,0.058000002,400000,37.12,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000,EQUITY,GOGL.OL,finmb_262789605,no_market,,9.068,,-0.17368001,37.09,-0.27937746,,,,143278000,,,9.101,,,,1577750400,0.2715,-124361000,-0.871,,0.18023336,4.036919,0.36176997,1640908800,1593475200,,,91444125,6492854784,,1470009600,1:5,,,,,,,,,,,https://logo.clearbit.com/goldenocean.bm,14 Par-la-Ville Road PO Box HM 1593,,,,,
GENT-ME,1596,Healthcare,46,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,47 99 33 99 05,Norway,[],http://www.gentian.com,1,Bjornasveien 5,,Diagnostics & Research,74.5,81.5,52.70942,,0,,82,,15139,,74.5,62.10606,,81.5,,15139,,,,,,,,,70,2,NOK,,227285,,,,1186007936,,,8571,16.89013,70,78,,,227285,82,,,,38,75.5,False,,,82,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,14.643,,-0.27326,-47.428,0.5360825,,,,15402700,,,13.52,,,,1577750400,0.26522,-19188000,-2.59,,0.18023336,5.6952662,0.48766997,1640908800,1593475200,,,6773345,1028245312,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,,,,,,
GJF,0191,Financial Services,3620,"Gjensidige Forsikring ASA operates as a general insurance company in Norway, Denmark, Sweden, Lithuania, Latvia, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers various insurance products, including motor vehicles, property, leisure boats, and accident and health insurance products, as well as insurance products in the areas of liability, commercial, municipality, and agriculture, coastal and marine/transport, and defined contribution scheme; travel; and life and pet insurance products. The company also provides pension and savings products comprising occupational pensions, private pension savings, spouse/cohabitant pension, child's pension, and individual disability pensions. It distributes its products through its distribution network, as well as through agents, partnerships, brokers, telephone, digital solutions, and sales offices to private and commercial customers. The company is headquartered in Oslo, Norway. Gjensidige Forsikring ASA is a subsidiary of Gjensidigestiftelsen.",Oslo,47 91 50 31 00,Norway,[],http://www.gjensidige.no,1,Schweigaardsgate 21,,Insurance—Diversified,185.5,186,183.98624,0.038274933,0,,191.1,,235826,,185.5,188.74243,7.1,186,,235826,,,,,1585267200,0.430313,,,186,2,NOK,24.232038,330531,,,,95449997312,,,465975,3.4607282,186,191.1,,118100,330531,208.8,20.052519,,,145.25,190.8,False,,96300,191.1,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GJF.OL,finmb_4497069,no_market,,1.945,,0.14283,10.203,0.075362325,,9.52,,500000000,,,56.1,,,,1577750400,0.30024,3939399936,7.878,,0.18023336,3.402852,0.6395,1640908800,1593475200,,,497370053,53650993152,,,,,,0.455,,,,,,,,https://logo.clearbit.com/gjensidige.no,,,,,,
FLNG,HM08,Energy,8,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.flexlng.com,1,Par-La-Ville Place,441 295 3494,Oil & Gas Midstream,48.6,48.58,51.2029,0.0041152267,1.8944,,48.58,,110084,,48.6,50.35788,0.2,48.58,,110084,,,,1.87,1583798400,0.586409,,,46.76,2,NOK,927.05884,180452,,,,2558349056,,,120603,17.552635,46.76,47.48,,219600,180452,108.2,337.71426,,,38.1,47.42,False,0.038399998,100000,48.58,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FLNG.OL,finmb_36151890,no_market,,22.191,,0.01914,30.835,-0.4458381,,0.14,,54110600,,,15.015,,,,1577750400,0.19859,2790000,0.051,,0.18023336,3.148851,0.4586,1640908800,1593475200,,,28836612,3234376448,,1552262400,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,4th Floor 14 Par-La-Ville Road,,,,,
GIG,STJ 3148,Consumer Cyclical,487,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,356 2711 0277,Malta,[],http://www.gig.com,1,@GiG Beach,,Gambling,7.1,7.1,5.389565,,0,,7.21,,130168,,7.1,6.881212,,7.1,,130168,,,,,,0.837398,,,6.9,2,NOK,,192972,,,,638139712,,,196745,,6.9,7.1,,86600,192972,10.92,70.9,,,2.05,6.92,False,,1568100,7.21,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.20758933,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.18023336,5.2324724,0.53973,1640908800,1593475200,,,35872642,638139904,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,Golden Mile Business Centre Triq Id-Dragunara,,,,,
RISH,5058,Industrials,32,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,,Marine Shipping,6.25,6.25,6.331739,0.08,0,,6.25,,4437,,6.25,6.181818,0.5,6.25,,4437,,,,,1428624000,0.991289,,,5.95,2,NOK,,596,,,,537705024,,,5863,2.6647425,5.95,5.95,,110000,596,11.5,,,,4.5,5.55,False,,100000,6.25,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,RISH.OL,finmb_884214,no_market,,8.148,,-0.90569,20.269,-0.246988,,,,86032800,,,20.62,,,,1577750400,0.01897,-182755008,-2.124,,0.18023336,0.30310377,0.92489,1640908800,1585612800,,,8121469,1644138240,,1176422400,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,,,,,,
FRO,HM 08,Energy,157,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,441 295 3494,Oil & Gas Midstream,74.1,74.1,79.425896,0.016194332,0.3623,,75,,342766,,74.1,72.21667,1.2,74.1,,342766,,,,27.07,1591142400,0.323462,,,73.8,2,NOK,52.668537,261527,,,,14782350336,,,792697,13.079689,73.8,74.8,,173100,261527,123,174.4186,,,55,74.7,False,0.3653,75700,75,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FRO.OL,finmb_144797851,no_market,,14.913,,0.23472,33.901,0.008163214,,0.43,,197692000,,,8.114,,,,1577750400,0.29650998,265272000,1.424,,0.18023336,9.243283,0.50473,1640908800,1585612800,,,98284714,16853899264,,1454544000,1:5,,,3.13,,,,,,,,https://logo.clearbit.com/frontline.bm,14 Par-la-Ville Road PO Box HM 1593,,,,,
EPR,1661,Consumer Defensive,1814,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,,Norway,[],http://www.europris.no,1,Dikeveien 57,,Discount Stores,44.7,44.22,38.444027,0.043624163,0.58669996,,44.9,,428387,,44.7,45.10424,1.95,44.22,,428387,,,,1.95,1588204800,0.771777,,,43.84,2,NOK,13.506098,440754,,,,7345781760,,,658478,1.0540954,43.84,44.2,,79600,440754,50.75,17.104248,,,23.6,44.14,False,0.0436,95300,44.9,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EPR.OL,finmb_293420901,no_market,,1.546,,0.078049995,12.091,0.875,,2.59,,165819008,,,11.468,,,,1577750400,0.53228,543936000,3.28,,0.18023336,3.8629227,0.03046,1640908800,1593475200,,,159459440,10771861504,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,,,,
GRONG-ME,7870,Financial Services,62,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,47 74 31 28 60,Norway,[],http://www.grong-sparebank.no,1,Sundspetvegen 2,47 74 31 28 61,Banks—Regional,111,112,108.05797,0.06306306,0.8255,,113,,990,,111,112,7,112,,990,,,,7,1584057600,0.054574,,,112,2,NOK,13.3239,920,,,,335890240,,,989,1.8455408,112,113,,,920,118,,,,96,111,False,0.0631,,113,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.38,,0.30028,,-0.008928597,,,,2972480,,,262.916,,,,1577750400,0.03611,25826000,8.481,,,0.4297951,0,1640908800,1593475200,,,1992599,1525130624,,,,,,0.362,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,,,,,e1a9280d-7287-3862-aa78-b95ec7bce240,
GOD,0663,Industrials,,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,47 81 56 86 00,Norway,[],http://www.goodtech.no,1,Innspurten 15,,Engineering & Construction,7.1,7,6.544348,0.2112676,0,,7,,46412,,7.1,6.8984847,1.5,7,,46412,,,,,1398643200,1.193379,,,6.5,2,NOK,755.5556,127280,,,,153779280,,,26033,0.34116086,6.5,6.8,,27800,127280,9,,,,4.72,6.7,False,,66200,7,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.409,,0.00045000002,-43.407,-0.0138888955,,,,22614600,,,10.152,,,,1577750400,0.029460002,-8442000,0.009,,,0.66981876,0.59415,1640908800,1585612800,,,12468544,184264080,,1336348800,1:10,,,-0.839,,,,,,,,https://logo.clearbit.com/goodtech.no,Etterstad PO Box 6578,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
HAVI,6099,Industrials,498,"Havila Shipping ASA, together with its subsidiaries, engages in the shipping business. It manages and operates offshore service vessels primarily in the Norwegian, British, and Danish sectors of the North Sea; and Asia, Brazil, Gabonese Republic, and the Netherlands. The company operates a fleet of 23 vessels, including 5 anchor handling vessels, 14 platform supply vessels, a rescue recovery vessel, and 3 subsea vessels. Its anchor handling tug and supply vessels are used for moving rigs and putting out anchors, as well as for supply services; platform supply vessels are used to carry goods, water, drilling mud, chemicals, etc. to and from the offshore installations; subsea vessels are used for under water construction work, as well as for support for under water operations; and rescue-and recovery vessels are used to offer security services, such as oil spill preparedness, fire protection, and rescue operation. The company was founded in 2003 and is headquartered in FosnavÃ¥g, Norway. Havila Shipping ASA is a subsidiary of Havila Holding AS.",FosnavÃ¥g,47 70 08 09 00,Norway,[],http://www.havilashipping.no,1,P.O. Box 215,47 70 08 09 01,Marine Shipping,2.99,3.2,2.6277897,,0,,3.2,,18478,,2.99,2.7057576,,3.2,,18478,,,,,1210809600,1.425667,,,3.01,4,NOK,,12686,,,,73468768,,,26907,0.09532188,3.01,3.09,,270700,12686,4.3,-1.545,,,1.5,3.01,False,,200000,3.2,OSL,HAVILA SHIPPING,Havila Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HAVI.OL,finmb_11146483,no_market,,5.859,,-0.59742,18.201,-0.16480446,,-2,,23776300,,,-53.249,,,,1577750400,0.00425,-460457984,-19.366,,,,0.68297,1640908800,1585612800,,,9678381,4515985920,,1515024000,1:100,,,,,,,,,,,https://logo.clearbit.com/havilashipping.no,,,,,97d680e0-43b0-3386-b16b-bae208f3d7f9,
HAFNIA,HM 1189,Industrials,,"Hafnia Limited, owns and operates oil product tankers. The company operates in four segments: Long Range II (LR2), Long Range I (LR1), Medium Range (MR), and Handy size (Handy). It transports oil and oil products to national and international oil companies, and chemical companies, as well as trading and utility companies. The company provides ship owning, ship-management, chartering, investment, and agency office services. As of April 29, 2020, the company operated a fleet of 174 vessels in pools, including newbuilds, of which 102 are owned or chartered-in including six owned LR2s, 27 owned and nine chartered-in LR1s, 41 owned and six chartered-in MRs, and 13 owned Handy vessels. The company is based in Hamilton, Bermuda. Hafnia Limited is a subsidiary of BW Group Limited.",Hamilton,,Bermuda,[],http://www.hafniabw.com,1,Washington Mall Phase 2,,Marine Shipping,16.14,16.3,17.820612,0.0035315987,0.1685,,16.68,,76621,,16.14,16.108484,0.057,16.3,,76621,,,,1.6,1590624000,,,,15.9,2,NOK,46.783627,110566,,,,5807920128,,,267351,6.583481,15.9,16.06,,,110566,29.23,,,,14.6,15.96,False,0.097799994,,16.68,OSL,HAFNIA LIMITED,Hafnia Limited,Europe/Oslo,CEST,False,7200000,EQUITY,HAFNIA.OL,finmb_589287859,no_market,,8.101,,0.13709,25.014,Infinity,,,,362995008,,,3.141,,,,1577750400,0.017380001,120939000,0.342,,,5.0939193,0.66471,1640908800,1585612800,,,114169325,7146320896,,,,,,1.763,,,,,,,,https://logo.clearbit.com/hafniabw.com,4th Floor Suite 400 22 Church Street,,,,003a7a08-8701-3187-95d4-d196d2081dad,
