ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
EMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000,MUTUALFUND,EMAS.OL,finmb_268054902,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENDUR,5160,Industrials,249,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 54 24 00,Norway,[],http://www.endur.no,1,DamsgArdsveien 229,Conglomerates,1.42,1.445,1.0193986,,0,,1.445,,919950,,1.42,1.5079411,,1.445,,919950,,,,,,,,,1.445,4,NOK,1,,,,409066528,,,3084743,0.7733236,1.445,1.445,,0,1,3.2,,,,0.532,1.415,False,,0,1.445,OSL,ENDUR ASA,Endúr ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.688,,-0.01554,-57.976,0.13599992,,,,283091008,,,0.546,,,,1577750400,0.17669001,-15706000,-0.039,,0.15364361,2.6465201,0.70949996,1640908800,1585612800,,,87390757,363741248,,,,,,0.402,,,,,,,,https://logo.clearbit.com/endur.no,LaksevAg,,,,,,,
GEOS-ME,6002,Industrials,,"Golden Energy Offshore Services AS, together with its subsidiaries, engages in the shipping business in Europe and Africa. The company owns 4 platform supply vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Ãlesund,47 70 10 26 60,Norway,[],http://www.geoff.no,1,St Olavs Plass 1,Marine Shipping,1.03,1.03,1.6550725,,0,,1.03,,0,,1.03,1.14,,1.03,,0,,,,,,0.344751,,,1.03,4,NOK,0,,,,47044012,,,969,0.42625448,1.03,0,,,0,5.9,,,,1,0,False,,,1.03,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.633,,-0.15581,17.076,-0.8254237,,,,45673800,,,8.079,,,,1577750400,0.4456,-17196492,-0.541,,0.15364361,0.12749101,0,1640908800,1577750400,,,19335649,290545120,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,,,47 70 10 26 61,,,,,
RISH,5058,Industrials,32,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,Marine Shipping,6.1,6.1,6.4241304,0.08196721,0,,6.1,,4128,,6.1,6.127941,0.5,6.1,,4128,,,,,1428624000,0.991289,,,6.1,2,NOK,200,,,,524800064,,,5900,2.6007884,6.1,6.1,,110000,200,11.5,,,,4.5,5.7,False,,100000,6.1,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,RISH.OL,finmb_884214,no_market,,8.084,,-0.90569,20.11,-0.17567569,,,,86032800,,,20.62,,,,1577750400,0.01897,-182755008,-2.124,,0.15364361,0.29582927,0.92489,1640908800,1585612800,,,8121469,1631233280,,1176422400,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,,,,,,,,
EPR,1661,Consumer Defensive,1814,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,,Norway,[],http://www.europris.no,1,Dikeveien 57,Discount Stores,46.08,46.1,38.096546,0.042317707,0.58669996,,46.3,,465862,,46.08,45.39941,1.95,46.1,,465862,,,,1.95,1588204800,0.771777,,,45.72,2,NOK,145950,,,,7607776256,,,680384,1.0916908,45.72,45.92,,79600,145950,50.75,17.714287,,,23.6,45.88,False,0.044,95300,46.3,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EPR.OL,finmb_293420901,no_market,,1.588,,0.078049995,12.423,0.8535801,,2.59,,165819008,,,11.468,,,,1577750400,0.53228,543936000,3.28,,0.15364361,4.0006976,0.03046,1640908800,1593475200,,,159459440,11067018240,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,13.987805,,,,,,
FKRAFT,5147,Utilities,293,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,47 23 00 61 00,Norway,[],http://www.fjordkraft.no,1,Folke Bernadottes Vei 38,Utilities—Regulated Electric,86.6,87,74.484055,0.034642033,0.5528,,88.5,,150383,,86.6,78.479416,3,87,,150383,,,,3,1587600000,0.182557,,,86.6,2,NOK,112125,,,,9214026752,,,231859,1.5651082,86.6,88.1,,0,112125,88.9,,,,44.2,87.8,False,0.0364,0,88.5,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.453,,0.07124,14.419,0.90748894,,,,104586000,,,11.131,,,,1577750400,0.41085997,419416000,3.982,,0.15364361,7.9148326,0.3204,1640908800,1585612800,,,85416677,8554118144,,,,,,0.366,,,,,,,,https://logo.clearbit.com/fjordkraft.no,,22.12456,,,,,,
GOGL,HM 08,Industrials,37,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels worldwide. It owns and operates dry bulk vessels in the spot and time charter markets. The company transports bulk commodities, such as ores, coal, grains, and fertilizers. As of March 12, 2020, it owned a fleet of 67 vessels. Golden Ocean Group Limited is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.goldenocean.bm,1,Par-la-Ville Place,Marine Shipping,36.48,37.08,35.854637,0.0082236845,,,37.3,,593449,,36.48,35.97647,0.3,37.08,,593449,,,,2.24,1583366400,1.718681,,,36.76,2,NOK,266462,,,,5307017216,,,1026838,7.380421,36.76,37.1,,470900,266462,59.6,,,,26.5,37.04,False,0.059699997,400000,37.3,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000,EQUITY,GOGL.OL,finmb_262789605,no_market,,9.077,,-0.16155,34.958,-0.27475148,,,,143278000,,,9.389,,,,1577750400,0.2715,-116166000,-0.818,,0.15364361,3.9450421,0.36176997,1640908800,1585612800,,,91444125,6527238144,,1470009600,1:5,,,,,,,,,,,https://logo.clearbit.com/goldenocean.bm,14 Par-la-Ville Road PO Box HM 1593,,441 295 3494,,,,,
ENTRA,0185,Real Estate,181,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,Real Estate—Diversified,127.5,126.7,131.71811,0.03764706,0.3717,,128.1,,227681,,127.5,126.8,4.8,126.7,,227681,,,,4.8,1601596800,0.519744,,,126.7,2,NOK,75722,,,,23185403904,,,409630,9.117343,126.7,127.4,,168600,75722,168.6,17.582874,,3.68,96.2,127.2,False,0.0376,193700,128.1,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.941,,0.91663,20.561,-0.025229394,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,0.15364361,1.0136158,0.22298999,1640908800,1593475200,,,150093205,45624836096,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,,9.9453125,,,,,,
FLNG,HM08,Energy,8,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.flexlng.com,1,Par-La-Ville Place,Oil & Gas Midstream,50.55,52,51.942898,0.003956479,1.8944,,52,,67954,,50.55,49.765,0.2,52,,67954,,,,1.87,1583798400,0.586409,,,50.3,2,NOK,10491,,,,2743407360,,,121849,19.734188,50.3,51,,219600,10491,108.2,362.14285,,,38.1,50.7,False,0.037,100000,52,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FLNG.OL,finmb_36151890,no_market,,24.523,,0.03976,34.276,-0.41425264,,0.14,,54110600,,,15.136,,,,1577750400,0.19859,5528000,0.101,,0.15364361,3.34963,0.4586,1640908800,1585612800,,,28836612,3409112064,,1552262400,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,4th Floor 14 Par-La-Ville Road,501.9802,441 295 3494,,,,,
EPIC-ME,059818,Energy,,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1,8 Eu Tong Sen Street,Oil & Gas Midstream,17.6,16.6,13.935507,,0,,16.6,,976,,17.6,14.508823,,16.6,,976,,,,,,0.321138,,,15.7,2,NOK,2208,,,,1673619968,,,253,8.994368,15.7,16.1,,,2208,19,,,,13.4,15.2,False,,,16.6,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,11.781,,0.01594,45.433,0.23076928,,,,106600000,,,2.764,,,,1577750400,0,2965409,0.028,,0.15364361,5.680174,0.83456004,1640908800,1593475200,,,17242550,2192160000,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,"No.22-89, The Central",560.71423,,,,,,
GIG,STJ 3148,Consumer Cyclical,487,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,356 2711 0277,Malta,[],http://www.gig.com,1,@GiG Beach,Gambling,7.16,7.5,5.360652,,0,,7.5,,321390,,7.16,6.647941,,7.5,,321390,,,,,,0.837398,,,7.14,2,NOK,19386,,,,645340160,,,217041,,7.14,7.26,,86600,19386,10.92,71.7,,,2.05,7.17,False,,1568100,7.5,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.26789367,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.15364361,5.291513,0.53973,1640908800,1593475200,,,37877068,644440256,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,Golden Mile Business Centre Triq Id-Dragunara,,,,,,,
EQNR,4035,Energy,21412,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,47 51 99 00 00,Norway,[],http://www.equinor.com,1,Forusbeen 50,Oil & Gas Integrated,145.7,146.1,140.0876,0.0048730266,,,147.1,,2995184,,145.7,140.61618,0.71,146.1,,2995184,,,,3.3,1605139200,0.731707,,,145.2,2,NOK,566638,,,,472759533568,,,3783282,9.051321,145.2,145.65,,,566638,187.2,,,4.95,95.2,145.55,False,0.022,,147.1,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EQNR.OL,finmb_989228,no_market,,9.485,,-0.04413,34.51,-0.020174861,,,,3248090112,,,10.863,,,,1577750400,0.19812,-2304999936,-0.697,,0.15364361,13.398693,0.67271006,1640908800,1593475200,,,1016182440,495427190784,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,,,,,,,,
GJF,0191,Financial Services,3620,"Gjensidige Forsikring ASA operates as a general insurance company in Norway, Denmark, Sweden, Lithuania, Latvia, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers various insurance products, including motor vehicles, property, leisure boats, and accident and health insurance products, as well as insurance products in the areas of liability, commercial, municipality, and agriculture, coastal and marine/transport, and defined contribution scheme; travel; and life and pet insurance products. The company also provides pension and savings products comprising occupational pensions, private pension savings, spouse/cohabitant pension, child's pension, and individual disability pensions. It distributes its products through its distribution network, as well as through agents, partnerships, brokers, telephone, digital solutions, and sales offices to private and commercial customers. The company is headquartered in Oslo, Norway. Gjensidige Forsikring ASA is a subsidiary of Gjensidigestiftelsen.",Oslo,47 91 50 31 00,Norway,[],http://www.gjensidige.no,1,Schweigaardsgate 21,Insurance—Diversified,188.2,188.6,184.40508,0.037725825,0,,189.7,,263855,,188.2,187.43236,7.1,188.6,,263855,,,,,1585267200,0.430313,,,188,2,NOK,46532,,,,94400004096,,,483749,3.4226587,188,188.9,,118100,46532,208.8,19.831932,,,145.25,188.7,False,,96300,189.7,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GJF.OL,finmb_4497069,no_market,,1.896,,0.14283,9.946,0.10771048,,9.52,,500000000,,,56.1,,,,1577750400,0.30024,3939399936,7.878,,0.15364361,3.3654191,0.6395,1640908800,1593475200,,,497370053,52299538432,,,,,,0.455,,,,,,,,https://logo.clearbit.com/gjensidige.no,,23.965475,,,,,,
GENT-ME,1596,Healthcare,46,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,47 99 33 99 05,Norway,[],http://www.gentian.com,1,Bjornasveien 5,Diagnostics & Research,64,65,52.32319,,0,,65,,10212,,64,59.25,,65,,10212,,,,,,0.736526,,,65,2,NOK,3450,,,,1001175488,,,7552,16.03112,65,66,,,3450,66.8,,,,38,65,False,,,65,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,13.265,,-0.61030996,-33.087,0.30879343,,,,15402700,,,13.222,,,,1577750400,0.26522,-38115000,-2.477,,0.15364361,4.916049,0.48766997,1640908800,1585612800,,,6773345,828409984,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,,,,,,,,
GRONG-ME,7870,Financial Services,,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,47 74 31 28 60,Norway,[],http://www.grong-sparebank.no,1,Sundspetvegen 2,Banks—Regional,111,111,108.03623,0.06306306,0.9235,,111,,235,,111,112.14706,7,111,,235,,,,7,1584057600,,,,110,2,NOK,704,,,,329945280,,,926,1.8129162,110,113,,,704,118,,,,96,0,False,0.0631,,111,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.347,,0.30029,,0.057142854,,,,2972480,,,232.823,,,,1577750400,0.03611,39895000,8.48,,,0.47675702,0,1640908800,1593475200,,,1992599,1519185664,,,,,,0.362,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,,13.089623,47 74 31 28 61,,,,e1a9280d-7287-3862-aa78-b95ec7bce240,
GOD,0663,Industrials,,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,47 81 56 86 00,Norway,[],http://www.goodtech.no,1,Innspurten 15,Engineering & Construction,7.1,7.1,6.54471,0.2112676,0,,7.7,,44880,,7.1,6.8264704,1.5,7.1,,44880,,,,,1398643200,1.193379,,,6.8,2,NOK,65357,,,,166217312,,,23257,0.36875477,6.8,7.35,,27800,65357,9,,,,4.72,7.3,False,,66200,7.7,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.424,,0.00045000002,-45.006,0.09230769,,,,22614600,,,10.152,,,,1577750400,0.029460002,-8442000,0.009,,,0.7239952,0.59415,1640908800,1585612800,,,12468544,191048448,,1336348800,1:10,,,-0.839,,,,,,,,https://logo.clearbit.com/goodtech.no,Etterstad PO Box 6578,816.6667,,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
GYL,0164,Communication Services,,"Gyldendal ASA, through its subsidiaries publishes and sells books in Norway. It also operates 142 bookstores; and ark.no, an online bookstore. In addition, it publishes dictionaries, and encyclopedias and other reference books in book and digital forms. The company was founded in 1925 and is based in Oslo, Norway.",Oslo,47 22 03 41 00,Norway,[],http://www.gyldendalasa.no,1,Sehestedsgate 4,Publishing,498,600,494.21014,0.02008032,0.4337,,600,,21,,498,485.61765,10,600,,21,,,,7,1593129600,0.171312,,,590,2,NOK,126,,,,1361206656,,,45,0.67223436,590,0,,7100,126,600,,,2.01,326,470,False,0.014099999,1300,600,OSL,GYLDENDAL ASA,Gyldendal ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GYL.OL,finmb_9237616,no_market,,0.596,,0.01839,10.641,0.27692306,,,,2307130,,,356.812,,,,1577750400,0,37232000,16.138,,,1.6535318,0.95658,1640908800,1577750400,,,,1206945280,,,,,,-0.103,,,,,,,,https://logo.clearbit.com/gyldendalasa.no,,36.559673,,,,,416c704a-5f3e-33e9-8594-1e79dea9083e,
HAVI,6099,Industrials,498,"Havila Shipping ASA, together with its subsidiaries, engages in the shipping business. It manages and operates offshore service vessels primarily in the Norwegian, British, and Danish sectors of the North Sea; and Asia, Brazil, Gabonese Republic, and the Netherlands. The company operates a fleet of 23 vessels, including 5 anchor handling vessels, 14 platform supply vessels, a rescue recovery vessel, and 3 subsea vessels. Its anchor handling tug and supply vessels are used for moving rigs and putting out anchors, as well as for supply services; platform supply vessels are used to carry goods, water, drilling mud, chemicals, etc. to and from the offshore installations; subsea vessels are used for under water construction work, as well as for support for under water operations; and rescue-and recovery vessels are used to offer security services, such as oil spill preparedness, fire protection, and rescue operation. The company was founded in 2003 and is headquartered in FosnavÃ¥g, Norway. Havila Shipping ASA is a subsidiary of Havila Holding AS.",FosnavÃ¥g,47 70 08 09 00,Norway,[],http://www.havilashipping.no,1,P.O. Box 215,Marine Shipping,3,3.19,2.6319203,,0,,3.19,,20511,,3,2.6105883,,3.19,,20511,,,,,1210809600,1.425667,,,3.19,4,NOK,88,,,,75846400,,,26707,0.09840673,3.19,3.17,,270700,88,4.3,-1.595,,,1.5,3.05,False,,200000,3.19,OSL,HAVILA SHIPPING,Havila Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HAVI.OL,finmb_11146483,no_market,,5.856,,-0.59742,18.192,-0.082568824,,-2,,23776300,,,-53.249,,,,1577750400,0.00425,-460457984,-19.366,,,,0.68297,1640908800,1585612800,,,9678381,4513845760,,1515024000,1:100,,,,,,,,,,,https://logo.clearbit.com/havilashipping.no,,,47 70 08 09 01,,,,97d680e0-43b0-3386-b16b-bae208f3d7f9,
HAFNIA,HM 1189,Industrials,,"Hafnia Limited, owns and operates oil product tankers. The company operates in four segments: Long Range II (LR2), Long Range I (LR1), Medium Range (MR), and Handy size (Handy). It transports oil and oil products to national and international oil companies, and chemical companies, as well as trading and utility companies. The company provides ship owning, ship-management, chartering, investment, and agency office services. As of April 29, 2020, the company operated a fleet of 174 vessels in pools, including newbuilds, of which 102 are owned or chartered-in including six owned LR2s, 27 owned and nine chartered-in LR1s, 41 owned and six chartered-in MRs, and 13 owned Handy vessels. The company is based in Hamilton, Bermuda. Hafnia Limited is a subsidiary of BW Group Limited.",Hamilton,,Bermuda,[],http://www.hafniabw.com,1,Washington Mall Phase 2,Marine Shipping,16.4,16.88,18.011763,0.00347561,0.1685,,16.88,,96895,,16.4,16.054117,0.057,16.88,,96895,,,,1.6,1590624000,,,,16.3,2,NOK,21156,,,,6076536320,,,285158,6.8879666,16.3,16.8,,,21156,29.23,,,,14.6,16.38,False,0.0941,,16.88,OSL,HAFNIA LIMITED,Hafnia Limited,Europe/Oslo,CEST,False,7200000,EQUITY,HAFNIA.OL,finmb_589287859,no_market,,8.265,,0.13709,25.522,Infinity,,,,362995008,,,3.141,,,,1577750400,0.017380001,120939000,0.342,,,5.3295126,0.66471,1640908800,1585612800,,,114169325,7291518976,,,,,,1.763,,,,,,,,https://logo.clearbit.com/hafniabw.com,4th Floor Suite 400 22 Church Street,48.947365,,,,,003a7a08-8701-3187-95d4-d196d2081dad,
