ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AUSS,5392,Consumer Defensive,6507,"Austevoll Seafood ASA, a seafood company, engages in the salmon, white fish, and pelagic businesses in Norway, the European Union, Eastern Europe, Africa, the Pacific, North America, South America, and Central America. The company is involved in the ownership and operation of fishing vessels, as well as farming, harvesting, processing, sale, and distribution of salmon and trout. It also produces white fish products, fishmeals, and fish oils; omega-3 oil; and canned and frozen fish products The company was founded in 1981 and is headquartered in StorebÃ¸, Norway. Austevoll Seafood ASA is a subsidiary of Laco AS.",StorebÃ¸,47 56 18 10 00,Norway,[],http://www.auss.no,1,Alfabygget,Farm Products,,78.45,78.45,78.64412,0.031867433,0.7353,,79.75,,139891,,78.45,81.21764,2.5,78.45,,139891,,,,2.5,1590710400,0.075903,,,78.25,2,NOK,96472,,,,15853276160,,,220825,0.69435114,78.25,78.8,,756000,96472,97.8,6.551293,,4.62,65.05,78.7,False,0.0319,741400,79.75,OSL,AUSTEVOLL SEAFOOD,Austevoll Seafood ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AUSS.OL,finmb_27488652,no_market,,1.447,,0.030079998,13.233,-0.059263527,,11.99,,201824000,,,61.05,,,,1577750400,0.20028,686803008,3.401,,0.106000066,1.2866503,0.57595,1640908800,1593475200,,,84852895,33047169024,,,,,,-0.322,,,,,,,,https://logo.clearbit.com/auss.no,47 56 18 10 03,23.09615,,,,,
BAKKA,625,Consumer Defensive,1663,"P/F Bakkafrost, together with its subsidiaries, produces and sells salmon products under the Bakkafrost and HavsbrÃºn brands in the United States, Europe, China, and internationally. The company operates through four segments: Fish Farming FO; Fish Farming SCT; Value Added Products; and Fishmeal, Fish Oil, and Fish Feed. It is involved in the breeding and on-growing of salmon; harvesting, sale, and distribution of salmon; and production of skinless and boneless portions of salmon. The company also produces and sells fishmeal, fish oil, and fish feed. The company also exports its products. P/F Bakkafrost was founded in 1968 and is headquartered in Glyvrar, Denmark.",Glyvrar,45 298 40 50 00,Denmark,[],http://www.bakkafrost.com,1,Bakkavegur 9,Farm Products,PO Box 221,569,569,556.6412,0.002884007,0,,574,,133188,,569,560.7941,1.641,569,,133188,,,,,1586131200,0.181325,,,562.5,2,NOK,95315,,,,33268871168,,,116474,,562.5,563.5,,18300,95315,720,17.985956,,,452.4,562.5,False,,11100,574,OSL,P/F BAKKAFROST,P/F Bakkafrost,Europe/Oslo,CEST,False,7200000,EQUITY,BAKKA.OL,finmb_60013463,no_market,,,,0.14679,,0.12674618,,31.33,,59039700,,,13.119,,,,1577750400,0.53531,,3.037,,0.106000066,42.95297,0.15884,1640908800,1593475200,,,49680301,33636472832,,,,,,1.501,,,,,,,,https://logo.clearbit.com/bakkafrost.com,45 298 40 50 09,185.54495,,,,,
ATEA,0605,Technology,7222,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,47 22 09 50 00,Norway,[],http://www.atea.com,1,Karvesvingen 5,Information Technology Services,Box 6472 Etterstad,108,108,97.16765,0.060185187,0.7065,,111.6,,23611,,108,105.435295,6.5,108,,23611,,,,6.5,1571875200,0.621686,,,108,2,NOK,13577,,,,12207002624,,,52829,0.32403383,108,111.8,,20000,13577,137,16.017317,,5.54,66.2,111.2,False,0.0602,264300,111.6,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ATEA.OL,finmb_700601,no_market,,0.335,,0.01354,12.191,-0.11166668,,6.93,,109973000,,,33.081,,,,1577750400,0.58987,510000000,4.601,,0.106000066,3.3554003,0.25162,1640908800,1593475200,,,81691394,12605175808,,1149206400,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,,24.12519,,,,,
BSP-ME,0459,Consumer Cyclical,,"Black Sea Property AS focuses on operating holiday resort under the Aheloy Beach Resort name in Bulgaria. The company was founded in 2015 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.blackseaproperty.no,1,Sagveien 23 A,Lodging,,2.5,2.18,2.917353,,0,,2.5,,325,,2.5,2.7782354,,2.18,,325,,,,,,-6.272964,,,2.18,4,NOK,122,,,,38525752,,,587,,2.18,2.5,,,122,6.85,,,,1.5,2.18,False,,,2.5,OSL,BLACK SEA.PROPERTY,Black Sea Property AS,Europe/Oslo,CEST,False,7200000,EQUITY,BSP-ME.OL,finmb_321493830,no_market,,,,0,-38.143,-0.52463865,,,,16643100,,,6.561,,,,1577750400,,-6767000,-0.737,,0.106000066,0.38103947,,1640908800,1577750400,,,6894127,137582560,,1564531200,1:25,,,,,,,,,,,https://logo.clearbit.com/blackseaproperty.no,,,,,,,
BOUVET,0369,Technology,1594,"Bouvet ASA provides information technology, digital communication, and enterprise management services in Norway, Sweden, and internationally. The company designs, develops, and provides advisory services on IT solutions and digital communication. Bouvet ASA was founded in 2002 and is based in Oslo, Norway.",Oslo,47 23 40 60 00,Norway,[],http://www.bouvet.no,1,SÃ¸rkedalsveien 8,Information Technology Services,,590,578,478.9853,0.013983051,0.4054,,580,,3131,,590,569.82355,8.25,578,,3131,,,,8.25,1590105600,0.8,,,560,2,NOK,3221,,,,5883212800,,,4034,2.572796,560,572,,166400,3221,618,41.473988,,4.03,291,568,False,0.0139999995,27300,580,OSL,BOUVET ASA,Bouvet ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BOUVET.OL,finmb_34102981,no_market,,2.558,,0.09205,20.077,0.9531772,,13.84,,10249500,,,36.035,,,,1577750400,0.31916,210491008,20.357,,0.106000066,15.928958,0.29916,1640908800,1593475200,,,7622373,5849662464,,,,,,0.412,,,,,,,,https://logo.clearbit.com/bouvet.no,,28.196688,,,,,
BRG,1701,Basic Materials,1103,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1,Hjalmar Wessels vei 6,Specialty Chemicals,PO Box 162,140.8,141,105.29154,0.016335227,0.6183,,144,,108436,,140.8,125.23529,2.3,141,,108436,,,,2.3,1592265600,0.010843,,,141,2,NOK,147202,,,,14145372160,,,87572,2.7186954,141,142.2,,721000,147202,144,26.542057,,,75,141.6,False,0.0163,391200,144,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BRG.OL,finmb_216329283,no_market,,3.068,,0.0715,15.867,0.43324542,,5.35,,99605296,,,29.38,,,,1577750400,0.56839,372000000,3.728,,0.106000066,4.83322,0.07204,1640908800,1593475200,,,91491267,15962182656,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,47 69 11 87 70,38.09013,,,,,
BOR,3712,Industrials,,"Borgestad ASA develops, manufactures, distributes, and installs refractory products in Norway. The company also develops and manages real estate properties. Its properties include Agora Bytom, a shopping center with a gross area of 52,000 square meters and a rental area of approximately 30,000 square meters, as well as a parking garage with 820 parking spaces in Poland; and Borgestad Business Park, a rented commercial premises used for the storage, production, and offices. Borgestad ASA was founded in 1904 and is headquartered in Skien, Norway.",Skien,47 35 54 24 00,Norway,[],http://borgestad.no,1,Gunnar Knudsensveg 144,Building Products & Equipment,,14.6,14.5,13.111618,,0,,14.5,,12161,,14.6,15.373529,,14.5,,12161,,,,,1307664000,1.386144,,,13.9,2,NOK,37891,,,,183237120,,,21886,0.21096219,13.9,14.5,,75000,37891,32,-3.4042552,,,9.1,13.9,False,,75000,14.5,OSL,BORGESTAD ASA,Borgestad ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BOR.OL,finmb_878193,no_market,,1.374,,-0.038429998,32.944,-0.29245287,,-4.23,,12724800,,,39.838,,,,1577750400,0,-33378000,-3.459,,0.106000066,0.3614639,0.88801,1640908800,1593475200,,,3296749,1193333504,,,,,,,,,,,,,,https://logo.clearbit.com/borgestad.no,,,,,,,
BON,0152,Industrials,3935,"Bonheur ASA, together with its subsidiaries, engages in the renewable energy, shipping/offshore wind, and cruise businesses primarily in Norway and internationally. The company's Renewable Energy segment develops, constructs, and operates wind farms with an installed capacity of 679 MW. Its Shipping/Offshore Wind segment owns and operates three self-propelled jack-up vessels for the transportation, installation, and service of offshore wind turbines. The company's Cruise segment owns and operates four cruise ships with an overall berth capacity of approximately 3,700 passengers, as well as operates river cruise vessel. Its Other Investments segment offers publications; PR software services; and software as a service-based Web and social monitoring solutions for small and medium businesses to leverage and understand online data. Bonheur ASA was incorporated in 1897 and is headquartered in Oslo, Norway.",Oslo,47 22 34 10 00,Norway,[],http://www.bonheur.no,1,Fred. Olsens gate 2,Conglomerates,,228,230,204.60883,0.01885965,,,234,,38971,,228,235.04411,4.3,230,,38971,,,,4.3,1590624000,0.904216,,,228,2,NOK,21471,,,,9824869376,,,29642,1.3358504,228,219.5,,50900,21471,250,,,2.68,134,230.5,False,0.0179,100000,234,OSL,BONHEUR ASA,Bonheur ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BON.OL,finmb_878177,no_market,,1.94,,-0.0892,17.296,0.24371862,,,,42531900,,,142.862,,,,1577750400,0.23837,-656028032,-15.424,,0.106000066,1.616945,0.53275,1640908800,1593475200,,,19534048,14271872000,,1149120000,4:1,,,,,,,,,,,https://logo.clearbit.com/bonheur.no,,,,,,,
BDRILL,HM11,Energy,694,"Borr Drilling Limited operates as an offshore drilling contractor to the oil and gas industry worldwide. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, including the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for exploration and production. The company serves oil and gas exploration and production companies, such as integrated oil companies, state-owned national oil companies, and independent oil and gas companies. As of December 31, 2019, it operated a fleet of 27 jack-up drilling rigs and one semi-submersible rig. The company was formerly known as Magni Drilling Limited and changed its name to Borr Drilling Limited in December 2016.Borr Drilling Limited was founded in 2016 and is based in Hamilton, Bermuda.",Hamilton,441 737 0152,Bermuda,[],http://www.borrdrilling.com,1,S.E. Pearman Building,Oil & Gas Drilling,2nd Floor 9 Par-la-Ville Road,6.72,6.725,8.426213,,0,,6.85,,360423,,6.72,8.111618,,6.725,,360423,,,,,,3.689285,,,6.68,2,NOK,334970,,,,1051712384,,,1089061,2.7409756,6.68,6.865,,0,334970,80,-47.85714,,,2.5995,6.69,False,,0,6.85,OSL,BORR DRILLING LTD,Borr Drilling Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BDRILL.OL,finmb_412495516,no_market,,7.622,,-0.87594,584.891,-0.85801667,,-0.14,,156972000,,,7.163,,,,1577750400,0.5864,-336100000,-2.909,,0.106000066,0.9353622,0.26895002,1640908800,1593475200,,,102587610,2924453120,,1561507200,1:5,,,,,,,,,,,https://logo.clearbit.com/borrdrilling.com,,,,,,,
COV,111 22,Healthcare,47,"ContextVision AB (publ), a medical technology software company, provides image analysis and artificial intelligence software solutions to original equipment manufacturers worldwide. It operates through two segments, Medical Imaging and Digital Pathology. The company offers image enhancement software for 2D/3D/4D ultrasound, radiography, magnetic resonance imaging (MRI), and mammography. Its products include US PLUSView, an image enhancement software product for women's health, general imaging, cardiovascular, and point of care applications; VolarView, an image enhancement software for the handheld ultrasound market segment; GOPiCE, a technology for volumetric image enhancement in real-time; and REALiCE, a volumetric image enhancement and rendering solution for visualization. The company also provides Altumira/Altumira Plus, a solution for various digital radiography systems; GOPView XR2Plus for x-ray systems for human and veterinary examinations; and Orthopedic Package for orthopedic imaging. In addition, it offers GOPView MRI2Plus, an image enhancement solution for MRI; GOPView Mammo3, an image enhancement software for screening and diagnostic mammography; and INIFY Prostate, an AI-based software that outlines and quantifies suspected cancerous areas in a series of prostate biopsies. ContextVision AB (publ) was founded in 1983 and is headquartered in Stockholm, Sweden.",Stockholm,46 87 50 35 50,Sweden,[],http://www.contextvision.com,1,Klara Norra Kyrkogata 31,Health Information Services,,22.48,22.6,17.684586,,0,,23.9,,233933,,22.48,23.491236,,22.6,,233933,,,,,1212969600,1.16024,,,22.52,2,NOK,167517,,,,1769394944,,,207265,,22.52,22.93,,140000,167517,30.9,87.96155,,,5.05,22.915,False,,140000,23.9,OSL,CONTEXTVISION AB,ContextVision AB (publ),Europe/Oslo,CEST,False,7200000,EQUITY,COV.OL,finmb_786673,no_market,,,,0.10281,,1.3989475,,0.26,,77367504,,,0.808,,,,1577750400,0.08879,,-0.033,,0.106000066,28.304455,0.7414,1640908800,1593475200,,,20426567,1470137216,,1597795200,10:1,,,-0.7,,,,,,,,https://logo.clearbit.com/contextvision.com,,,,,,,
DNO,0250,Energy,1318,"DNO ASA engages in the exploration, development, and production of oil and gas assets in the Middle East and the North Sea. Its flagship project is the Tawke field that is located in the Kurdistan region of Iraq. As of December 31, 2019, its proven reserves consisted of 205.6 million barrels of oil equivalent (MMboe); proven and probable reserves included 344.8 MMboe; and proven, probable, and possible reserves consisted of 539.9 MMboe. The company was founded in 1971 and is headquartered in Oslo, Norway.",Oslo,47 23 23 84 80,Norway,[],http://www.dno.no,1,Dokkveien 1,Oil & Gas E&P,Aker Brygge,4.752,4.75,5.09992,0.009259259,,,4.91,,4706513,,4.752,5.440118,0.044,4.75,,4706513,,,,0.4,1571961600,2.213253,,,4.69,4,NOK,3139701,,,,4965713408,,,5492005,6.3712,4.69,4.837,,728400,3139701,13.92,14.672727,,,2.5,4.827,False,0.0802,162000,4.91,OSL,DNO ASA,DNO ASA,Europe/Oslo,CEST,False,7200000,EQUITY,DNO.OL,finmb_878127,no_market,,6.763,,-0.19066,16.55,-0.62453175,,0.33,,975433024,,,0.988,,,,1577750400,0.14917,-148600000,-0.15,,0.106000066,4.90081,0.40448,1640908800,1593475200,,,536593797,5271243264,,1150416000,4:1,,,,,,,,,,,https://logo.clearbit.com/dno.no,47 23 23 84 81,,,,,,
BWO,HM11,Energy,2126,"BW Offshore Limited builds, owns, and operates oil and gas floating production, storage, and offloading vessels (FPSOs); and floating, storage, and offloading vessels (FSOs) to the oil and gas industries in the Asia Pacific, the Americas, the European Union, and West Africa. It also offers engineering, procurement, construction, and installation services; and lease and operation services of FPSO units. As of March 8, 2016, the company had a fleet of 14 FPSOs and 1 FSO. It also operates additional two operations and maintenance contracts FPSOs and one new project FPSO. The company was founded in 1982 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.bwoffshore.com,1,Clarendon House,Oil & Gas Equipment & Services,2 Church Street,27.62,27.32,29.46544,0.002461984,,,28.1,,380299,,27.62,32.635296,0.068,27.32,,380299,,,,1.23,1599091200,2.716265,,,27.32,2,NOK,404464,,,,4990080000,,,488686,4.377263,27.32,27.7,,2337600,404464,69.212,40.588234,,,12.91,27.6,False,0.0431,737500,28.1,OSL,BW OFFSHORE LTD,BW Offshore Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BWO.OL,finmb_26954576,no_market,,5.473,,-0.18903999,10.023,-0.4782313,,0.68,,180800000,,,4.376,,,,1577750400,0.2165,-218200000,-1.18,,0.106000066,6.30713,0.50139,1640908800,1593475200,,,84549212,6239390208,,1480636800,1:50,,,,,,,,,,,https://logo.clearbit.com/bwoffshore.com,,,,,,,
BEWI-ME,7263,Consumer Cyclical,,"BEWi ASA engages in the development and manufacture of packaging solutions in Europe. It offers fish boxes, bicycle helmets, medicine packaging, and highchairs, as well as insulation products for building and infrastructure. BEWi ASA was incorporated in 2020 and is based in Hammarvika, Norway.",Hammarvika,,Norway,[],,1,Hammarvikringen 64,Packaging & Containers,,22.9,22.9,21.77143,,0,,22.9,,104198,,22.9,21.77143,,22.9,,104198,,,,,,,,,22,2,NOK,8268,,,,3181024000,,,95682,,22,22.4,,,8268,23,,,,20,22.1,False,,,22.9,OSL,BEWI ASA,BEWi ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BEWI-ME.OL,finmb_683162681,no_market,,,,0,,0.112745166,,,,0,,,,,,,,,,,,0.106000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWE,0277,Energy,100,"BW Energy Limited engages in the acquisition, exploration, development, and production of oil and natural gas in Africa. It primarily holds interests in three hydrocarbon licenses in Gabon, Brazil, and Namibia. The company was founded in 2016 and is based in Oslo, Norway.",Oslo,47 23 13 00 00,Norway,[],http://www.bwenergy.no,1,Drammensveien 151,Oil & Gas E&P,,17.81,17.8,15.271941,,0,,18.7,,217960,,17.81,18.539412,,17.8,,217960,,,,,,,,,17.8,2,NOK,50629,,,,4194041600,,,217813,21.354591,17.8,18.1,,,50629,25,,,,7.62,17.93,False,,,18.7,OSL,BW ENERGY LIMITED,BW Energy Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BWE.OL,finmb_144579252,no_market,,21.877,,0.02138,46.051,-0.21325052,,,,234304000,,,1.943,,,,1577750400,0.100880004,4200000,0.02,,0.106000066,9.212558,0.7214,1640908800,1593475200,,,65277178,4296559616,,,,,,,,,,,,,,https://logo.clearbit.com/bwenergy.no,47 23 13 00 01,895,,,,,
BMA,4701,Industrials,,"Byggma ASA manufactures and supplies building materials to builders and retailers in the Nordic countries. It offers pre-painted ceilings and wall panels under the Huntonit brand name; I-beams for use in ceilings, walls, and floors in wood-based buildings under the brand name of Masonite; and particle boards, boards, and structural panels for use in buildings, pre painted ceilings, and wall panels under the Forestia brand name. The company also provides home lighting products under the Scan Lamps brand name; doors and windows for new buildings, extensions, or rehabilitation under the brand name of Uldal; a range of lamp and lighting products under the Aneta brand name; and develops, manufactures and distributes MDF panels for walls, ceilings, bathrooms, and kitchens under the brand name of Smartpanel. The company is headquartered in Vennesla, Norway.",Vennesla,47 38 13 71 00,Norway,[],http://www.byggma.no,1,Venneslaveien 233,Building Products & Equipment,Postboks 21,104,107,93.525734,0.009615385,0.09689999,,108,,9151,,104,104.76471,1,107,,9151,,,,2,1598832000,0.686144,,,106,2,NOK,237,,,,740084608,,,2262,0.3832578,106,106,,170100,237,109,,,2.97,66,103,False,0.019199999,38900,108,OSL,BYGGMA ASA,Byggma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BMA.OL,finmb_9391774,no_market,,0.482,,0.03736,4.67,0.24705887,,,,6981930,,,130.66,,,,1577750400,0.0602,72149000,10.338,,0.106000066,0.8112659,0.94914,1640908800,1593475200,,,326316,931632000,,,,,,,,,,,,,,https://logo.clearbit.com/byggma.no,,10.253433,,,,,
CARA,,Healthcare,,"Carasent ASA provides cloud-based medical record services to the private and public health care industry in Nordic region. The company develops Webdoc, a cloud based EMR-system; and develops a digital platform for interactive health care to communicate through video, tele and health meetings, chat, and other online channels. It also provides training and consulting services. The company was formerly known as Apptix ASA and changed its name to Carasent ASA in May 2019. The company was founded in 1997 and is based in Oslo, Norway.",Oslo,,Norway,[],http://carasent.com,1,c/o Advokatsenteret Kristian,Health Information Services,Augusts gate 14,27.5,28,18.454412,,0,,28,,188462,,27.5,24.294117,,28,,188462,,,,,1525996800,0.558433,,,27,2,NOK,88153,,,,1097112576,,,89961,18.813234,27,27.2,,,88153,28.9,,,,7.5,27,False,,,28,OSL,CARASENT ASA,Carasent ASA,Europe/Oslo,CEST,False,7200000,EQUITY,CARA.OL,finmb_4222700,no_market,,18.482,,-0.06305,97.875,2.4739451,,,,40633800,,,2.342,,,,1577750400,0.05599,-3677000,-0.09,,0.106000066,11.528608,0.62675,1640908800,1593475200,,,22614853,1077796224,,1558569600,1:4,,,,,,,,,,,https://logo.clearbit.com/carasent.com,,,,,,,
BGBIO,5009,Healthcare,36,"BerGenBio ASA, a clinical-stage biopharmaceutical company, develops medicines to treat immune evasive, drug resistant, and metastatic cancers. Its lead candidate is Bemcentinib, a bioavailable small molecule AXL inhibitor, which is in Phase II clinical development in two major cancer indications. The Phase II clinical trial program focuses on lung cancer, acute myeloid leukaemia, and myelodysplastic syndrome, as well as melanoma and triple negative breast cancer. In addition, it is developing tilvestamab, a function blocking antibody that is in Phase I clinical trial; and BGB601, a Phase I clinical trial antibody drug conjugate against human AXL that is linked to a cytotoxin. BerGenBio ASA has a collaboration agreement with Merck & Co. for clinical trials. The company was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 96 11 59,Norway,[],http://www.bergenbio.com,1,Jonas Lies vei 91,Biotechnology,,32.55,33,31.209421,,0,,33.7,,434600,,32.55,34.07794,,33,,434600,,,,,,2.009397,,,31.9,2,NOK,263012,,,,2796683008,,,598318,12828.821,31.9,32.15,,0,263012,54,-8.324676,,,11.4,31.95,False,,0,33.7,OSL,BERGENBIO ASA,BerGenBio ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BGBIO.OL,finmb_107144331,no_market,,9149.261,,0,-8.772,1.6207926,,-3.85,,87260000,,,9.085,,,,1577750400,0.18125,-218016992,-3.264,,0.106000066,3.527793,0.45501998,1640908800,1593475200,,,52011200,1994539008,,,,,,,,,,,,,,https://logo.clearbit.com/bergenbio.com,,,,,,,
CLOUD-ME,0273,Utilities,,"Cloudberry Clean Energy AS operates as a renewable energy company. The company owns, develops, and operates hydropower plants and wind farms in Norway and Sweden. Cloudberry Clean Energy AS was founded in 2017 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.cloudberry.no,1,FrOeyas Gate 15,Utilities—Renewable,,13.324,13.302,12.758342,,0,,13.9,,259981,,13.324,12.335529,,13.302,,259981,,,,,,,,,13.16,2,NOK,57658,,,,766224960,,,129323,2742.2078,13.16,13.65,,,57658,19,,,,10.54,13.5,False,,,13.9,OSL,CLOUDBERRY CLEAN,Cloudberry Clean Energy AS,Europe/Oslo,CEST,False,7200000,EQUITY,CLOUD-ME.OL,finmb_657338383,no_market,,1900.482,,0,-203.746,-0.08307779,,,,55147200,,,1.271,,,,1577750400,,-2609160,-0.687,,0.106000066,10.739574,,1640908800,,,,14542165,531030880,,,,,,,,,,,,,,https://logo.clearbit.com/cloudberry.no,,,,,,,
BWLPG,117438,Industrials,2004,"BW LPG Limited, an investment holding company, engages in shipowning and chartering activities worldwide. It operates through three segments: Very Large Gas Carriers (VLGCs), Large Gas Carriers (LGCs), and Product Services. The company is involved in the transportation of liquefied petroleum gas to oil companies, and trading and utility companies; and product trading and delivery activities. As of February 28, 2020, it had a fleet of 47 vessels, including 35 owned VLGCs, 10 chartered VLGCs, and 2 owned and operated VLGCs by a joint venture with a total carrying capacity of approximately 3 million cubic meters. The company was formerly known as BW Gas LPG Holding Limited and changed its name to BW LPG Limited in September 2013. BW LPG Limited was founded in 1935 and is headquartered in Singapore.",Singapore,65 6705 5588,Singapore,[],http://www.bwlpg.com,1,10 Pasir Panjang Road,Marine Shipping,"No. 17-02, Mapletree Business City",37.8,37.98,33.516766,0.02910053,0.3516,,38.26,,638370,,37.8,37.74353,1.1,37.98,,638370,,,,11.52,1598918400,1.525903,,,37.06,2,NOK,332228,,,,5123398144,,,714096,5.1579566,37.06,37.14,,406100,332228,85,176.66667,,,26,37.06,False,0.2965,63000,38.26,OSL,BW LPG LTD,BW LPG Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BWLPG.OL,finmb_246740269,no_market,,6.476,,0.41653,13.034,-0.23447597,,0.21,,138096992,,,8.564,,,,1577750400,0.31128,413743008,2.983,,0.106000066,4.3320875,0.45400003,1640908800,1593475200,,,70685670,6432583168,,,,,,1.352,,,,,,,,https://logo.clearbit.com/bwlpg.com,65 6570 6056,12.437143,,,,,
DNB,0191,Financial Services,9020,"DNB ASA provides various banking products and services for retail and corporate customers in Norway and internationally. The company offers savings and investment products, including saving accounts, home savings products, equities, retirement savings, fixed rate deposits, exchange traded products, bonds and commercial papers, and asset management services; and loans, such as home mortgages, car and consumer loans, trade finance, and export financing, as well as overdraft facilities, bank guarantees, and leasing and factoring services. It also provides various cards; a range of insurance products comprising car, boat, motor vehicle, household contents, home, holiday home, travel, and life insurance products, as well as pet insurance for cats and dogs; and pension plans. In addition, the company offers investment banking advisory and financing services, such as mergers and acquisitions, and equity and debt capital markets for corporations and private equity firms; and foreign exchange and treasury, cash management, research, commodities, equities, corporate finance, interest rates, securities, real estate broking, and internet and mobile banking services. It offers its products and services to various sectors, including energy; financial institutions; healthcare; manufacturing; packaging and forest products; seafood; shipping, offshore, and logistics; and telecom, media, and technology. The company distributes its products and services through its branches, in-store postal and banking outlets, and post office counters. DNB ASA was founded in 1822 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.dnb.no,1,Dronning Eufemias gate 30,Banks—Regional,BjÃ¸rvika,128.7,130.45,128.56662,0.06993007,0,,130.5,,1212780,,128.7,141.00735,9,130.45,,1212780,,,,,1588118400,0.926506,,,129.05,2,NOK,1730244,,,,200462843904,,,1750363,4.104649,129.05,129.65,,246400,1730244,178.1,8.689516,,,94.26,129.65,False,,327700,130.5,OSL,DNB ASA,DNB ASA,Europe/Oslo,CEST,False,7200000,EQUITY,DNB.OL,finmb_9778651,no_market,,19.414,,0.43046,,-0.13350284,,14.88,,1550370048,,,154.097,,,,1577750400,0.37327,19740000256,12.557,,0.106000066,0.8390819,0.42226002,1640908800,1593475200,,,889201447,948136837120,,,,,,-0.182,,,,,,,,https://logo.clearbit.com/dnb.no,,10.297046,,,,,
