ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,address2,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
EPR,Europris,Consumer discretionary,44.32,44.28,44.36,190,,7349.08,-0.0098,-0.0165,-0.0466,0.3502,0.8268000000000001,1661,Consumer Defensive,1814.0,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",Rolvsoy,,Norway,[],http://www.europris.no,1.0,Dikeveien 57,Discount Stores,44.68,44.68,37.150504999999995,0.04364369,0.58669996,,44.88,,531337.0,,44.68,45.57294,1.95,44.68,,531337.0,,,,1.95,1588204800.0,0.794767,,,44.24,2.0,NOK,78921.0,,,,7342465536.0,,,754249.0,1.0536195,44.24,44.36,,79600.0,78921.0,50.75,17.096525,,,23.6,44.24,False,0.0427,95300.0,44.88,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPR.OL,finmb_293420901,no_market,,1.56,,0.078049995,12.199000000000002,0.7613814999999999,,2.59,,165819008.0,,,11.468,,,,1577750400.0,0.53228,543936000.0,3.28,,0.103224516,3.8611786,0.03046,1640908800.0,1593475200.0,,,159459440.0,10868035584.0,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,13.5,,,,,
EXTX-ME,EXACT Therapeutics,Health care,38.1,38.71,40.9,8,,1141.77,-0.0661,0.0948,,,,0379,Healthcare,4.0,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.phoenixsolutions.no,1.0,Ullernchausseen 64,Biotechnology,40.795,40.0,,,0.0,,40.0,,,,40.795,,,40.0,,,,,,,,,,,38.1,2.0,NOK,789.0,,,,1141773184.0,,,,153.71313,38.1,40.895,,,789.0,40.0,,,,38.1,38.71,False,,,40.0,OSL,EXACT THERAPEUTICS,Phoenix Solutions AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,164.58599999999998,,-2.0169599999999996,-77.891,,,,,29967800.0,,,1.4040000000000001,,,,1577750400.0,,-14981884.0,-0.5,,0.103224516,27.13675,,1640908800.0,,,,29885039.0,1222534400.0,,,,,,,,,,,,,,https://logo.clearbit.com/phoenixsolutions.no,,,,,,,,
FJORD,Fjord1,Industrials,45.3,45.1,45.3,1,,4525.16,0.0,0.0067,0.0022,0.2377,0.1586,6900,Industrials,1056.0,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",Floro,47 57 75 70 00,Norway,[],http://www.fjord1.no,1.0,Strandavegen 15,Marine Shipping,45.3,45.3,41.346379999999996,0.05960265,1.6071,,45.3,,11868.0,,45.3,44.791176,2.7,45.3,,11868.0,,,,,1557878400.0,0.860991,,,45.3,2.0,NOK,110.0,,,,4525904896.0,,,29625.0,1.6173482,45.3,45.3,,0.0,110.0,46.9,12.905983,,,31.0,45.1,False,,0.0,45.3,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.722,,0.059789999999999996,13.369000000000002,0.16452432,,3.51,,99909600.0,,,22.394000000000002,,,,1577750400.0,0.11310001,167319008.0,1.675,,0.103224516,2.0228634,0.85439,1640908800.0,1585612800.0,,,14464912.0,10416307200.0,,,,,,,,,,,,,,https://logo.clearbit.com/fjord1.no,,,27.044777000000003,,,,,
FKRAFT,Fjordkraft Holding,Utilities,81.1,81.1,81.3,95,,8481.94,-0.0012,-0.0086,0.0318,0.4557,0.8020999999999999,5147,Utilities,293.0,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,47 23 00 61 00,Norway,[],http://www.fjordkraft.no,1.0,Folke Bernadottes Vei 38,Utilities—Regulated Electric,81.2,81.2,72.457245,0.036945812,0.5528,,81.3,,155734.0,,81.2,77.35588,3.0,81.2,,155734.0,,,,3.0,1587600000.0,0.1875,,,80.4,2.0,NOK,118100.0,,,,8481924608.0,,,247708.0,1.4407523000000002,80.4,81.3,,0.0,118100.0,85.9,,,,42.1,81.1,False,0.0373,0.0,81.3,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.357,,0.07124,13.467,0.73866093,,,,104586000.0,,,11.130999999999998,,,,1577750400.0,0.41085997,419416000.0,3.9819999999999998,,0.103224516,7.2859583,0.3204,1640908800.0,1585612800.0,,,85416677.0,7989427712.0,,,,,,0.366,,,,,,,,https://logo.clearbit.com/fjordkraft.no,,,20.36665,,,,,
FLNG,FLEX LNG,Energy,50.2,50.25,50.55,45,,2716.35,-0.0118,-0.0118,0.1251,-0.4370000000000001,-0.5244,HM08,Energy,8.0,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.flexlng.com,1.0,Par-La-Ville Place,Oil & Gas Midstream,50.8,49.7,54.938766,0.003937008,1.8944,,51.25,,66545.0,,50.8,46.986470000000004,0.2,49.7,,66545.0,,,,1.87,1583798400.0,0.541164,,,49.7,2.0,NOK,11677.0,,,,2716352256.0,,,148993.0,19.539572,49.7,50.55,,219600.0,11677.0,111.6,358.57144,,,38.1,50.25,False,0.0368,100000.0,51.25,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,FLNG.OL,finmb_36151890,no_market,,24.62,,0.039760000000000004,34.412,-0.53382087,,0.14,,54110600.0,,,15.136,,,,1577750400.0,0.19859000000000002,5528000.0,0.10099999999999999,,0.103224516,3.3165962999999996,0.4586,1640908800.0,1585612800.0,,,28836612.0,3422639616.0,,1552262400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,441 295 3494,4th Floor 14 Par-La-Ville Road,497.0297,,,,,
FRO,Frontline,Energy,74.45,74.3,74.5,510,,14718.19,0.0061,0.0681,0.0666,-0.2366,0.2569,HM 08,Energy,157.0,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1.0,Par-la-Ville Place,Oil & Gas Midstream,74.0,74.6,82.42446,0.016216216999999998,0.3623,,75.45,,362934.0,,74.0,71.08382399999999,1.2,74.6,,362934.0,,,,27.07,1591142400.0,0.257861,,,74.05,2.0,NOK,187547.0,,,,15004428288.0,,,1176833.0,13.276187,74.05,74.45,,173100.0,187547.0,123.0,173.13953,,,55.0,74.3,False,0.3802,75700.0,75.45,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,FRO.OL,finmb_144797851,no_market,,14.248,,0.23471999999999998,32.39,0.051698685,,0.43,,197692000.0,,,8.113999999999999,,,,1577750400.0,0.29650998,265272000.0,1.4240000000000002,,0.103224516,9.175498,0.50473,1640908800.0,1585612800.0,,,98284714.0,16102668288.0,,1454544000.0,1:5,,,3.13,,,,,,,,https://logo.clearbit.com/frontline.bm,441 295 3494,14 Par-la-Ville Road PO Box HM 1593,52.2823,,,,,
GIG,Gaming Innovation Group,Consumer discretionary,7.73,7.65,7.73,283,,690.2,0.0633,0.0446,0.3804,-0.0562,-0.2973,STJ 3148,Consumer Cyclical,594.0,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,356 2711 0277,Malta,[],http://www.gig.com,1.0,@GiG Beach,Gambling,7.27,7.75,5.292464,,0.0,,8.37,,237253.0,,7.27,5.9738235,,7.75,,237253.0,,,,,,0.8860459999999999,,,7.69,2.0,NOK,448017.0,,,,695743296.0,,,252870.0,,7.69,7.73,,86600.0,448017.0,12.2,77.299995,,,2.05,7.61,False,,1568100.0,8.37,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000.0,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.50549,,-0.3652174,,0.1,,90005600.0,,,1.355,,,,1577750400.0,0.13146,,-0.08,,0.103224516,5.704797,0.53973,1640908800.0,1585612800.0,,,37909470.0,654340928.0,,1545177600.0,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,,Golden Mile Business Centre Triq Id-Dragunara,,,,,,
RISH,GC Rieber Shipping,Industrials,5.95,6.0,6.3,3,,511.9,-0.0083,-0.0556,0.1667,-0.27440000000000003,-0.3389,5058,Industrials,32.0,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1.0,Solheimsgaten 15,Marine Shipping,6.0,6.3,6.765797,0.083333336,0.0,,6.3,,1425.0,,6.0,6.102941,0.5,6.3,,1425.0,,,,,1428624000.0,0.9465110000000001,,,5.95,2.0,NOK,19.0,,,,511895136.0,,,6704.0,2.5368345000000003,5.95,6.2,,110000.0,19.0,11.5,,,,4.5,6.0,False,,100000.0,6.3,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,RISH.OL,finmb_884214,no_market,,8.041,,-0.90569,20.004,-0.31666666,,,,86032800.0,,,20.62,,,,1577750400.0,0.018969999999999997,-182755008.0,-2.124,,0.103224516,0.2885548,0.92489,1640908800.0,1585612800.0,,,8121469.0,1622630016.0,,1176422400.0,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,,,,,,,,
GENT-ME,Gentian Diagnostics,Health care,60.0,59.0,60.0,8,,924.16,,-0.0323,0.2,-0.0385,0.2,1596,Healthcare,46.0,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,47 99 33 99 05,Norway,[],http://www.gentian.com,1.0,Bjornasveien 5,Diagnostics & Research,61.5,61.5,51.93696,,0.0,,61.5,,3085.0,,61.5,55.438235999999996,,61.5,,3085.0,,,,,,0.682941,,,59.0,2.0,NOK,4698.0,,,,924161984.0,,,7915.0,14.797956,59.0,60.0,,,4698.0,66.8,,,,38.0,59.0,False,,,61.5,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,12.648,,-0.61030996,-31.549,0.24746454,,,,15402700.0,,,13.222000000000001,,,,1577750400.0,0.26521999999999996,-38115000.0,-2.477,,0.103224516,4.5378914,0.48766997,1640908800.0,1585612800.0,,,6773345.0,789903168.0,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,,,,,,,,
GJF,Gjensidige Forsikring,Financials,188.0,188.0,188.1,775,,93997.89,-0.0142,-0.0279,0.07980000000000001,0.0209,0.081,0191,Financial Services,3620.0,"Gjensidige Forsikring ASA operates as a general insurance company in Norway, Denmark, Sweden, Lithuania, Latvia, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers various insurance products, including motor vehicles, property, leisure boats, and accident and health insurance products, as well as insurance products in the areas of liability, commercial, municipality, and agriculture, coastal and marine/transport, and defined contribution scheme; travel; and life and pet insurance products. The company also provides pension and savings products comprising occupational pensions, private pension savings, spouse/cohabitant pension, child's pension, and individual disability pensions. It distributes its products through its distribution network, as well as through agents, partnerships, brokers, telephone, digital solutions, and sales offices to private and commercial customers. The company is headquartered in Oslo, Norway. Gjensidige Forsikring ASA is a subsidiary of Gjensidigestiftelsen.",Oslo,47 91 50 31 00,Norway,[],http://www.gjensidige.no,1.0,Schweigaardsgate 21,Insurance—Diversified,190.8,191.0,184.97826,0.03721174,0.0,,191.1,,279146.0,,190.8,184.12646,7.1,191.0,,279146.0,,,,,1585267200.0,0.42674399999999996,,,187.1,2.0,NOK,91866.0,,,,93999996928.0,,,548140.0,3.4081557,187.1,188.1,,118100.0,91866.0,208.8,19.747898,,,145.25,187.9,False,,96300.0,191.1,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,GJF.OL,finmb_4497069,no_market,,1.943,,0.14282999999999998,10.193999999999999,0.09551203,,9.52,,500000000.0,,,56.1,,,,1577750400.0,0.30024,3939399936.0,7.877999999999999,,0.103224516,3.3511586,0.6395,1640908800.0,1593475200.0,,,497370053.0,53600940032.0,,,,,,0.455,,,,,,,,https://logo.clearbit.com/gjensidige.no,,,23.863926,,,,,
GEOS-ME,Golden Energy Offshore Services,Energy,1.03,0.95,,0,,47.04,,,,-0.7139,-0.8311,6002,Energy,,"Golden Energy Offshore Services AS engages in the shipping business in Europe and Africa. The company owns 4 offshore service vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Alesund,47 70 10 26 60,Norway,[],http://www.geoff.no,1.0,St Olavs Plass 1,Oil & Gas Equipment & Services,1.03,1.03,1.9060144,,0.0,,1.03,,273.0,,1.03,1.2317646999999998,,1.03,,273.0,,,,,,0.409149,,,1.03,4.0,NOK,15.0,,,,47044012.0,,,1036.0,0.42625448,1.03,0.0,,,15.0,5.9,,,,1.0,0.95,False,,,1.03,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.633,,-0.15581,17.076,-0.81929827,,,,45673800.0,,,8.079,,,,1577750400.0,0.4456,-17196492.0,-0.541,,0.103224516,0.12749101,0.0,1640908800.0,1577750400.0,,,21572516.0,290545120.0,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,47 70 10 26 61,,,,,,,
GOGL,Golden Ocean Group,Industrials,36.14,36.06,36.2,679,,5178.06,-0.0126,0.1238,-0.0489,-0.2818,-0.3125,HM 08,Industrials,37.0,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels worldwide. It owns and operates dry bulk vessels in the spot and time charter markets. The company transports bulk commodities, such as ores, coal, grains, and fertilizers. As of March 12, 2020, it owned a fleet of 67 vessels. Golden Ocean Group Limited is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.goldenocean.bm,1.0,Par-la-Ville Place,Marine Shipping,36.6,37.0,36.704640000000005,0.008196722,,,37.1,,624813.0,,36.6,36.831764,0.3,37.0,,624813.0,,,,2.24,1583366400.0,1.754061,,,36.02,2.0,NOK,335450.0,,,,5178066944.0,,,1110523.0,7.201091,36.02,36.18,,470900.0,335450.0,59.6,,,,26.5,36.06,False,0.0679,400000.0,37.1,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,GOGL.OL,finmb_262789605,no_market,,8.4,,-0.16155,32.349000000000004,-0.38052434,,,,143278000.0,,,9.389,,,,1577750400.0,0.2715,-116166000.0,-0.818,,0.103224516,3.8491852,0.36176997,1640908800.0,1585612800.0,,,91444125.0,6040094208.0,,1470009600.0,1:5,,,,,,,,,,,https://logo.clearbit.com/goldenocean.bm,441 295 3494,14 Par-la-Ville Road PO Box HM 1593,,,,,,
GOD,Goodtech,Industrials,6.75,6.75,6.95,6,LP,152.65,0.0,-0.0357,0.0075,-0.0146,-0.0217,0663,Industrials,,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,47 81 56 86 00,Norway,[],http://www.goodtech.no,1.0,Innspurten 15,Engineering & Construction,6.75,6.95,6.5200724999999995,0.22222222,0.0,,6.95,,15206.0,,6.75,6.739706,1.5,6.95,,15206.0,,,,,1398643200.0,1.169186,,,6.75,2.0,NOK,4601.0,,,,152648544.0,,,20527.0,0.33865229999999996,6.75,6.95,,27800.0,4601.0,9.0,,,,4.72,6.75,False,,66200.0,6.95,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,GOD.OL,finmb_7668624,no_market,,0.406,,0.00045000002,-43.141000000000005,-0.014598548000000001,,,,22614600.0,,,10.152000000000001,,,,1577750400.0,0.029460002000000002,-8442000.0,0.009000000000000001,,,0.66489357,0.59415,1640908800.0,1585612800.0,,,12468544.0,183133360.0,,1336348800.0,1:10,,,-0.8390000000000001,,,,,,,,https://logo.clearbit.com/goodtech.no,,Etterstad PO Box 6578,750.00006,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
GSF,Grieg Seafood,Consumer staples,92.75,92.75,92.9,456,,10242.71,-0.011200000000000002,0.0159,-0.0589,-0.3389,-0.2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRONG-ME,Grong Sparebank,Equity certificates,110.0,109.0,112.0,2,LP,326.97,0.0,,0.0092,0.0852,0.1162,7870,Financial Services,,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,47 74 31 28 60,Norway,[],http://www.grong-sparebank.no,1.0,Sundspetvegen 2,Banks—Regional,110.0,110.0,107.95652,0.06363636,0.9235,,110.0,,365.0,,110.0,111.32353,7.0,110.0,,365.0,,,,7.0,1584057600.0,0.064499,,,110.0,2.0,NOK,2000.0,,,,326972800.0,,,933.0,1.868416,110.0,112.0,,,2000.0,118.0,,,,96.0,109.0,False,0.0619,,110.0,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.87,,0.28221,,0.047619104,,,,2972480.0,,,256.785,,,,1577750400.0,0.03611,24044000.0,7.622999999999999,,,0.42837393,0.0,1640908800.0,1585612800.0,,,1992599.0,1552186240.0,,,,,,-0.37,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,47 74 31 28 61,,14.430015,,,,e1a9280d-7287-3862-aa78-b95ec7bce240,
GYL,Gyldendal,Consumer discretionary,488.0,474.0,500.0,2,,1125.88,-0.024,-0.0041,0.0609,0.1011,0.245,0164,Communication Services,,"Gyldendal ASA, through its subsidiaries publishes and sells books in Norway. It also operates 142 bookstores; and ark.no, an online bookstore. In addition, it publishes dictionaries, and encyclopedias and other reference books in book and digital forms. The company was founded in 1925 and is based in Oslo, Norway.",Oslo,47 22 03 41 00,Norway,[],http://www.gyldendalasa.no,1.0,Sehestedsgate 4,Publishing,500.0,490.0,489.76086,0.02,0.4337,,490.0,,39.0,,500.0,496.61765,10.0,490.0,,39.0,,,,7.0,1593129600.0,0.16453399999999999,,,488.0,2.0,NOK,143.0,,,,1125879424.0,,,39.0,0.5560176,488.0,500.0,,7100.0,143.0,600.0,,,2.01,326.0,474.0,False,0.013999999499999999,1300.0,490.0,OSL,GYLDENDAL ASA,Gyldendal ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,GYL.OL,finmb_9237616,no_market,,0.598,,0.01839,10.681,0.2626263,,,,2307130.0,,,356.81199999999995,,,,1577750400.0,0.0,37232000.0,16.137999999999998,,,1.367667,0.9565799999999999,1640908800.0,1577750400.0,,,,1211559552.0,,,,,,-0.10300000000000001,,,,,,,,https://logo.clearbit.com/gyldendalasa.no,,,30.239185,,,,416c704a-5f3e-33e9-8594-1e79dea9083e,
HAFNIA,Hafnia Limited,Energy,15.9,15.88,15.96,17,,5771.63,-0.0173,0.053,0.0558,-0.3607,,HM 1189,Industrials,,"Hafnia Limited, owns and operates oil product tankers. The company operates in four segments: Long Range II (LR2), Long Range I (LR1), Medium Range (MR), and Handy size (Handy). It transports oil and oil products to national and international oil companies, and chemical companies, as well as trading and utility companies. The company provides ship owning, ship-management, chartering, investment, and agency office services. As of April 29, 2020, the company operated a fleet of 174 vessels in pools, including newbuilds, of which 102 are owned or chartered-in including six owned LR2s, 27 owned and nine chartered-in LR1s, 41 owned and six chartered-in MRs, and 13 owned Handy vessels. The company is based in Hamilton, Bermuda. Hafnia Limited is a subsidiary of BW Group Limited.",Hamilton,,Bermuda,[],http://www.hafniabw.com,1.0,Washington Mall Phase 2,Marine Shipping,16.18,16.0,18.996405,0.0035228676,0.1685,,16.0,,91260.0,,16.18,15.717058999999999,0.057,16.0,,91260.0,,,,1.6,1590624000.0,,,,15.9,2.0,NOK,8593.0,,,,5771620352.0,,,378089.0,6.542333599999999,15.9,15.96,,,8593.0,29.23,,,,14.6,15.9,False,0.1039,,16.0,OSL,HAFNIA LIMITED,Hafnia Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,HAFNIA.OL,finmb_589287859,no_market,,7.854,,0.13709000000000002,24.252,inf,,,,362995008.0,,,3.141,,,,1577750400.0,0.017380001000000003,120939000.0,0.342,,,5.062082,0.66471,1640908800.0,1585612800.0,,,114169325.0,6928523776.0,,,,,,1.7630000000000001,,,,,,,,https://logo.clearbit.com/hafniabw.com,,4th Floor Suite 400 22 Church Street,46.491226,,,,003a7a08-8701-3187-95d4-d196d2081dad,
