ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,address2,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
EMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000,MUTUALFUND,EMAS.OL,finmb_268054902,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRO,HM 08,Energy,157,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,Oil & Gas Midstream,74,74.6,82.42446,0.016216217,0.3623,,75.45,,362934,,74,71.083824,1.2,74.6,,362934,,,,27.07,1591142400,0.257861,,,74.05,2,NOK,187547,,,,15004428288,,,1176833,13.276187,74.05,74.45,,173100,187547,123,173.13953,,,55,74.3,False,0.3802,75700,75.45,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FRO.OL,finmb_144797851,no_market,,14.248,,0.23472,32.39,0.051698685,,0.43,,197692000,,,8.114,,,,1577750400,0.29650998,265272000,1.424,,0.103224516,9.175498,0.50473,1640908800,1585612800,,,98284714,16102668288,,1454544000,1:5,,,3.13,,,,,,,,https://logo.clearbit.com/frontline.bm,441 295 3494,14 Par-la-Ville Road PO Box HM 1593,52.2823,,,,,
FLNG,HM08,Energy,8,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.flexlng.com,1,Par-La-Ville Place,Oil & Gas Midstream,50.8,49.7,54.938766,0.003937008,1.8944,,51.25,,66545,,50.8,46.98647,0.2,49.7,,66545,,,,1.87,1583798400,0.541164,,,49.7,2,NOK,11677,,,,2716352256,,,148993,19.539572,49.7,50.55,,219600,11677,111.6,358.57144,,,38.1,50.25,False,0.0368,100000,51.25,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FLNG.OL,finmb_36151890,no_market,,24.62,,0.03976,34.412,-0.53382087,,0.14,,54110600,,,15.136,,,,1577750400,0.19859,5528000,0.101,,0.103224516,3.3165963,0.4586,1640908800,1585612800,,,28836612,3422639616,,1552262400,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,441 295 3494,4th Floor 14 Par-La-Ville Road,497.0297,,,,,
RISH,5058,Industrials,32,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,Marine Shipping,6,6.3,6.765797,0.083333336,0,,6.3,,1425,,6,6.102941,0.5,6.3,,1425,,,,,1428624000,0.946511,,,5.95,2,NOK,19,,,,511895136,,,6704,2.5368345,5.95,6.2,,110000,19,11.5,,,,4.5,6,False,,100000,6.3,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,RISH.OL,finmb_884214,no_market,,8.041,,-0.90569,20.004,-0.31666666,,,,86032800,,,20.62,,,,1577750400,0.01897,-182755008,-2.124,,0.103224516,0.2885548,0.92489,1640908800,1585612800,,,8121469,1622630016,,1176422400,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,,,,,,,,
FJORD,6900,Industrials,1056,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",Floro,47 57 75 70 00,Norway,[],http://www.fjord1.no,1,Strandavegen 15,Marine Shipping,45.3,45.3,41.34638,0.05960265,1.6071,,45.3,,11868,,45.3,44.791176,2.7,45.3,,11868,,,,,1557878400,0.860991,,,45.3,2,NOK,110,,,,4525904896,,,29625,1.6173482,45.3,45.3,,0,110,46.9,12.905983,,,31,45.1,False,,0,45.3,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.722,,0.05979,13.369,0.16452432,,3.51,,99909600,,,22.394,,,,1577750400,0.11310001,167319008,1.675,,0.103224516,2.0228634,0.85439,1640908800,1585612800,,,14464912,10416307200,,,,,,,,,,,,,,https://logo.clearbit.com/fjord1.no,,,27.044777,,,,,
GOGL,HM 08,Industrials,37,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels worldwide. It owns and operates dry bulk vessels in the spot and time charter markets. The company transports bulk commodities, such as ores, coal, grains, and fertilizers. As of March 12, 2020, it owned a fleet of 67 vessels. Golden Ocean Group Limited is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.goldenocean.bm,1,Par-la-Ville Place,Marine Shipping,36.6,37,36.70464,0.008196722,,,37.1,,624813,,36.6,36.831764,0.3,37,,624813,,,,2.24,1583366400,1.754061,,,36.02,2,NOK,335450,,,,5178066944,,,1110523,7.201091,36.02,36.18,,470900,335450,59.6,,,,26.5,36.06,False,0.0679,400000,37.1,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000,EQUITY,GOGL.OL,finmb_262789605,no_market,,8.4,,-0.16155,32.349,-0.38052434,,,,143278000,,,9.389,,,,1577750400,0.2715,-116166000,-0.818,,0.103224516,3.8491852,0.36176997,1640908800,1585612800,,,91444125,6040094208,,1470009600,1:5,,,,,,,,,,,https://logo.clearbit.com/goldenocean.bm,441 295 3494,14 Par-la-Ville Road PO Box HM 1593,,,,,,
GENT-ME,1596,Healthcare,46,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,47 99 33 99 05,Norway,[],http://www.gentian.com,1,Bjornasveien 5,Diagnostics & Research,61.5,61.5,51.93696,,0,,61.5,,3085,,61.5,55.438236,,61.5,,3085,,,,,,0.682941,,,59,2,NOK,4698,,,,924161984,,,7915,14.797956,59,60,,,4698,66.8,,,,38,59,False,,,61.5,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,12.648,,-0.61030996,-31.549,0.24746454,,,,15402700,,,13.222,,,,1577750400,0.26522,-38115000,-2.477,,0.103224516,4.5378914,0.48766997,1640908800,1585612800,,,6773345,789903168,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,,,,,,,,
GIG,STJ 3148,Consumer Cyclical,594,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,356 2711 0277,Malta,[],http://www.gig.com,1,@GiG Beach,Gambling,7.27,7.75,5.292464,,0,,8.37,,237253,,7.27,5.9738235,,7.75,,237253,,,,,,0.886046,,,7.69,2,NOK,448017,,,,695743296,,,252870,,7.69,7.73,,86600,448017,12.2,77.299995,,,2.05,7.61,False,,1568100,8.37,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.50549,,-0.3652174,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.103224516,5.704797,0.53973,1640908800,1585612800,,,37909470,654340928,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,,Golden Mile Business Centre Triq Id-Dragunara,,,,,,
GJF,0191,Financial Services,3620,"Gjensidige Forsikring ASA operates as a general insurance company in Norway, Denmark, Sweden, Lithuania, Latvia, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers various insurance products, including motor vehicles, property, leisure boats, and accident and health insurance products, as well as insurance products in the areas of liability, commercial, municipality, and agriculture, coastal and marine/transport, and defined contribution scheme; travel; and life and pet insurance products. The company also provides pension and savings products comprising occupational pensions, private pension savings, spouse/cohabitant pension, child's pension, and individual disability pensions. It distributes its products through its distribution network, as well as through agents, partnerships, brokers, telephone, digital solutions, and sales offices to private and commercial customers. The company is headquartered in Oslo, Norway. Gjensidige Forsikring ASA is a subsidiary of Gjensidigestiftelsen.",Oslo,47 91 50 31 00,Norway,[],http://www.gjensidige.no,1,Schweigaardsgate 21,Insurance—Diversified,190.8,191,184.97826,0.03721174,0,,191.1,,279146,,190.8,184.12646,7.1,191,,279146,,,,,1585267200,0.426744,,,187.1,2,NOK,91866,,,,93999996928,,,548140,3.4081557,187.1,188.1,,118100,91866,208.8,19.747898,,,145.25,187.9,False,,96300,191.1,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GJF.OL,finmb_4497069,no_market,,1.943,,0.14283,10.194,0.09551203,,9.52,,500000000,,,56.1,,,,1577750400,0.30024,3939399936,7.878,,0.103224516,3.3511586,0.6395,1640908800,1593475200,,,497370053,53600940032,,,,,,0.455,,,,,,,,https://logo.clearbit.com/gjensidige.no,,,23.863926,,,,,
FKRAFT,5147,Utilities,293,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,47 23 00 61 00,Norway,[],http://www.fjordkraft.no,1,Folke Bernadottes Vei 38,Utilities—Regulated Electric,81.2,81.2,72.457245,0.036945812,0.5528,,81.3,,155734,,81.2,77.35588,3,81.2,,155734,,,,3,1587600000,0.1875,,,80.4,2,NOK,118100,,,,8481924608,,,247708,1.4407523,80.4,81.3,,0,118100,85.9,,,,42.1,81.1,False,0.0373,0,81.3,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.357,,0.07124,13.467,0.73866093,,,,104586000,,,11.131,,,,1577750400,0.41085997,419416000,3.982,,0.103224516,7.2859583,0.3204,1640908800,1585612800,,,85416677,7989427712,,,,,,0.366,,,,,,,,https://logo.clearbit.com/fjordkraft.no,,,20.36665,,,,,
ENTRA,0185,Real Estate,181,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,Real Estate—Diversified,129,128.5,134.35725,0.037209302,0.3717,,129.2,,281257,,129,127.3,4.8,128.5,,281257,,,,4.8,1601596800,0.514534,,,127.8,2,NOK,63415,,,,23476813824,,,433433,9.231936,127.8,128.9,,168600,63415,168.6,17.803867,,3.68,96.2,128.7,False,0.038599998,193700,129.2,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.705,,0.91663,20.29,-0.044615388,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,0.103224516,1.0263556,0.22298999,1640908800,1593475200,,,150093205,45023801344,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,,,10.070312,,,,,
GEOS-ME,6002,Energy,,"Golden Energy Offshore Services AS engages in the shipping business in Europe and Africa. The company owns 4 offshore service vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Alesund,47 70 10 26 60,Norway,[],http://www.geoff.no,1,St Olavs Plass 1,Oil & Gas Equipment & Services,1.03,1.03,1.9060144,,0,,1.03,,273,,1.03,1.2317647,,1.03,,273,,,,,,0.409149,,,1.03,4,NOK,15,,,,47044012,,,1036,0.42625448,1.03,0,,,15,5.9,,,,1,0.95,False,,,1.03,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.633,,-0.15581,17.076,-0.81929827,,,,45673800,,,8.079,,,,1577750400,0.4456,-17196492,-0.541,,0.103224516,0.12749101,0,1640908800,1577750400,,,21572516,290545120,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,47 70 10 26 61,,,,,,,
ELK,0277,Basic Materials,6370,"Elkem ASA manufactures and sells metals and materials in Norway and internationally. The company operates through four segments: Silicones, Silicon Materials, Foundry Products and Carbon. Its products include silicones, ferrosilicones, foundry alloys, carbon materials, and microsilica products. The company also engages in sale of electric power, as well as supplies heat in the form of steam and hot water. Its products are used in chemical applications, as well as construction, refractory, and oilfield industries. The company was founded in 1904 and is headquartered in Oslo, Norway. Elkem ASA is a subsidiary of Bluestar Elkem International Co., Ltd. S.A.",Oslo,47 22 45 01 00,Norway,[],http://www.elkem.com,1,Drammensveien 169,Specialty Chemicals,17.19,17.36,18.76,0.034904014,0.75949997,,17.36,,1213121,,17.19,19.589706,0.6,17.36,,1213121,,,,0.6,1589155200,2.290933,,,17.01,2,NOK,164198,,,,9946214400,,,915324,0.44682005,17.01,17.11,,0,164198,26.4,3.8886364,,,10.92,17.06,False,0.0356,0,17.36,OSL,ELKEM ASA,Elkem ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ELK.OL,finmb_731504,no_market,,0.83,,0.02066,8.095,-0.30099505,,4.4,,581310016,,,21.744,,,,1577750400,0.29434,460000000,0.79,,0.103224516,0.7868838,0.58916,1640908800,1593475200,,,238610457,18464892928,,,,,,,,,,,,,,https://logo.clearbit.com/elkem.com,47 22 45 01 55,,21.658228,,,,,
EPR,1661,Consumer Defensive,1814,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",Rolvsoy,,Norway,[],http://www.europris.no,1,Dikeveien 57,Discount Stores,44.68,44.68,37.150505,0.04364369,0.58669996,,44.88,,531337,,44.68,45.57294,1.95,44.68,,531337,,,,1.95,1588204800,0.794767,,,44.24,2,NOK,78921,,,,7342465536,,,754249,1.0536195,44.24,44.36,,79600,78921,50.75,17.096525,,,23.6,44.24,False,0.0427,95300,44.88,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EPR.OL,finmb_293420901,no_market,,1.56,,0.078049995,12.199,0.7613815,,2.59,,165819008,,,11.468,,,,1577750400,0.53228,543936000,3.28,,0.103224516,3.8611786,0.03046,1640908800,1593475200,,,159459440,10868035584,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,13.5,,,,,
GRONG-ME,7870,Financial Services,,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,47 74 31 28 60,Norway,[],http://www.grong-sparebank.no,1,Sundspetvegen 2,Banks—Regional,110,110,107.95652,0.06363636,0.9235,,110,,365,,110,111.32353,7,110,,365,,,,7,1584057600,0.064499,,,110,2,NOK,2000,,,,326972800,,,933,1.868416,110,112,,,2000,118,,,,96,109,False,0.0619,,110,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.87,,0.28221,,0.047619104,,,,2972480,,,256.785,,,,1577750400,0.03611,24044000,7.623,,,0.42837393,0,1640908800,1585612800,,,1992599,1552186240,,,,,,-0.37,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,47 74 31 28 61,,14.430015,,,,e1a9280d-7287-3862-aa78-b95ec7bce240,
GOD,0663,Industrials,,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,47 81 56 86 00,Norway,[],http://www.goodtech.no,1,Innspurten 15,Engineering & Construction,6.75,6.95,6.5200725,0.22222222,0,,6.95,,15206,,6.75,6.739706,1.5,6.95,,15206,,,,,1398643200,1.169186,,,6.75,2,NOK,4601,,,,152648544,,,20527,0.3386523,6.75,6.95,,27800,4601,9,,,,4.72,6.75,False,,66200,6.95,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.406,,0.00045000002,-43.141,-0.014598548,,,,22614600,,,10.152,,,,1577750400,0.029460002,-8442000,0.009,,,0.66489357,0.59415,1640908800,1585612800,,,12468544,183133360,,1336348800,1:10,,,-0.839,,,,,,,,https://logo.clearbit.com/goodtech.no,,Etterstad PO Box 6578,750.00006,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
GYL,0164,Communication Services,,"Gyldendal ASA, through its subsidiaries publishes and sells books in Norway. It also operates 142 bookstores; and ark.no, an online bookstore. In addition, it publishes dictionaries, and encyclopedias and other reference books in book and digital forms. The company was founded in 1925 and is based in Oslo, Norway.",Oslo,47 22 03 41 00,Norway,[],http://www.gyldendalasa.no,1,Sehestedsgate 4,Publishing,500,490,489.76086,0.02,0.4337,,490,,39,,500,496.61765,10,490,,39,,,,7,1593129600,0.164534,,,488,2,NOK,143,,,,1125879424,,,39,0.5560176,488,500,,7100,143,600,,,2.01,326,474,False,0.0139999995,1300,490,OSL,GYLDENDAL ASA,Gyldendal ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GYL.OL,finmb_9237616,no_market,,0.598,,0.01839,10.681,0.2626263,,,,2307130,,,356.812,,,,1577750400,0,37232000,16.138,,,1.367667,0.95658,1640908800,1577750400,,,,1211559552,,,,,,-0.103,,,,,,,,https://logo.clearbit.com/gyldendalasa.no,,,30.239185,,,,416c704a-5f3e-33e9-8594-1e79dea9083e,
HELG,8622,Financial Services,148,"Helgeland Sparebank provides various financial products and services to retail customers, small and medium enterprises, municipal authorities, and institutions in Norway. The company operates in two segments, Retail Market and Corporate Market. It offers savings, investment, and insurance products, as well as leasing and mortgage services. The company also engages in owning, managing, letting, buying, and selling commercial properties. It operates through five branches located in MosjÃ¸en, BrÃ¸nnÃ¸ysund, SandnessjÃ¸en, SÃ¸mna, and Korgen in Helgeland. The company was founded in 1860 and is headquartered in Mo i Rana, Norway.",Mo i Rana,47 75 11 90 00,Norway,[],http://www.hsb.no,1,Jernbanegata 15,Banks—Regional,80.5,80,75.721016,0.066459626,0,,80.5,,21617,,80.5,75.95588,5.35,80,,21617,,,,2.7,1588636800,0.677906,,,80,2,NOK,130,,,,1679318528,,,6566,2.6280415,80,80.5,,203100,130,90,7.800388,,3.85,60,80,False,0.0335,67000,80.5,OSL,HELGELAND SPAREBK,Helgeland Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,HELG.OL,finmb_9857922,no_market,,19.558,,0.40219003,,-0.006172836,,10.32,,20861100,,,171.516,,,,1577750400,0.1546,186000000,8.845,,,0.46934396,0.56207,1640908800,1585612800,,,11769198,12497316864,,1270512000,2:1,,,-0.676,,,,,,,,https://logo.clearbit.com/hsb.no,47 75 12 82 02,,9.101187,,,,bfb69ecc-9ef2-3f88-8f3a-2ef7adbda9bb,
HAVI,6099,Energy,498,"Havila Shipping ASA, together with its subsidiaries, engages in the shipping business. It manages and operates offshore service vessels primarily in the Norwegian, British, and Danish sectors of the North Sea; and Asia, Brazil, Gabonese Republic, and the Netherlands. The company operates a fleet of 23 vessels, including 5 anchor handling vessels, 14 platform supply vessels, a rescue recovery vessel, and 3 subsea vessels. Its anchor handling tug and supply vessels are used for moving rigs and putting out anchors, as well as for supply services; platform supply vessels are used to carry goods, water, drilling mud, chemicals, etc. to and from the offshore installations; subsea vessels are used for under water construction work, as well as for support for under water operations; and rescue-and recovery vessels are used to offer security services, such as oil spill preparedness, fire protection, and rescue operation. The company was founded in 2003 and is headquartered in FosnavÃ¥g, Norway. Havila Shipping ASA is a subsidiary of Havila Holding AS.",Fosnavag,47 70 08 09 00,Norway,[],http://www.havilashipping.no,1,P.O. Box 215,Oil & Gas Equipment & Services,2.84,2.8,2.6727173,,0,,2.89,,94187,,2.84,2.4835293,,2.8,,94187,,,,,1210809600,1.374418,,,2.75,4,NOK,2191,,,,68713512,,,24954,0.08915219,2.75,2.89,,270700,2191,4.3,-1.445,,,1.5,2.76,False,,200000,2.89,OSL,HAVILA SHIPPING,Havila Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HAVI.OL,finmb_11146483,no_market,,5.852,,-0.59742,18.177,-0.24266666,,-2,,23776300,,,-53.249,,,,1577750400,0.00425,-460457984,-19.366,,,,0.68297,1640908800,1585612800,,,9678381,4510041600,,1515024000,1:100,,,,,,,,,,,https://logo.clearbit.com/havilashipping.no,47 70 08 09 01,,,,,,97d680e0-43b0-3386-b16b-bae208f3d7f9,
