ticker,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,beta,beta3Year,bookValue,category,dateShortInterest,earningsQuarterlyGrowth,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,fundFamily,fundInceptionDate,heldPercentInsiders,heldPercentInstitutions,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,revenueQuarterlyGrowth,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,threeYearAverageReturn,totalAssets,trailingEps,yield,ytdReturn
WALWIL,-0.12173909,0.25783992,,,1.630769,,6.315,,,0.571,22.269,3.741,14953672704,,102214952,0.47,,,-,,,,,1546214400,-,,,1,,,1569801600,94000000,1609372800,,2,4.003167,,0.02352,,422340992,,,-,,,,,,0.222,,
HLNG,-0.2217899,0.25783992,,,1.002429,,5.167,,,,20.151,11.703,4263305728,,36253304,0.45,,,-,,,,,1546214400,-,,,1,,,1569801600,10910000,1609372800,,2,5.535127,,0.029949998,,76204000,,,-,,,,,,0.135,,
BOR,0.0382514,0.25783992,,,0.857489,,56.58,,,0.335,16.36,1.312,1148150400,,1928402,-4.23,,,-,,,,,1546214400,-,,,1,,,1569801600,5430000,1609372800,,2,0.32697064,,0.0062,,12689200,,,-,,,,,,0.904,,
PHO,0.8806306,0.25783992,,,-0.280971,,7.638,,,,-74.091,8.017,1730628224,,16356820,1.25,,,-,,,,,1546214400,-,,,1,,,1569801600,-22678000,1609372800,,2,10.473946,,-0.105059996,,21779800,,,-,,,,,,-1.044,,
COV,0.6006601,0.25783992,,,0.5417,,0.808,,,8.632,,,750464768,,2063546,0.26,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,2,114.480194,,0.14269,,7736750,,,-,,,,,,-0.033,,
EAM,-0.59547734,0.25783992,,,-0.131174,,2.096,,,4.336,,,110320584,,4395556,,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,2,7.2757635,,-0.0078,,6852210,,,-,,,,,,-0.152,,
EIOF,0.20588219,0.25783992,,,0.652631,,21.423,,,,12.617,3.98,2488492032,,12763124,-4.58,,,-,,,,,1546214400,-,,,1,,,1569801600,-134814000,1609372800,,2,0.2614013,,-0.2156,,62150000,,,-,,,,,,-2.173,,
ZAL,0.27906978,0.25783992,,,0.895546,,4.768,,,,24.617,1.381,1056129024,,12359112,1.19,,,-,,,,,1546214400,-,,,1,,,1569801600,-7926000,1609372800,,2,6.6065435,,-0.01036,,19568400,,,-,,,,,,-0.347,,
SBO,0.26002288,0.25783992,,,0.652631,,32.977,,,2.238,8.529,2.029,7177525248,,38295884,4.89,,,-,,,,,1546214400,-,,,1,,,1569801600,739195008,1609372800,,2,1.6344725,,0.20899001,,92928600,,,-,,,,,,7.957,,
QEC,-0.18449199,0.25783992,,,2.017214,,0.332,,,,,,652558144,,411655092,0.16,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,4,4.186747,,0.45273,,427907008,,,-,,,,,,-0.038,,
INC,0.0489949,0.25783992,,,1.050202,,0.252,,,,-10.157,0.369,151344608,,39933298,,,,-,,,,,1546214400,2015-07-14,1:10,,1,,,1569801600,27022000,1609372800,,4,3.531746,,-0.16052,,107511000,,,-,,,,,,-0.604,,
RAKP,-0.1857143,0.25783992,,,0.891497,,2.94,,,0.758,6.489,4.618,4663210496,,85089123,,,,-,,,,,1546214400,-,,,1,,,1561852800,184500000,1609372800,,2,3.5714285,,0.18273,,178598000,,,-,,,,,,0.593,,
TEL,0.015815139,0.25783992,,,0.281781,,25.472,,,,8.595,3.247,367624749056,,634344456,10,,,-,,,,,1546214400,-,,,1,,,1569801600,5576000000,1609372800,,2,6.4718122,,0.0641,,1422659968,,,-,,,,,,5.006,,
AFK,-0.23850572,0.25783992,,,0.223481,,1387.583,,,-0.414,11.471,1.124,5471960576,,295177,,,,-,,,,,1546214400,2018-04-27,5:1,,1,,,1569801600,48413000,1609372800,,2,1.9097956,,0.00994,,2189420,,,-,,,,,,22.268,,
KID,0.68563676,0.25783992,,,0.122201,,25.64,,,-0.291,14.65,2.087,3954668032,,22467634,3.77,,,-,,,,,1546214400,-,,,1,,,1569801600,151774000,1609372800,,2,2.3166928,,0.08009,,40600000,,,-,,,,,,3.734,,
BGBIO,-0.17400002,0.25783992,,,1.236059,,4.526,,,,-4.968,88.208,971791552,,33387518,-3.85,,,-,,,,,1546214400,-,,,1,,,1569801600,-192764992,1609372800,,2,4.2598324,,0,,61076600,,,-,,,,,,-3.499,,
NRS,0.2079264,0.25783992,,,-0.148987,,51.386,,,,11.562,1.97,11210608640,,12804439,18.5,,,-,,,,,1546214400,2019-06-07,1/1,,1,,,1569801600,402537984,1609372800,,2,4.514848,,0.055609997,,43431400,,,-,,,,,,7.29,,
NORTH,-0.23243248,0.25783992,,,0.42591,,2.6,,,,2.136,-56.447,-49842736,,46412871,-0.93,,,-,,,,,1546214400,-,,,1,,,1569801600,-40623000,1609372800,,4,0.5519231,,0,,117252000,,,-,,,,,,-0.34,,
HAFNIA,Infinity,0.25783992,,,,,2.922,,,,153.371,27.244,10036433920,,,,,,-,,,,,1546214400,-,,,1,,,1569801600,-19781000,1609372800,,2,8.145106,,-0.0537,,,,,-,,,,,,-0.161,,
SOR,0.16666663,0.25783992,,,-0.190283,,798.913,,,0.518,,23.111,53432782848,,6502933,10.48,,,-,,,,,1546214400,-,,,1,,,1569801600,170000000,1609372800,,2,0.13643537,,0.4481,,15663900,,,-,,,,,,10.829,,
KVAER,-0.10327023,0.25783992,,,1.182995,,12.641,,,1.057,1.105,0.059,482666656,,155394666,0.69,,,-,,,,,1546214400,-,,,1,,,1569801600,289000000,1609372800,,2,0.8005696,,0.03443,,267906000,,,-,,,,,,1.049,,
RING,0.21025646,0.25783992,,,0.279352,,237.269,,,-0.007,,7.775,6910591488,,4463652,21.24,,,-,,,,,1546214400,-,,,1,,,1569801600,421420992,1609372800,,2,0.9946517,,0.48712003,,15650400,,,-,,,,,,26.918,,
PGS,0.24566829,0.25783992,,,2.651012,,1.819,,,,15.805,9.297,8069880320,,268079492,0.07,,,-,,,,,1546214400,2006-12-18,3:1,,1,,,1569801600,-106100000,1609372800,,2,10.46729,,-0.12222999,,338577984,,,-,,,,,,-0.313,,
ENDUR,Infinity,0.25783992,,,,,1.341,,,,-4.054,0.748,167349216,,,,,,-,,,,,1514678400,-,,,1,,,1569801600,-71628000,1577750400,,4,0.76062644,,-0.32004002,,213091008,,,-,,,,,,-0.762,,
AMSC,-0.021276593,0.25783992,,,0.319028,,2.739,,,0.208,29.238,28.212,2477051392,,44908344,0.37,,,-,,,,,1546214400,-,,,1,,,1569801600,4791000,1609372800,,2,11.445783,,0.054569997,,60616500,,,-,,,,,,0.079,,
HAVI,-0.1780104,0.25783992,,,1.423481,,-40.465,,,,18.487,6.249,4316536832,,10414495,-2,,,-,,,,,1546214400,2018-01-04,1:100,,1,,,1569801600,-1084418944,1609372800,,4,,,-1.5698301,,23776300,,,-,,,,,,-45.601,,
VISTIN,0.29691887,0.25783992,,,0.612826,,9.203,,,,8.403,0.406,86102624,,22393576,1.17,,,-,,,,,1546214400,-,,,1,,,1569801600,3623000,1609372800,,2,0.98880804,,-0.00909,,44344600,,,-,,,,,,-0.043,,
NAS,-0.49591255,0.25783992,,,0.929554,,38.345,,,0.284,656.592,1.492,65987481600,,95897032,-20.18,,,-,,,,,1546214400,-,,,1,,,1569801600,-2752399872,1609372800,,2,0.9469292,,-0.06222,,163558000,,,-,,,,,,-26.876,,
DNB,0.07533336,0.25783992,,,0.838056,,145.608,,,0.068,,17.929,979931430912,,907773055,14.88,,,-,,,,,1546214400,-,,,1,,,1569801600,25838999552,1609372800,,2,1.0909429,,0.48754,,1569609984,,,-,,,,,,16.074,,
AKSO,-0.5352458,0.25783992,,,0.990283,,27.241,,,-0.404,7.696,0.456,13176000512,,142962300,2.33,,,-,,,,,1546214400,2007-03-30,1:5,,1,,,1569801600,357000000,1609372800,,2,0.73528874,,0.01237,,270851008,,,-,,,,,,1.317,,
VEI,0.34519958,0.25783992,,,0.221862,,28.885,,,-0.149,11.874,0.567,21539213312,,86406893,8.04,,,-,,,,,1546214400,2007-05-09,5:1,,1,,,1569801600,969000000,1609372800,,2,4.2617273,,0.025510002,,134956000,,,-,,,,,,7.218,,
BDRILL,-0.38943398,0.25783992,,,1.869828,,12.188,,,,-210.105,29.516,8698363904,,73956843,-0.14,,,-,,,,,1546214400,2019-06-26,1:5,,1,,,1569801600,-347800000,1609372800,,2,5.0057435,,-1.18018,,110818000,,,-,,,,,,-3.264,,
AKER,-0.07725692,0.25783992,,,1.015384,,260.459,,,,26.253,2.03,91674861568,,22384614,26.25,,,-,,,,,1546214400,-,,,1,,,1561852800,-1014000000,1609372800,,2,1.9830375,,-0.008169999,,74278200,,,-,,,,,,-4.968,,
THIN,-0.8385886,0.25783992,,,1.850202,,0.452,,,,-3.393,155.444,138967200,,56151986,-0.05,,,-,,,,,1546214400,2019-11-01,1:20,,1,,,1569801600,-62960000,1609372800,,4,4.535398,,0,,58593600,,,-,,,,,,-1.2,,
KOG,0.2268908,0.25783992,,,0.738461,,70.239,,,-0.284,18.971,1.431,28722710528,,69464516,7.02,,,-,,,,,1546214400,2009-05-08,4:1,,1,,,1569801600,694000000,1609372800,,2,2.0330586,,0.034590002,,179972992,,,-,,,,,,4.063,,
SOAG,0.17647064,0.25783992,,,-0.097165,,278.784,,,-0.062,,7.384,6102749184,,3789148,24.01,,,-,,,,,1546214400,-,,,1,,,1569801600,369286016,1609372800,,2,0.85370755,,0.47734,,12388100,,,-,,,,,,29.804,,
AUSS,-0.121028006,0.25783992,,,-0.378947,,58.968,,,,11.828,1.534,35240148992,,85353419,,,,-,,,,,1546214400,-,,,1,,,1569801600,1153472000,1609372800,,2,1.5610162,,0.050219998,,201824000,,,-,,,,,,5.713,,
OTS,-0.41105628,0.25783992,,,1.434817,,1.786,,,,22.534,10.662,221687056,,8819320,,,,-,,,,,1546214400,2019-11-27,1:23,,1,,,1561852800,470000,1609372800,,4,2.7379618,,0.023039998,,34211300,,,-,,,,,,0.015,,
NTS,0.10655737,0.25783992,,,0.085637,,34.567,,,-0.999,14.215,4.346,7594870784,,12268817,6.33,,,-,,,,,1546214400,2014-08-13,10:1,,1,,,1569801600,297227008,1609372800,,2,1.9671941,,0.17006999,,72755800,,,-,,,,,,4.085,,
TECH,-0.06626505,0.25783992,,,-0.724279,,2.708,,,,40.371,0.485,540934848,,34125273,,,,-,,,,,1546214400,2016-03-11,1:10,,1,,,1569801600,-64878000,1609372800,,4,1.1078287,,-0.0582,,162792992,,,-,,,,,,-0.394,,
NOR,0.012987018,0.25783992,,,-0.223481,,22.771,,,,108.531,40.025,6514468864,,6489777,17.14,,,-,,,,,1546214400,2015-05-15,1:100,,1,,,1569801600,160256704,1609372800,,2,9.793158,,0.98460996,,24549000,,,-,,,,,,6.373,,
AFG,0.26618707,0.25783992,,,0.221862,,18.257,,,0.059,15.088,0.878,19116099584,,38341999,8.39,,,-,,,,,1546214400,2010-01-18,5:1,,1,,,1569801600,899000000,1609372800,,2,9.530591,,0.04131,,103042000,,,-,,,,,,8.995,,
FKRAFT,0.68802214,0.25783992,,,,,8.497,,,0.303,12.996,0.804,5833905664,,69878710,,,,-,,,,,1546214400,-,,,1,,,1569801600,315863008,1609372800,,2,7.0024714,,0.04354,,104496000,,,-,,,,,,2.986,,
PLCS,0.13370991,0.25783992,,,1.748178,,0.17,,,,13.669,3.024,924436224,,464185744,-0.01,,,-,,,,,1546214400,2017-05-19,1:10,,1,,,1569801600,-9108000,1609372800,,4,6.882353,,-0.029790001,,513787008,,,-,,,,,,-0.018,,
SAS NOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYL,0.23626375,0.25783992,,,0.029149,,302.201,,,,10.95,0.749,1496261888,,151232,,,,-,,,,,1546214400,-,,,1,,,1561852800,51215000,1609372800,,2,1.4890752,,0.02564,,2307130,,,-,,,,,,22.198,,
HUNT,0.69964516,0.25783992,,,0.395951,,0.339,,,,3775.688,9337.759,3071095552,,352414987,0.01,,,-,,,,,1546214400,2017-12-08,1:10,,1,,,1569801600,1185250,1609372800,,4,14.247787,,5.4448795,,575361984,,,-,,,,,,0.003,,
MING,0.19999993,0.25783992,,,0.588663,,144.75,,,-0.002,,6.348,37432975360,,131172446,9.67,,,-,,,,,1546214400,2009-03-27,6:5,,1,,,1569801600,1620000000,1609372800,,2,0.69775474,,0.43547,,129836000,,,-,,,,,,12.505,,
SNOR,0.07547164,0.25783992,,,0.028112,,959.937,,,0.458,,4.615,2339538432,,1254822,11.46,,,-,,,,,1546214400,-,,,1,,,1569801600,35741000,1609372800,,2,0.11875779,,0.43717998,,2243480,,,-,,,,,,16.038,,
SALM,0.09288359,0.25783992,,,-0.31336,,73.818,,,-0.78,13.541,4.728,57353646080,,105157299,28.73,,,-,,,,,1546214400,-,,,1,,,1569801600,2986612992,1609372800,,2,6.339917,,0.24618,,112922000,,,-,,,,,,26.429,,
SBANK,-0.039473712,0.25783992,,,0.863805,,62.118,,,0.221,,18.097,29174745088,,78484838,7.29,,,-,,,,,1546214400,-,,,1,,,1569801600,686716992,1609372800,,2,1.1429859,,0.42597,,106869000,,,-,,,,,,6.426,,
PROTCT,-0.06113535,0.25783992,,,0.71417,,24.198,,,,-20.358,1.263,4655562752,,69963680,4.44,,,-,,,,,1546214400,-,,,1,,,1569801600,-253631008,1609372800,,2,1.7439458,,-0.092939995,,81761904,,,-,,,,,,-4.084,,
REC,-0.2214815,0.25783992,,,1.327125,,0.147,,,,-77.015,7.602,1347754240,,288002942,0,,,-,,,,,1546214400,2019-07-12,1:10,,1,,,1569801600,-89600000,1609372800,,4,25.85034,,-0.50536,,279820000,,,-,,,,,,-0.335,,
OBSERV,Infinity,0.25783992,,,,,0.805,,,,,,160018688,,,,,,-,,,,,,-,,,1,,,,,,,2,13.90062,,0,,15067700,,,-,,,,,,,,
OKEA,Infinity,0.25783992,,,,,16.487,,,,1.944,1.16,2898998784,,24807993,,,,-,,,,,1546214400,-,,,1,,,1569801600,-125510000,1609372800,,2,1.1099654,,-0.048210002,,102064000,,,-,,,,,,-1.532,,
ASETEK,-0.2926829,0.25783992,,,0.276923,,1.534,,,,379.939,13.73,757598016,,21961472,0.3,103.33333,,-,,,,,1546214400,-,,,1,,,1569801600,1319000,1609372800,203.53,2,20.208605,,0.0239,,25600000,,,-,,,,,,0.05,,
BWO,0.47208118,0.25783992,,,2.017004,,5.672,,,-0.575,17.75,10.929,12076800000,,88703800,,,,-,,,,,1546214400,2016-12-02,1:50,,1,,,1569801600,82800000,1609372800,,2,9.617419,,0.07493,,184955008,,,-,,,,,,0.447,,
INDUCT-ME,-0.26859224,0.25783992,,,2.850305,,0.16,,,,-4.207,3.016,43225888,,4339586,,,,-,,,,,1546214400,-,,,1,,,1569801600,-11827625,1609372800,,4,25,,-0.82512003,,10910000,,,-,,,,,,-1.399,,
WRE-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTIMO,Infinity,0.25783992,,,,,16.77,,,,-22.699,,1146019328,,11445888,,,,-,,,,,1546214400,-,,,1,,,1569801600,-48498000,1609372800,,2,3.088849,,0,,27860400,,,-,,,,,,-2.429,,
OLT,0.22411346,0.25783992,,,0.76923,,256.391,,,0.035,16.458,10.621,41572360192,,26845655,13.47,,,-,,,,,1546214400,2014-06-11,10:1,,1,,,1569801600,1864000000,1609372800,,2,0.6630498,,0.47624,,103623000,,,-,,,,,,17.791,,
SSO,0.67264044,0.25783992,,,0.744129,,24.604,,,,20.624,16.103,29162999808,,81899217,1.67,,,-,,,,,1577750400,-,,,1,,,1577750400,-39000000,1640908800,,2,5.482848,,-0.021540001,,125129000,,,-,,,,,,-0.312,,
GOGL,-0.0694077,0.25783992,,,1.943054,,10.425,,,0.04,34.828,11.37,7296070656,,93861367,,,,-,,,,,1546214400,2016-08-01,1:5,,1,,,1569801600,19734000,1609372800,,2,3.8004794,,0.03075,,143278000,,,-,,,,,,0.138,,
ORK,0.2917031,0.25783992,,,0.08502,,33.427,,,-0.094,15.253,2.289,97450631168,,497183445,3.88,,,-,,,,,1546214400,2007-04-20,5:1,,1,,,1569801600,3300999936,1609372800,,2,2.6469622,,0.07752,,1000310016,,,-,,,,,,3.299,,
WWIB,0.091525435,0.25783992,,,1.217813,,40.061,,,,76.717,9.727,8132016640,,22553189,,,,-,,,,,1546214400,2004-10-14,2:1,,1,,,1569801600,70000000,1609372800,,2,3.8566186,,0.083730005,,10580000,,,-,,,,,,1.508,,
SUNSB-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NANO,-0.38019615,0.25783992,,,0.020242,,5.394,,,,-2.847,,1124622720,,44055891,-7.96,,,-,,,,,1546214400,-,,,1,,,1569801600,-384472000,1609372800,,2,4.6941047,,0,,66143400,,,-,,,,,,-7.253,,
NEL,0.6643909,0.25783992,,,0.090688,,1.602,,,,-63.481,23.719,11315984384,,1125639060,-0.06,,,-,,,,,1546214400,2013-08-16,1:10,,1,,,1569801600,-230920992,1609372800,,2,5.608614,,-0.48402,,1222099968,,,-,,,,,,-0.196,,
YAR,-0.030346334,0.25783992,,,0.836437,,31.171,,,-0.245,56.752,7.266,96308772864,,172776821,3.07,,,-,,,,,1546214400,-,,,1,,,1569801600,556000000,1609372800,,2,10.721504,,0.041950002,,271040992,,,-,,,,,,2.039,,
FJORD,-0.116666675,0.25783992,,,0.913443,,22.66,,,-0.406,9.344,2.77,7598201856,,25167228,3.51,,,-,,,,,1546214400,-,,,1,,,1569801600,348492992,1609372800,,2,1.6328332,,0.12706,,99909600,,,-,,,,,,3.485,,
ZENA-ME,-0.3078947,0.25783992,,,1.458461,,,,,,,,79146256,,300082098,,,,-,,,,,1553990400,-,,,1,,,1569801600,,1617148800,,4,,,-1.65454,,451544000,,,-,,,,,,,,
ELK,0.08556378,0.25783992,,,,,22.265,,,-0.775,6.797,0.869,20418617344,,239174328,4.4,,,-,,,,,1546214400,-,,,1,,,1569801600,1211000064,1609372800,,2,1.0770267,,0.05154,,581310016,,,-,,,,,,2.082,,
SCHB,0.31618738,0.25783992,,,0.420242,,45.281,,,-0.288,23.185,3.933,73612402688,,167957918,,,,-,,,,,1546214400,-,,,1,,,1569801600,647000000,1609372800,,2,5.8390937,,0.03457,,129382000,,,-,,,,,,2.718,,
HBC,2.904,0.25783992,,,0.617813,,0.448,,,,-68.461,44.904,3193106176,,170057460,,,,-,,,,,1546214400,-,,,1,,,1569801600,-79228000,1609372800,,2,20.669643,,-1.11418,,325815008,,,-,,,,,,-0.27,,
ODFB,0.03571427,0.25783992,,,0.017004,,7.047,,,,28.4,3.975,3486299904,,22989844,,,,-,,,,,1546214400,2005-05-06,2:1,,1,,,1569801600,-74234000,1609372800,,2,4.001703,,-0.08464,,18756200,,,-,,,,,,-0.942,,
HEX,0.21723521,0.25783992,,,0.4834,,11.922,,,0.704,33.195,2.617,7590984704,,91248972,0.88,,,-,,,,,1546214400,-,,,1,,,1569801600,119872000,1609372800,,2,2.7428284,,0.04132,,181316000,,,-,,,,,,0.7,,
TOM,0.2613207,0.25783992,,,0.550607,,33.625,,,-0.038,22.958,4.595,42475085824,,108355112,5.73,,,-,,,,,1546214400,2000-11-22,2:1,,1,,,1569801600,788899968,1609372800,,2,7.6907067,,0.08534,,147520000,,,-,,,,,,5.34,,
ATLA NOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPA,0.7390541,0.25783992,,,-0.651012,,0.397,,,,,,151584000,,15755800,,,,-,,,,,1546214400,2016-04-25,4:1,,1,,,1569801600,,1609372800,,4,11.637279,,-0.36110002,,83068200,,,-,,,,,,-0.862,,
NOM,0.42816937,0.25783992,,,1.452631,,1.061,,,,-7.365,,556764032,,140184942,-0.18,,,-,,,,,1546214400,2016-12-08,1:6,,1,,,1569801600,18684000,1609372800,,4,3.2987747,,0,,168792000,,,-,,,,,,0.142,,
BAKKA,0.6848453,0.25783992,,,-0.208097,,13.119,,,-0.492,,,34231678976,,41435858,31.33,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,2,51.98567,,0.15745,,59141500,,,-,,,,,,3.037,,
KAHOOT-ME,Infinity,0.25783992,,,,,3.202,,,,-143.706,327.824,8925624320,,15508562,,,,-,,,,,1546214400,-,,,1,,,,-55137776,1609372800,,2,23.422861,,-2.02512,,129359000,,,-,,,,,,-0.476,,
SBLK,0.23259258,0.25783992,,,1.678601,,16.178,,,-0.777,44.909,11.916,9320548352,,41845144,,,,-,,,,,1546214400,-,,,1,,,1569801600,-27985000,1609372800,,2,5.130424,,-0.03578,,95709104,,,-,,,,,,-0.303,,
ASC,-0.06590909,0.25783992,,,0.82753,,1.442,,,0.45,,1.442,1598438400,,367554416,0.43,,,-,,,,,1546214400,-,,,1,,,1569801600,152487008,1609372800,,4,2.78086,,0.13757,,456668992,,,-,,,,,,0.305,,
NPRO,0.26611423,0.25783992,,,0.245344,,15.938,,,0.578,23.957,18.759,14378752000,,82924164,0.47,,,-,,,,,1546214400,-,,,1,,,1569801600,848899968,1609372800,,2,0.9066382,,1.1075,,493625984,,,-,,,,,,1.542,,
WWI,0.0945946,0.25783992,,,1.217813,,40.061,,,,77.155,9.783,8178420224,,22553189,2.77,,,-,,,,,1546214400,2004-10-14,2:1,,1,,,1569801600,70000000,1609372800,,2,3.7942138,,0.083730005,,34000000,,,-,,,,,,1.508,,
GIG,-0.64077234,0.25783992,,,1.026232,,1.355,,,,,,576036032,,35573824,0.1,,,-,,,,,1546214400,2018-12-19,1:10,,1,,,1569801600,,1609372800,,2,4.723247,,-0.25417998,,90005600,,,-,,,,,,-0.08,,
ENTRA,0.3127091,0.25783992,,,0.323076,,118.793,,,0.331,22.018,19.309,49584734208,,126304938,7.24,,,-,,,,,1546214400,-,,,1,,,1569801600,2752999936,1609372800,,2,1.3199431,,1.0720401,,182108992,,,-,,,,,,15.115,,
NODL,-0.65642023,0.25783992,,,0.973434,,6.612,,,,,,2309036544,,65895249,-0.27,,,-,,,,,1546214400,-,,,1,,,1569801600,-2903000,1609372800,,2,2.4984877,,0,,107556000,,,-,,,,,,-0.027,,
BWLPG,2.0565658,0.25783992,,,1.143319,,7.526,,,,49.648,16.81,11946454016,,75043507,0.21,,,-,,,,,1546214400,-,,,1,,,1569801600,86150000,1609372800,,2,9.234653,,0.12123,,138618000,,,-,,,,,,0.606,,
HELG,0.2269504,0.25783992,,,0.464777,,166.53,,,0.177,,24.641,13133683712,,11655923,10.32,,,-,,,,,1546214400,2010-04-06,2:1,,1,,,1569801600,128090000,1609372800,,2,0.50741607,,0.34146,,20861100,,,-,,,,,,6.1,,
BEL,0.502007,0.25783992,,,0.323076,,0.718,,,,59.873,11.26,1633980928,,37333420,0.08,,,-,,,,,1546214400,-,,,1,,,1569801600,15981000,1609372800,,2,9.610028,,0.11013,,211676992,,,-,,,,,,0.085,,
INFRNT,0.09219909,0.25783992,,,-0.697925,,5.655,,,,,,1031248256,,31164497,1.13,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,2,4.2086644,,-0.15883,,43425400,,,-,,,,,,0.636,,
AASB-ME,0.17543864,0.25783992,,,0.239307,,,,,0.063,,,,,,,,,-,,,,,1546214400,-,,,1,,,1569801600,41275000,1609372800,,2,,,0.40016997,,1013910,,,-,,,,,,,,
SAGA,0.10891092,0.25783992,,,0.2,,1.162,,,,25.856,7.823,249480816,,27306973,,,,-,,,,,1546214400,-,,,1,,,1569801600,-74573000,1609372800,,4,0.8950086,,-2.33837,,266150000,,,-,,,,,,-0.283,,
