ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AXA,Axactor,Financials,6.7,6.65,6.7,556,,1242.15,0.0,-0.0616,0.0824,-0.6474,-0.6417,0277,Financial Services,1135.0,"Axactor SE, through its subsidiaries, operates as a debt management company in Sweden, Finland, Germany, Italy, Norway, and Spain. The company operates through three segments: Non-performing Loans, Real Estate Assets, and Third-Party Collection. It offers debt collection services, including amicable and legal collection, and surveillance; and debt purchase, acquisition of non-performing loan portfolios, and carve-outs of internal debt collection departments of financial institutions, as well as accounts receivable management for third parties. The company was formerly known as Axactor AB (publ) and changed its name to Axactor SE in August 2018. Axactor SE was founded in 2015 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.axactor.com,1.0,Drammensveien 167,Credit Services,6.7,6.79,9.087226,,0.0,,6.93,,1114382.0,,6.7,6.649706,,6.79,,1114382.0,,,,,,2.904069,,,6.61,2.0,NOK,1208238.0,,,,1242146560.0,,,2561538.0,,6.61,6.7,,1450600.0,1208238.0,19.8,26.8,,,4.84,6.68,False,,22427800.0,6.93,OSL,AXACTOR SE (SN),Axactor SE,Europe/Oslo,CEST,False,7200000.0,EQUITY,AXA.OL,finmb_8070346,no_market,,,,-0.052950002,,-0.62,,0.25,,185395008.0,,,1.9680000000000002,,,,1577750400.0,0.17912999999999998,,-0.004,,0.14325917,3.4044714,0.45093999999999995,1640908800.0,1593475200.0,,,99312642.0,1242149632.0,,1527724800.0,1:10,,,,,,,,,,,https://logo.clearbit.com/axactor.com,,,,,,,,
AGS,Axxis Geo Solutions,Energy,0.8,0.79,0.8,149,,47.06,-0.0074,-0.2,0.0256,-0.36,-0.9543,1366,Industrials,8.0,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1.0,Strandveien 50,Marine Shipping,0.8059999999999999,0.838,0.7991022,,0.0,,0.858,,725838.0,,0.8059999999999999,0.87120587,,0.838,,725838.0,,,,,1545264000.0,,,,0.78,4.0,NOK,1038663.0,,,,47056800.0,,,2017791.0,0.5946169,0.78,0.7959999999999999,,,1038663.0,14.6299,,,,0.4,0.792,False,,,0.858,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AGS.OL,finmb_610831375,no_market,,0.6809999999999999,,-0.35246,3.0669999999999997,-0.91979885,,,,58821000.0,,,0.038,,,,1577750400.0,0.00071000005,-27893100.0,-0.6409999999999999,,0.14325917,21.052633,0.08083,1640908800.0,1585612800.0,,,24148969.0,53873860.0,,1562112000.0,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,,,,,,,,
AYFIE-ME,ayfie Group,Information technology,2.4,2.35,2.4,28,,254.9,0.0,-0.0588,,,,0279,Technology,,"Ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. The company's platform includes technologies from the big data discovery, insight, linguistic analysis, and content analytics fields. It also provides products for eDiscovery, media, compliance, and search for various industries. In addition, the company offers a text analytics platform, such as forensics over research and automated prediction based on unstructured text data. The company was formerly known as VirtualWorks Group AS. Ayfie Group AS is headquartered in Oslo, Norway.",Oslo,47 48 31 08 00,Norway,[],http://www.ayfie.com,1.0,Karenslyst Alle 49,Software—Application,2.4,2.4,,,0.0,,2.4,,,,2.4,,,2.4,,,,,,,,,,,2.35,4.0,NOK,245262.0,,,,254901616.0,,,,,2.35,2.4,,,245262.0,2.4,,,,2.35,2.35,False,,,2.4,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0.0,,,,,,106209000.0,,,,,,,,,,,,0.14325917,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,,,,,,,,
B2H,B2Holding,Financials,4.59,4.59,4.59,256,,1881.59,-0.0076,-0.0306,0.2047,-0.5196000000000001,-0.5307,0161,Financial Services,2517.0,"B2Holding ASA provides debt solutions for banks and institutional vendors. The company's portfolio of business consists of purchase, management, and collection of unsecured and secured non-performing loans. It services include debt purchase and collection, credit information third party debt collection, and consumer lending, as well as telemarketing and fraud prevention services. It principally operates in Norway, Sweden, Denmark, Finland, Estonia, Latvia, Lithuania, Poland, Croatia, Slovenia, Serbia, Montenegro, Bosnia-Herzegovina, Austria, the Czech Republic, Hungary, Spain, Portugal, Italy, France, Bulgaria, Romania, Greece, and Cyprus. B2Holding SAS was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 22 83 39 50,Norway,[],http://www.b2holding.no,1.0,Stortingsgaten 22,Credit Services,4.625,4.775,5.008781,0.09729729599999999,7.5,,4.775,,1128254.0,,4.625,4.3041177,0.45,4.775,,1128254.0,,,,,1590624000.0,1.55872,,,4.555,4.0,NOK,610815.0,,,,1881592448.0,,,2089607.0,0.9366268,4.555,4.59,,27400.0,610815.0,10.22,2.125,,,3.3,4.58,False,,311700.0,4.775,OSL,B2HOLDING ASA,B2Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,B2H.OL,finmb_23000545,no_market,,7.4110000000000005,,0.01254,,-0.49946064,,2.16,,409932992.0,,,11.672,,,,1577750400.0,0.20290999999999998,25201000.0,0.062,,0.14325917,0.39324883,0.45931000000000005,1640908800.0,1585612800.0,,,275487004.0,14887183360.0,,,,,,-0.77,,,,,,,,https://logo.clearbit.com/b2holding.no,7th Floor,74.032265,47 22 83 39 51,,,,,
BAKKA,Bakkafrost,Consumer staples,566.5,564.5,566.5,1096,,33487.86,-0.0009,0.0009,-0.0582,-0.1285,0.1076,625,Consumer Defensive,1149.0,"P/F Bakkafrost, together with its subsidiaries, produces and sells salmon products under the Bakkafrost and HavsbrÃºn brands in the United States, Europe, China, and internationally. The company operates through four segments: Fish Farming FO; Fish Farming SCT; Value Added Products; and Fishmeal, Fish Oil, and Fish Feed. It is involved in the breeding and on-growing of salmon; harvesting, sale, and distribution of salmon; and production of skinless and boneless portions of salmon. The company also produces and sells fishmeal, fish oil, and fish feed. The company also exports its products. P/F Bakkafrost was founded in 1968 and is headquartered in Glyvrar, Denmark.",Glyvrar,45 298 40 50 00,Denmark,[],http://www.bakkafrost.com,1.0,Bakkavegur 9,Farm Products,567.0,565.0,582.5964,0.00289418,0.9337,,566.5,,76453.0,,567.0,574.83826,1.641,565.0,,76453.0,,,,,1586131200.0,0.24186,,,554.5,2.0,NOK,96047.0,,,,33487853568.0,,,154102.0,,554.5,565.5,,18300.0,96047.0,720.0,18.08171,,,452.4,565.5,False,,11100.0,566.5,OSL,P/F BAKKAFROST,P/F Bakkafrost,Europe/Oslo,CEST,False,7200000.0,EQUITY,BAKKA.OL,finmb_60013463,no_market,,,,0.09358,,0.09582889,,31.33,,59113600.0,,,13.119000000000002,,,,1577750400.0,0.5353100000000001,,3.037,,0.14325917,43.181644,0.15884,1640908800.0,1585612800.0,,,49701890.0,33524830208.0,,,,,,,,,,,,,,https://logo.clearbit.com/bakkafrost.com,PO Box 221,186.53276,45 298 40 50 09,,,,,
BALT-ME,Baltic Sea Properties,Real estate,30.8,26.0,30.8,0,,205.37,,,,0.0621,-0.12,0160,Real Estate,,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,47 93 09 43 19,Norway,[],http://www.balticsea.no,1.0,Rosenkrantz' 20,Real Estate Services,30.8,30.8,29.540146000000004,,0.0,,30.8,,262.0,,30.8,30.176471999999997,,30.8,,262.0,,,,,1548374400.0,0.821262,,,30.8,2.0,NOK,16.0,,,,205368544.0,,,290.0,3.7617133000000003,30.8,30.8,,,16.0,35.0,,,,18.5,30.2,False,,,30.8,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,9.072000000000001,,-0.74741995,12.872,-0.120000005,,,,6667810.0,,,27.26,,,,1577750400.0,,-40804756.0,-6.12,,0.14325917,1.1298605,,1640908800.0,1577750400.0,,,3997156.0,495289856.0,,,,,,,,,,,,,,https://logo.clearbit.com/balticsea.no,,,,,,,,
BEL,Belships,Industrials,6.5,6.45,6.5,3,LP,1479.58,0.0,0.0,-0.058,-0.1034,-0.0444,0216,Industrials,460.0,"Belships ASA owns and operates dry bulk ships worldwide. It operates through Dry Bulk and Technical Management segments. The company operates a fleet of 18 ships. It also provides commercial management and ship management services. The company was founded in 1918 and is headquartered in Oslo, Norway.",Oslo,47 22 52 76 00,Norway,[],http://www.belships.com,1.0,Lilleakerveien 4,Marine Shipping,6.5,6.5,6.2624087,0.00092307694,0.72730005,,6.5,,16751.0,,6.5,6.739706,0.006,6.5,,16751.0,,,,0.05,1569456000.0,0.738372,,,6.5,2.0,NOK,1878.0,,,,1479575552.0,,,18799.0,11.058444,6.5,6.5,,1650000.0,1878.0,7.85,81.25,,,5.0,6.45,False,0.0077,1700000.0,6.5,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BEL.OL,finmb_878059,no_market,,12.099,,0.012320000000000001,72.87100000000001,0.0,,0.08,,227627008.0,,,0.7170000000000001,,,,1577750400.0,0.0864,1649000.0,0.008,,0.14325917,9.065551,0.81391,1640908800.0,1585612800.0,,,46748800.0,1618822528.0,,,,,,-1.0,,,,,,,,https://logo.clearbit.com/belships.com,Box 23 Lilleaker,812.49994,47 23 50 08 82,,,,,
BGBIO,BerGenBio,Health care,33.45,33.45,33.55,1004,,2918.85,0.0636,-0.1197,-0.122,0.3809,1.5668,5009,Healthcare,28.0,"BerGenBio ASA, a clinical-stage biopharmaceutical company, develops medicines to treat immune evasive, drug resistant, and metastatic cancers. Its lead candidate is Bemcentinib, a bioavailable small molecule AXL inhibitor, which is in Phase II clinical development in two major cancer indications. The Phase II clinical trial program focuses on lung cancer, acute myeloid leukaemia, and myelodysplastic syndrome, as well as melanoma and triple negative breast cancer. In addition, it is developing tilvestamab, a function blocking antibody that is in Phase I clinical trial; and BGB601, a Phase I clinical trial antibody drug conjugate against human AXL that is linked to a cytotoxin. BerGenBio ASA has a collaboration agreement with Merck & Co. for clinical trials. The company was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 96 11 59,Norway,[],http://www.bergenbio.com,1.0,Jonas Lies vei 91,Biotechnology,31.45,31.95,27.321865000000003,,0.0,,33.6,,1632858.0,,31.45,38.50294,,31.95,,1632858.0,,,,,,2.121724,,,31.65,2.0,NOK,550942.0,,,,2918846976.0,,,1083973.0,13389.206,31.65,33.6,,0.0,550942.0,54.0,-8.688313,,,11.4,33.45,False,,0.0,33.6,OSL,BERGENBIO ASA,BerGenBio ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BGBIO.OL,finmb_107144331,no_market,,8650.618,,0.0,-8.786,1.4441503999999998,,-3.85,,87260000.0,,,5.172999999999999,,,,1577750400.0,0.18125,-203530000.0,-3.3360000000000003,,0.14325917,6.4662676,0.45501998,1640908800.0,1585612800.0,,,46186728.0,1885834752.0,,,,,,,,,,,,,,https://logo.clearbit.com/bergenbio.com,,,,,,,,
BSP-ME,Black Sea Property,Consumer discretionary,2.58,2.16,2.6,0,,42.94,,,-0.0373,-0.5589999999999999,,0459,Consumer Cyclical,,"Black Sea Property AS focuses on operating holiday resort under the Aheloy Beach Resort name in Bulgaria. The company was founded in 2015 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.blackseaproperty.no,1.0,Sagveien 23 A,Lodging,2.58,2.16,3.468686,,0.0,,2.58,,112.0,,2.58,2.6023529,,2.16,,112.0,,,,,,-6.302716,,,2.16,4.0,NOK,200.0,,,,42939196.0,,,868.0,,2.16,2.6,,,200.0,7.3288899999999995,,,,0.183222,2.16,False,,,2.58,OSL,BLACK SEA.PROPERTY,Black Sea Property AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,BSP-ME.OL,finmb_321493830,no_market,,,,0.0,-37.329,13.081278999999999,,,,16643100.0,,,6.561,,,,1577750400.0,,-6767000.0,-0.737,,0.14325917,0.39323273,,1640908800.0,1577750400.0,,,6894127.0,134644800.0,,1564531200.0,1:25,,,,,,,,,,,https://logo.clearbit.com/blackseaproperty.no,,,,,,,,
BON,Bonheur,Industrials,215.0,214.0,215.0,299,,9144.36,-0.0046,0.0142,-0.0812,0.1023,0.2153,0152,Industrials,3935.0,"Bonheur ASA, together with its subsidiaries, engages in the renewable energy, shipping/offshore wind, and cruise businesses primarily in Norway and internationally. The company's Renewable Energy segment develops, constructs, and operates wind farms with an installed capacity of 679 MW. Its Shipping/Offshore Wind segment owns and operates three self-propelled jack-up vessels for the transportation, installation, and service of offshore wind turbines. The company's Cruise segment owns and operates four cruise ships with an overall berth capacity of approximately 3,700 passengers, as well as operates river cruise vessel. Its Other Investments segment offers publications; PR software services; and software as a service-based Web and social monitoring solutions for small and medium businesses to leverage and understand online data. Bonheur ASA was incorporated in 1897 and is headquartered in Oslo, Norway.",Oslo,47 22 34 10 00,Norway,[],http://www.bonheur.no,1.0,Fred. Olsens gate 2,Conglomerates,216.0,215.0,197.9438,0.019907407,,,215.0,,18814.0,,216.0,224.76471,4.3,215.0,,18814.0,,,,4.3,1590624000.0,0.8883719999999999,,,212.0,2.0,NOK,22777.0,,,,9144358912.0,,,50177.0,1.2433239,212.0,214.0,,50900.0,22777.0,244.5,,,2.71,134.0,213.5,False,0.0201,100000.0,215.0,OSL,BONHEUR ASA,Bonheur ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BON.OL,finmb_878177,no_market,,1.871,,-0.0892,16.677,0.2298851,,,,42531900.0,,,142.862,,,,1577750400.0,0.23836999999999997,-656028032.0,-15.424000000000001,,0.14325917,1.5049489,0.53275,1640908800.0,1593475200.0,,,19852186.0,13761488896.0,,1149120000.0,4:1,,,,,,,,,,,https://logo.clearbit.com/bonheur.no,,,,,,,,
BOR,Borgestad,Materials,15.0,15.0,15.3,11,LP,190.75,-0.0323,-0.1379,0.2448,-0.25,-0.0254,3712,Industrials,,"Borgestad ASA develops, manufactures, distributes, and installs refractory products in Norway. The company also develops and manages real estate properties. Its properties include Agora Bytom, a shopping center with a gross area of 52,000 square meters and a rental area of approximately 30,000 square meters, as well as a parking garage with 820 parking spaces in Poland; and Borgestad Business Park, a rented commercial premises used for the storage, production, and offices. Borgestad ASA was founded in 1904 and is headquartered in Skien, Norway.",Skien,47 35 54 24 00,Norway,[],http://borgestad.no,1.0,Gunnar Knudsensveg 144,Building Products & Equipment,15.5,15.5,13.818102,,0.0,,15.6,,7399.0,,15.5,13.942647000000001,,15.5,,7399.0,,,,,1307664000.0,1.337209,,,15.0,2.0,NOK,8916.0,,,,190752000.0,,,21488.0,0.20675774,15.0,15.35,,75000.0,8916.0,32.0,-3.5460992,,,9.1,15.0,False,,75000.0,15.6,OSL,BORGESTAD ASA,Borgestad ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOR.OL,finmb_878193,no_market,,1.2890000000000001,,-0.06982000000000001,22.649,0.06410253,,-4.23,,12716800.0,,,39.859,,,,1577750400.0,0.0,-64412000.0,-7.859,,0.14325917,0.37632653,0.8880100000000001,1640908800.0,1585612800.0,,,3609526.0,1189124864.0,,,,,,,,,,,,,,https://logo.clearbit.com/borgestad.no,,,,,,,,
BDRILL,Borr Drilling,Energy,9.52,9.52,9.6,1940,,1494.38,-0.048,0.0892,-0.0907,-0.8743000000000001,-0.8815999999999999,HM11,Energy,694.0,"Borr Drilling Limited operates as an offshore drilling contractor to the oil and gas industry worldwide. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, including the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for exploration and production. The company serves oil and gas exploration and production companies, such as integrated oil companies, state-owned national oil companies, and independent oil and gas companies. As of December 31, 2019, it operated a fleet of 27 jack-up drilling rigs and one semi-submersible rig. The company was formerly known as Magni Drilling Limited and changed its name to Borr Drilling Limited in December 2016.Borr Drilling Limited was founded in 2016 and is based in Hamilton, Bermuda.",Hamilton,441 737 0152,Bermuda,[],http://www.borrdrilling.com,1.0,S.E. Pearman Building,Oil & Gas Drilling,10.0,9.98,16.963898,,0.0,,9.98,,630641.0,,10.0,10.4779415,,9.98,,630641.0,,,,,,3.891176,,,9.17,2.0,NOK,2722690.0,,,,1494373504.0,,,3728119.0,3.8684275,9.17,9.4,,0.0,2722690.0,80.0,-68.0,,,2.5995,9.355,False,,0.0,9.98,OSL,BORR DRILLING LTD,Borr Drilling Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BDRILL.OL,finmb_412495516,no_market,,7.517,,-0.87678003,226.858,-0.8839273000000001,,-0.14,,156972000.0,,,10.885,,,,1577750400.0,0.5864,-338700000.0,-3.117,,0.14325917,0.8745980999999999,0.26895002,1640908800.0,1585612800.0,,,72422009.0,2903783424.0,,1561507200.0,1:5,,,,,,,,,,,https://logo.clearbit.com/borrdrilling.com,2nd Floor 9 Par-la-Ville Road,,,,,,,
BRG,Borregaard,Materials,119.4,118.8,119.6,167,,11891.42,-0.0181,-0.0181,0.2024,0.28600000000000003,0.29960000000000003,1701,Basic Materials,1103.0,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1.0,Hjalmar Wessels vei 6,Specialty Chemicals,121.6,120.0,98.75876,0.018914474,0.6183,,121.4,,70643.0,,121.6,106.87941000000001,2.3,120.0,,70643.0,,,,2.3,1592265600.0,-0.049418000000000004,,,118.6,2.0,NOK,528924.0,,,,11891428352.0,,,87324.0,2.2854946,118.6,119.2,,721000.0,528924.0,123.0,22.317759,,,75.0,118.6,False,0.0189,391200.0,121.4,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRG.OL,finmb_216329283,no_market,,2.7689999999999997,,0.0715,14.323,0.30081296,,5.35,,99593200.0,,,29.38,,,,1577750400.0,0.56839,372000000.0,3.728,,0.14325917,4.063989,0.07203999999999999,1640908800.0,1593475200.0,,,91484295.0,14408529920.0,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,PO Box 162,32.027896999999996,47 69 11 87 70,,,,,
BOUVET,Bouvet,Information technology,534.0,528.0,534.0,69,,5473.25,-0.0037,-0.0074,0.0832,0.3985,0.7336,0369,Technology,1575.0,"Bouvet ASA provides information technology, digital communication, and enterprise management services in Norway, Sweden, and internationally. The company designs, develops, and provides advisory services on IT solutions and digital communication. Bouvet ASA was founded in 2002 and is based in Oslo, Norway.",Oslo,47 23 40 60 00,Norway,[],http://www.bouvet.no,1.0,Sorkedalsveien 8,Information Technology Services,536.0,536.0,437.0438,0.015391791,0.7019,,538.0,,2243.0,,536.0,513.44116,8.25,536.0,,2243.0,,,,8.25,1590105600.0,0.7337199999999999,,,528.0,2.0,NOK,14953.0,,,,5473126400.0,,,8433.0,2.4776971000000003,528.0,538.0,,166400.0,14953.0,556.0,38.583813,,4.1,277.0,526.0,False,0.0154,27300.0,538.0,OSL,BOUVET ASA,Bouvet ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOUVET.OL,finmb_34102981,no_market,,2.421,,0.08663999,20.9,0.74,,13.84,,10249300.0,,,37.632,,,,1577750400.0,0.31916,191378000.0,18.525,,0.14325917,14.190051,0.29916,1640908800.0,1585612800.0,,,7590394.0,5348851712.0,,,,,,0.21,,,,,,,,https://logo.clearbit.com/bouvet.no,,28.825912,,,,,,
BRA-ME,BRAbank,Financials,0.4,0.38,0.4,5,,247.86,0.0154,0.0154,0.13140000000000002,-0.1429,-0.7509,5014,Financial Services,51.0,"BRAbank ASA operates as a digital bank in Norway. It offers consumer finance, unsecured financing to private individuals, saving accounts, and credit cards, as well as payment insurance loans and payment solutions. The company was formerly known as Monobank ASA and changed its name to BRAbank ASA in June 2019. BRAbank ASA was founded in 2015 and is headquartered in Bergen, Norway.",Bergen,47 55 96 10 00,Norway,[],http://www.brabank.no,1.0,Starvhusgaten 4,Banks—Regional,0.39,0.38,0.4118978,,0.0,,0.396,,119705.0,,0.39,0.36752942,,0.38,,119705.0,,,,,,1.1551719999999999,,,0.38,4.0,NOK,3653.0,,,,247863920.0,,,1009059.0,5.462686,0.38,0.396,,,3653.0,2.26,,,,0.262,0.376,False,,,0.396,OSL,BRABANK ASA (NEW),BRAbank ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRA-ME.OL,finmb_316669435,no_market,,5.358,,-2.80288,,-0.7253520999999999,,,,625918976.0,,,1.287,,,,1577750400.0,,-127178000.0,-0.203,,0.14325917,0.30769232,,1640908800.0,1585612800.0,,,348217271.0,243103232.0,,1583884800.0,0:1,,,,,,,,,,,https://logo.clearbit.com/brabank.no,,,,,,,,
BWE,BW Energy Limited,Energy,17.15,16.96,17.15,134,,4018.32,-0.0092,-0.0272,0.0088,,,0277,Energy,100.0,"BW Energy Limited engages in the acquisition, exploration, development, and production of oil and natural gas in Africa. It primarily holds interests in three hydrocarbon licenses in Gabon, Brazil, and Namibia. The company was founded in 2016 and is based in Oslo, Norway.",Oslo,47 23 13 00 00,Norway,[],http://www.bwenergy.no,1.0,Drammensveien 151,Oil & Gas E&P,17.31,17.28,14.83779,,0.0,,17.39,,92701.0,,17.31,17.743824,,17.28,,92701.0,,,,,,,,,16.92,2.0,NOK,60325.0,,,,4018313472.0,,,489580.0,14.229156,16.92,17.15,,,60325.0,25.0,,,,7.62,17.04,False,,,17.39,OSL,BW ENERGY LIMITED,BW Energy Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWE.OL,finmb_144579252,no_market,,11.767000000000001,,0.20538001,20.614,-0.28902692,,,,234304000.0,,,1.9380000000000002,,,,1577750400.0,0.10088000400000001,58000000.0,0.309,,0.14325917,8.849329,0.7214,1640908800.0,1585612800.0,,,56150662.0,3322958080.0,,,,,,,,,,,,,,https://logo.clearbit.com/bwenergy.no,,55.501619999999996,47 23 13 00 01,,,,,
BWLPG,BW LPG,Energy,36.84,36.84,36.86,1070,,5087.48,0.0233,-0.0602,0.2008,-0.4311,0.15869999999999998,117438,Industrials,2004.0,"BW LPG Limited, an investment holding company, engages in shipowning and chartering activities worldwide. It operates through three segments: Very Large Gas Carriers (VLGCs), Large Gas Carriers (LGCs), and Product Services. The company is involved in the transportation of liquefied petroleum gas to oil companies, and trading and utility companies; and product trading and delivery activities. As of February 28, 2020, it had a fleet of 47 vessels, including 35 owned VLGCs, 10 chartered VLGCs, and 2 owned and operated VLGCs by a joint venture with a total carrying capacity of approximately 3 million cubic meters. The company was formerly known as BW Gas LPG Holding Limited and changed its name to BW LPG Limited in September 2013. BW LPG Limited was founded in 1935 and is headquartered in Singapore.",Singapore,65 6705 5588,Singapore,[],http://www.bwlpg.com,1.0,10 Pasir Panjang Road,Marine Shipping,36.0,36.26,40.693283,0.029166665,0.3116,,37.48,,813470.0,,36.0,32.015293,1.05,36.26,,813470.0,,,,10.16,1591056000.0,1.538953,,,35.82,2.0,NOK,741712.0,,,,5087493120.0,,,906494.0,5.3578954,35.82,36.74,,406100.0,741712.0,85.0,175.42857,,,26.0,36.66,False,0.2728,63000.0,37.48,OSL,BW LPG LTD,BW LPG Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWLPG.OL,finmb_246740269,no_market,,6.405,,0.39815,13.347000000000001,0.033851147000000005,,0.21,,138096992.0,,,8.357999999999999,,,,1577750400.0,0.31128,378060000.0,2.725,,0.14325917,4.407753,0.45400003,1640908800.0,1585612800.0,,,70321032.0,6081426432.0,,,,,,,,,,,,,,https://logo.clearbit.com/bwlpg.com,"No. 17-02, Mapletree Business City",13.519266,65 6570 6056,,,,,
